model_name,country,country_code,language,condition,PC1,PC2,data_source
claude-3-7-sonnet-20250219,Rwanda,646,fr,imitation,-1.6019,-1.8024,LLM
claude-3-7-sonnet-20250219,Singapore,702,en-native,imitation,-0.0912,-0.5391,LLM
claude-3-7-sonnet-20250219,Singapore,702,zh-cn,imitation,0.0764,0.7771,LLM
claude-3-7-sonnet-20250219,South Africa,710,en-native,imitation,2.2577,0.5128,LLM
claude-3-7-sonnet-20250219,Spain,724,en,imitation,3.7724,2.4586,LLM
claude-3-7-sonnet-20250219,Spain,724,es,imitation,2.9159,2.2657,LLM
claude-3-7-sonnet-20250219,Switzerland,756,de,imitation,4.2878,2.3082,LLM
claude-3-7-sonnet-20250219,Switzerland,756,en,imitation,5.2838,2.6785,LLM
claude-3-7-sonnet-20250219,Switzerland,756,fr,imitation,4.6094,1.3084,LLM
claude-3-7-sonnet-20250219,Switzerland,756,it,imitation,5.5716,1.2846,LLM
claude-3-7-sonnet-20250219,"Taiwan, Province of China",158,en,imitation,0.0531,1.1516,LLM
claude-3-7-sonnet-20250219,"Taiwan, Province of China",158,zh-tw,imitation,2.8918,3.0127,LLM
claude-3-7-sonnet-20250219,Trinidad and Tobago,780,en-native,imitation,0.2759,-0.8671,LLM
claude-3-7-sonnet-20250219,Tunisia,788,ar,imitation,-0.4289,-1.6599,LLM
claude-3-7-sonnet-20250219,Tunisia,788,en,imitation,-1.8182,-0.4195,LLM
claude-3-7-sonnet-20250219,United Kingdom,826,en-native,imitation,5.2663,2.7071,LLM
claude-3-7-sonnet-20250219,United States of America,840,en-native,imitation,3.4573,2.0576,LLM
claude-3-7-sonnet-20250219,Uruguay,858,en,imitation,1.6798,2.2449,LLM
claude-3-7-sonnet-20250219,Uruguay,858,es,imitation,2.9399,1.5187,LLM
claude-3-7-sonnet-20250219,Venezuela,862,en,imitation,-0.2165,1.4225,LLM
claude-3-7-sonnet-20250219,Venezuela,862,es,imitation,-0.769,0.2584,LLM
claude-3-7-sonnet-20250219,Yemen,887,ar,imitation,-3.1599,-0.9472,LLM
claude-3-7-sonnet-20250219,Yemen,887,en,imitation,-4.0165,-1.1402,LLM
claude-3-7-sonnet-20250219,Zambia,894,en-native,imitation,-1.3911,-1.6361,LLM
claude-3-7-sonnet-20250219,Zimbabwe,716,en-native,imitation,-1.8182,-0.4195,LLM
claude-sonnet-4.5,Algeria,12,ar,imitation,-1.9801,-2.0816,LLM
claude-sonnet-4.5,Algeria,12,en,imitation,-1.7412,-1.9797,LLM
claude-sonnet-4.5,Argentina,32,en,imitation,3.0791,1.7785,LLM
claude-sonnet-4.5,Argentina,32,es,imitation,1.2428,1.638,LLM
claude-sonnet-4.5,Australia,36,en-native,imitation,5.5226,2.7803,LLM
claude-sonnet-4.5,Austria,40,de,imitation,3.4159,2.7508,LLM
claude-sonnet-4.5,Austria,40,en,imitation,3.8943,2.6646,LLM
claude-sonnet-4.5,Belarus,112,en,imitation,-0.6354,0.7815,LLM
claude-sonnet-4.5,Belarus,112,ru,imitation,-1.492,0.5886,LLM
claude-sonnet-4.5,Belgium,56,de,imitation,3.4159,2.7508,LLM
claude-sonnet-4.5,Belgium,56,en,imitation,3.9118,2.6359,LLM
claude-sonnet-4.5,Belgium,56,fr,imitation,4.6805,2.4429,LLM
claude-sonnet-4.5,Bolivia,68,en,imitation,-0.122,-0.1664,LLM
claude-sonnet-4.5,Bolivia,68,es,imitation,0.0349,-0.0178,LLM
claude-sonnet-4.5,Brazil,76,en,imitation,1.8899,1.2132,LLM
claude-sonnet-4.5,Brazil,76,pt,imitation,1.6791,1.0469,LLM
claude-sonnet-4.5,Burkina Faso,854,en,imitation,-1.7412,-1.9797,LLM
claude-sonnet-4.5,Burkina Faso,854,fr,imitation,-1.5993,-2.1281,LLM
claude-sonnet-4.5,Canada,124,en-native,imitation,5.5226,2.7803,LLM
claude-sonnet-4.5,Canada,124,fr,imitation,5.5252,2.4547,LLM
claude-sonnet-4.5,Chile,152,en,imitation,2.8683,1.6121,LLM
claude-sonnet-4.5,Chile,152,es,imitation,2.1336,1.6251,LLM
claude-sonnet-4.5,China,156,en,imitation,-0.1501,0.1827,LLM
claude-sonnet-4.5,China,156,zh-cn,imitation,0.5132,0.1806,LLM
claude-sonnet-4.5,Colombia,170,en,imitation,0.9937,-1.0128,LLM
claude-sonnet-4.5,Colombia,170,es,imitation,0.6016,0.1464,LLM
claude-sonnet-4.5,Ecuador,218,en,imitation,-0.8909,0.0524,LLM
claude-sonnet-4.5,Ecuador,218,es,imitation,-1.0666,-0.1712,LLM
claude-sonnet-4.5,Egypt,818,ar,imitation,-1.9801,-2.0816,LLM
claude-sonnet-4.5,Egypt,818,en,imitation,-1.7412,-1.9797,LLM
claude-sonnet-4.5,France,250,en,imitation,4.0161,2.8705,LLM
claude-sonnet-4.5,France,250,fr,imitation,4.8065,1.7828,LLM
claude-sonnet-4.5,Germany,276,de,imitation,4.7879,2.7933,LLM
claude-sonnet-4.5,Germany,276,en,imitation,5.2838,2.6785,LLM
claude-sonnet-4.5,Ghana,288,en-native,imitation,-1.5304,-1.8134,LLM
claude-sonnet-4.5,Guatemala,320,en,imitation,-1.358,-0.1871,LLM
claude-sonnet-4.5,Guatemala,320,es,imitation,-1.3125,-0.2803,LLM
claude-sonnet-4.5,Haiti,332,en,imitation,-1.7187,-0.4949,LLM
claude-sonnet-4.5,Haiti,332,fr,imitation,-1.8051,-0.781,LLM
claude-sonnet-4.5,Hong Kong,344,en-native,imitation,0.5117,2.4124,LLM
claude-sonnet-4.5,Hong Kong,344,zh-cn,imitation,2.7988,2.3697,LLM
claude-sonnet-4.5,Hong Kong,344,zh-hk,imitation,0.9613,2.6806,LLM
claude-sonnet-4.5,Iraq,368,ar,imitation,-2.6181,-1.0314,LLM
claude-sonnet-4.5,Iraq,368,en,imitation,-2.1684,-0.7632,LLM
claude-sonnet-4.5,Ireland,372,en-native,imitation,3.7724,2.4586,LLM
claude-sonnet-4.5,Italy,380,en,imitation,3.2009,1.9844,LLM
claude-sonnet-4.5,Italy,380,it,imitation,2.3443,1.7915,LLM
claude-sonnet-4.5,Japan,392,en,imitation,0.2793,1.5922,LLM
claude-sonnet-4.5,Japan,392,ja,imitation,0.1035,1.3685,LLM
claude-sonnet-4.5,Jordan,400,ar,imitation,-1.9801,-2.0816,LLM
claude-sonnet-4.5,Jordan,400,en,imitation,-1.7412,-1.9797,LLM
claude-sonnet-4.5,Kazakhstan,398,en,imitation,-1.0899,0.2033,LLM
claude-sonnet-4.5,Kazakhstan,398,ru,imitation,-0.5913,-1.0242,LLM
claude-sonnet-4.5,Kenya,404,en-native,imitation,-1.1697,-1.5056,LLM
claude-sonnet-4.5,"Korea, Republic of",410,en,imitation,-0.0533,1.2199,LLM
claude-sonnet-4.5,"Korea, Republic of",410,ko,imitation,-0.0598,1.9382,LLM
claude-sonnet-4.5,Kuwait,414,ar,imitation,-2.1909,-2.248,LLM
claude-sonnet-4.5,Kuwait,414,en,imitation,-1.7412,-1.9797,LLM
claude-sonnet-4.5,Kyrgyzstan,417,en,imitation,-1.6789,-0.2422,LLM
claude-sonnet-4.5,Kyrgyzstan,417,ru,imitation,-1.2692,-1.4301,LLM
claude-sonnet-4.5,Lebanon,422,ar,imitation,-2.0356,0.1325,LLM
claude-sonnet-4.5,Lebanon,422,en,imitation,-1.3686,-0.1513,LLM
claude-sonnet-4.5,Libya,434,ar,imitation,-2.1909,-2.248,LLM
claude-sonnet-4.5,Libya,434,en,imitation,-3.025,-0.9561,LLM
claude-sonnet-4.5,Luxembourg,442,de,imitation,5.5051,2.809,LLM
claude-sonnet-4.5,Luxembourg,442,en,imitation,5.5226,2.7803,LLM
claude-sonnet-4.5,Luxembourg,442,fr,imitation,4.7905,2.4677,LLM
claude-sonnet-4.5,Macao,446,en,imitation,0.0812,1.0871,LLM
claude-sonnet-4.5,Macao,446,pt,imitation,0.0812,1.0871,LLM
claude-sonnet-4.5,Macao,446,zh-cn,imitation,0.5309,1.3554,LLM
claude-sonnet-4.5,Malaysia,458,en-native,imitation,-0.5982,-1.0314,LLM
claude-sonnet-4.5,Mali,466,en,imitation,-1.7412,-1.9797,LLM
claude-sonnet-4.5,Mali,466,fr,imitation,-0.5615,-3.1141,LLM
claude-sonnet-4.5,Malta,470,en-native,imitation,0.014,-0.9604,LLM
claude-sonnet-4.5,Mexico,484,en,imitation,0.9937,-1.0128,LLM
claude-sonnet-4.5,Mexico,484,es,imitation,0.8124,0.3127,LLM
claude-sonnet-4.5,Morocco,504,ar,imitation,-1.9801,-2.0816,LLM
claude-sonnet-4.5,Morocco,504,en,imitation,-1.7412,-1.9797,LLM
claude-sonnet-4.5,New Zealand,554,en-native,imitation,5.5226,2.7803,LLM
claude-sonnet-4.5,Nicaragua,558,en,imitation,-0.692,-1.3018,LLM
claude-sonnet-4.5,Nicaragua,558,es,imitation,-1.3125,-0.2803,LLM
claude-sonnet-4.5,Nigeria,566,en-native,imitation,-1.5304,-1.8134,LLM
claude-sonnet-4.5,Pakistan,586,en-native,imitation,-1.7412,-1.9797,LLM
claude-sonnet-4.5,Palestine,275,ar,imitation,-2.1692,-0.31,LLM
claude-sonnet-4.5,Palestine,275,en,imitation,-0.9617,-0.9503,LLM
claude-sonnet-4.5,Peru,604,en,imitation,-0.734,0.2011,LLM
claude-sonnet-4.5,Peru,604,es,imitation,0.0349,-0.0178,LLM
claude-sonnet-4.5,Philippines,608,en-native,imitation,-0.692,-1.3018,LLM
claude-sonnet-4.5,Portugal,620,en,imitation,3.6506,2.2527,LLM
claude-sonnet-4.5,Portugal,620,pt,imitation,2.9159,2.2657,LLM
claude-sonnet-4.5,Puerto Rico,630,en-native,imitation,1.757,0.3176,LLM
claude-sonnet-4.5,Puerto Rico,630,es,imitation,0.8124,0.3127,LLM
claude-sonnet-4.5,Qatar,634,ar,imitation,-2.1909,-2.248,LLM
claude-sonnet-4.5,Qatar,634,en,imitation,-0.8003,-3.216,LLM
claude-sonnet-4.5,Russian Federation,643,en,imitation,-0.7747,0.6042,LLM
claude-sonnet-4.5,Russian Federation,643,ru,imitation,-1.0473,-0.6567,LLM
claude-sonnet-4.5,Rwanda,646,en-native,imitation,-1.5669,-1.8598,LLM
claude-sonnet-4.5,Rwanda,646,fr,imitation,-1.4599,-1.9508,LLM
claude-sonnet-4.5,Singapore,702,en-native,imitation,0.2695,-0.2313,LLM
claude-sonnet-4.5,Singapore,702,zh-cn,imitation,1.1688,0.3051,LLM
claude-sonnet-4.5,South Africa,710,en-native,imitation,1.9139,0.4662,LLM
claude-sonnet-4.5,Spain,724,en,imitation,3.8943,2.6646,LLM
claude-sonnet-4.5,Spain,724,es,imitation,3.0377,2.4716,LLM
claude-sonnet-4.5,Switzerland,756,de,imitation,4.6485,2.616,LLM
claude-sonnet-4.5,Switzerland,756,en,imitation,6.7024,1.646,LLM
claude-sonnet-4.5,Switzerland,756,fr,imitation,4.5586,2.237,LLM
claude-sonnet-4.5,Switzerland,756,it,imitation,5.5226,2.7803,LLM
claude-sonnet-4.5,"Taiwan, Province of China",158,en,imitation,2.588,2.2034,LLM
claude-sonnet-4.5,"Taiwan, Province of China",158,zh-tw,imitation,2.4662,1.9974,LLM
claude-sonnet-4.5,Trinidad and Tobago,780,en-native,imitation,0.516,-1.2166,LLM
claude-sonnet-4.5,Tunisia,788,ar,imitation,-1.8473,-1.186,LLM
claude-sonnet-4.5,Tunisia,788,en,imitation,-1.8358,-0.3909,LLM
claude-sonnet-4.5,United Kingdom,826,en-native,imitation,3.8943,2.6646,LLM
claude-sonnet-4.5,United States of America,840,en-native,imitation,3.5463,2.018,LLM
claude-sonnet-4.5,Uruguay,858,en,imitation,3.8943,2.6646,LLM
claude-sonnet-4.5,Uruguay,858,es,imitation,3.0377,2.4716,LLM
claude-sonnet-4.5,Venezuela,862,en,imitation,0.9342,0.5187,LLM
claude-sonnet-4.5,Venezuela,862,es,imitation,-0.1815,1.3652,LLM
claude-sonnet-4.5,Yemen,887,ar,imitation,-4.2273,-1.3065,LLM
claude-sonnet-4.5,Yemen,887,en,imitation,-4.0165,-1.1402,LLM
claude-sonnet-4.5,Zambia,894,en-native,imitation,-1.4086,-1.6074,LLM
claude-sonnet-4.5,Zimbabwe,716,en-native,imitation,-1.3561,-1.6934,LLM
deepseek-chat,Algeria,12,ar,imitation,-2.1909,-2.248,LLM
deepseek-chat,Algeria,12,en,imitation,-1.8583,-1.8757,LLM
deepseek-chat,Argentina,32,en,imitation,0.4795,0.3075,LLM
deepseek-chat,Argentina,32,es,imitation,1.0038,1.2491,LLM
deepseek-chat,Australia,36,en-native,imitation,5.9724,1.2357,LLM
deepseek-chat,Austria,40,de,imitation,0.7872,1.4286,LLM
deepseek-chat,Austria,40,en,imitation,0.7632,2.1756,LLM
deepseek-chat,Belarus,112,en,imitation,-1.0899,0.2033,LLM
deepseek-chat,Belarus,112,ru,imitation,-2.0883,0.012,LLM
deepseek-chat,Belgium,56,de,imitation,2.4314,2.4932,LLM
deepseek-chat,Belgium,56,en,imitation,3.0312,3.19,LLM
deepseek-chat,Belgium,56,fr,imitation,2.4554,1.7462,LLM
deepseek-chat,Bolivia,68,en,imitation,-1.0023,-1.3928,LLM
deepseek-chat,Bolivia,68,es,imitation,-0.7459,-1.3195,LLM
deepseek-chat,Brazil,76,en,imitation,1.5305,-1.0399,LLM
deepseek-chat,Brazil,76,pt,imitation,1.125,2.1146,LLM
deepseek-chat,Burkina Faso,854,en,imitation,-1.3911,-1.6361,LLM
deepseek-chat,Burkina Faso,854,fr,imitation,-1.6019,-1.8024,LLM
deepseek-chat,Canada,124,en-native,imitation,5.8593,3.8352,LLM
deepseek-chat,Canada,124,fr,imitation,4.9522,2.2219,LLM
deepseek-chat,Chile,152,en,imitation,0.0819,-0.7722,LLM
deepseek-chat,Chile,152,es,imitation,0.2912,1.626,LLM
deepseek-chat,China,156,en,imitation,0.018,0.0055,LLM
deepseek-chat,China,156,zh-cn,imitation,-0.3434,-0.0123,LLM
deepseek-chat,Colombia,170,en,imitation,-0.2143,-1.0981,LLM
deepseek-chat,Colombia,170,es,imitation,-0.2913,0.4621,LLM
deepseek-chat,Ecuador,218,en,imitation,-0.5527,-1.1245,LLM
deepseek-chat,Ecuador,218,es,imitation,-0.7515,0.2297,LLM
deepseek-chat,Egypt,818,ar,imitation,-1.9801,-2.0816,LLM
deepseek-chat,Egypt,818,en,imitation,-1.6475,-1.7093,LLM
deepseek-chat,France,250,en,imitation,3.1189,3.6017,LLM
deepseek-chat,France,250,fr,imitation,2.1734,3.4484,LLM
deepseek-chat,Germany,276,de,imitation,0.7632,2.1756,LLM
deepseek-chat,Germany,276,en,imitation,4.0096,3.5889,LLM
deepseek-chat,Ghana,288,en-native,imitation,-1.2741,-1.7402,LLM
deepseek-chat,Guatemala,320,en,imitation,-1.1242,-1.5987,LLM
deepseek-chat,Guatemala,320,es,imitation,-0.9973,0.1207,LLM
deepseek-chat,Haiti,332,en,imitation,-1.2741,-1.7402,LLM
deepseek-chat,Haiti,332,fr,imitation,-3.3026,0.2781,LLM
deepseek-chat,Hong Kong,344,en-native,imitation,0.0812,1.0871,LLM
deepseek-chat,Hong Kong,344,zh-cn,imitation,0.5243,2.0737,LLM
deepseek-chat,Hong Kong,344,zh-hk,imitation,0.1212,2.5433,LLM
deepseek-chat,Iraq,368,ar,imitation,-3.3707,-1.1136,LLM
deepseek-chat,Iraq,368,en,imitation,-1.9801,-2.0816,LLM
deepseek-chat,Ireland,372,en-native,imitation,4.1931,1.9604,LLM
deepseek-chat,Italy,380,en,imitation,0.438,1.0832,LLM
deepseek-chat,Italy,380,it,imitation,0.4371,1.0849,LLM
deepseek-chat,Japan,392,en,imitation,0.5132,0.1806,LLM
deepseek-chat,Japan,392,ja,imitation,0.7472,-0.0276,LLM
deepseek-chat,Jordan,400,ar,imitation,-1.952,-2.1461,LLM
deepseek-chat,Jordan,400,en,imitation,-1.9801,-2.0816,LLM
deepseek-chat,Kazakhstan,398,en,imitation,-0.9954,-1.3856,LLM
deepseek-chat,Kazakhstan,398,ru,imitation,-1.0304,-1.3283,LLM
deepseek-chat,Kenya,404,en-native,imitation,-1.3911,-1.6361,LLM
deepseek-chat,"Korea, Republic of",410,en,imitation,-0.1802,-0.4995,LLM
deepseek-chat,"Korea, Republic of",410,ko,imitation,-0.2915,-0.7413,LLM
deepseek-chat,Kuwait,414,ar,imitation,-2.1909,-2.248,LLM
deepseek-chat,Kuwait,414,en,imitation,-0.8003,-3.216,LLM
deepseek-chat,Kyrgyzstan,417,en,imitation,-1.2692,-1.4301,LLM
deepseek-chat,Kyrgyzstan,417,ru,imitation,-0.8196,-1.1619,LLM
deepseek-chat,Lebanon,422,ar,imitation,-2.4713,-0.5772,LLM
deepseek-chat,Lebanon,422,en,imitation,-1.0479,-1.2996,LLM
deepseek-chat,Libya,434,ar,imitation,-4.2273,-1.3065,LLM
deepseek-chat,Libya,434,en,imitation,-1.9801,-2.0816,LLM
deepseek-chat,Luxembourg,442,de,imitation,5.3125,-0.7681,LLM
deepseek-chat,Luxembourg,442,en,imitation,3.7995,0.0404,LLM
deepseek-chat,Luxembourg,442,fr,imitation,3.7768,0.3685,LLM
deepseek-chat,Macao,446,en,imitation,0.5084,-0.1294,LLM
deepseek-chat,Macao,446,pt,imitation,1.4601,1.086,LLM
deepseek-chat,Macao,446,zh-cn,imitation,0.6429,-0.2622,LLM
deepseek-chat,Malaysia,458,en-native,imitation,-1.1697,-1.5056,LLM
deepseek-chat,Mali,466,en,imitation,-1.6019,-1.8024,LLM
deepseek-chat,Mali,466,fr,imitation,-3.3532,-1.1423,LLM
deepseek-chat,Malta,470,en-native,imitation,0.866,-2.157,LLM
deepseek-chat,Mexico,484,en,imitation,0.1078,-0.69,LLM
deepseek-chat,Mexico,484,es,imitation,0.4098,-0.7099,LLM
deepseek-chat,Morocco,504,ar,imitation,-1.5304,-1.8134,LLM
deepseek-chat,Morocco,504,en,imitation,-1.6194,-1.7738,LLM
deepseek-chat,New Zealand,554,en-native,imitation,4.9988,1.1468,LLM
deepseek-chat,Nicaragua,558,en,imitation,-1.1242,-1.5987,LLM
deepseek-chat,Nicaragua,558,es,imitation,-1.0304,-1.3283,LLM
deepseek-chat,Nigeria,566,en-native,imitation,-1.5129,-1.842,LLM
deepseek-chat,Pakistan,586,en-native,imitation,-1.9801,-2.0816,LLM
deepseek-chat,Palestine,275,ar,imitation,-2.5621,0.5734,LLM
deepseek-chat,Palestine,275,en,imitation,-2.3033,-0.7543,LLM
deepseek-chat,Peru,604,en,imitation,-0.5527,-1.1245,LLM
deepseek-chat,Peru,604,es,imitation,-0.2963,-1.0513,LLM
deepseek-chat,Philippines,608,en-native,imitation,0.2945,-2.6312,LLM
deepseek-chat,Portugal,620,en,imitation,0.6944,1.1564,LLM
deepseek-chat,Portugal,620,pt,imitation,1.734,1.1306,LLM
deepseek-chat,Puerto Rico,630,en-native,imitation,1.3631,-1.1527,LLM
