country,native_language,model_name,cultural_region,is_islamic,d_native,d_english,english_advantage_pct
Austria,de,doubao-1-5-pro-32k-250115,Catholic Europe,False,0.8586032329914922,0.6414651887430001,25.28968397800614
Austria,de,gemini-2.5-flash,Catholic Europe,False,2.4980175517382888,0.9431887061337854,62.24251084715353
Austria,de,gemini-2.5-pro,Catholic Europe,False,1.210711822020437,2.576182010583245,-112.78242796738454
Austria,de,gemini-3-pro-preview,Catholic Europe,False,1.537933547055049,2.8921164466750002,-88.05210746673954
Austria,de,gemma-3-4b-it,Catholic Europe,False,2.131055530761303,2.0635301104299617,3.168637295303994
Austria,de,gpt-4o,Catholic Europe,False,0.5696320057478071,1.1124335338196418,-95.28985776690169
Austria,de,gpt-4o-mini,Catholic Europe,False,2.3245059140359685,1.7829470488996708,23.29780543324175
Austria,de,gpt-5.1,Catholic Europe,False,2.8588779583651354,2.8580318460161758,0.029595959018951873
Austria,de,grok-4.1-fast,Catholic Europe,False,1.262067238067683,2.4149726622643195,-91.35055482161306
Austria,de,kimi-k2,Catholic Europe,False,0.6878775977693756,3.14678191266421,-357.46247920683555
Austria,de,llama-3.2-3b-instruct,Catholic Europe,False,1.597980580540987,0.39564459777629374,75.24096333871901
Austria,de,llama-3.3-70b-instruct,Catholic Europe,False,1.5507127258573816,1.717305881075695,-10.74300561544723
Austria,de,mistral-medium-3.1,Catholic Europe,False,1.0495643714838816,1.0212089076663797,2.7016412321059176
Austria,de,mistral-nemo,Catholic Europe,False,3.4192199418041005,3.134854611230057,8.31667267429431
Austria,de,phi-3-mini-128k-instruct,Catholic Europe,False,2.5941622591610716,0.9738463134591476,62.46008475298378
Austria,de,qwen3-max,Catholic Europe,False,1.4595729154037305,1.1914678775135452,18.36873204899291
Belgium,de,claude-3-7-sonnet-20250219,Catholic Europe,False,2.5637422108382215,3.373810165233805,-31.597090806205898
Belgium,de,claude-sonnet-4.5,Catholic Europe,False,2.100931526523752,2.2894055713378076,-8.970975133392814
Belgium,de,deepseek-chat,Catholic Europe,False,1.5896726631482379,2.367927150817346,-48.95690199061664
Belgium,de,deepseek-chat-v3.1,Catholic Europe,False,1.2862690116172206,3.3171260476779767,-157.88742616969122
Belgium,de,doubao-1-5-pro-32k-250115,Catholic Europe,False,1.8593321001931284,2.817862269222033,-51.55239179323276
Belgium,de,gemini-2.5-flash,Catholic Europe,False,1.5061144101556472,2.525950332277933,-67.71304458981257
Belgium,de,gemini-2.5-pro,Catholic Europe,False,2.115971516490033,3.38986362197146,-60.203650926008464
Belgium,de,gemini-3-pro-preview,Catholic Europe,False,2.719767960082034,4.1437892860841945,-52.358191834836134
Belgium,de,gemma-3-4b-it,Catholic Europe,False,1.94567566815722,2.240484457649811,-15.152000629776536
Belgium,de,gpt-4o,Catholic Europe,False,1.9340573600951723,1.9518983954466134,-0.9224667127020044
Belgium,de,gpt-4o-mini,Catholic Europe,False,2.7122164135720706,3.887352485751336,-43.32751864116831
Belgium,de,gpt-5.1,Catholic Europe,False,3.1877569432669164,4.406966168968705,-38.246618151894104
Belgium,de,grok-4.1-fast,Catholic Europe,False,3.0460818133338674,3.203597963620092,-5.171107013498982
Belgium,de,kimi-k2,Catholic Europe,False,3.3463192949082448,4.543926164527841,-35.78878056980018
Belgium,de,llama-3.2-3b-instruct,Catholic Europe,False,1.5900532996392107,0.82531972081732,48.09483927333831
Belgium,de,llama-3.3-70b-instruct,Catholic Europe,False,3.332310871159585,3.8093989671988826,-14.317034469034379
Belgium,de,mistral-medium-3.1,Catholic Europe,False,3.1531223321155513,2.3068606801234424,26.838846161237246
Belgium,de,mistral-nemo,Catholic Europe,False,2.833665841587899,3.167163353383765,-11.769119241278794
Belgium,de,phi-3-mini-128k-instruct,Catholic Europe,False,2.1778097751358367,1.2559010452484545,42.331921750598255
Belgium,de,qwen3-max,Catholic Europe,False,2.16497185530691,1.561007517744522,27.897098804398507
Belgium,fr,claude-3-7-sonnet-20250219,Catholic Europe,False,2.3410593459855,3.373810165233805,-44.11467915237985
Belgium,fr,claude-sonnet-4.5,Catholic Europe,False,2.7389861295509093,2.2894055713378076,16.4141232174409
Belgium,fr,deepseek-chat,Catholic Europe,False,0.8435554128646241,2.367927150817346,-180.70795524577554
Belgium,fr,deepseek-chat-v3.1,Catholic Europe,False,2.7857475725958234,3.3171260476779767,-19.074896817984218
Belgium,fr,doubao-1-5-pro-32k-250115,Catholic Europe,False,1.3952746378962884,2.817862269222033,-101.95753529001553
Belgium,fr,gemini-2.5-flash,Catholic Europe,False,1.3551662910534203,2.525950332277933,-86.39412365506963
Belgium,fr,gemini-2.5-pro,Catholic Europe,False,2.115971516490033,3.38986362197146,-60.203650926008464
Belgium,fr,gemini-3-pro-preview,Catholic Europe,False,3.665815931970699,4.1437892860841945,-13.038662141897086
Belgium,fr,gemma-3-4b-it,Catholic Europe,False,3.9047244710418125,2.240484457649811,42.62118942666315
Belgium,fr,gpt-4o,Catholic Europe,False,2.255118310168271,1.9518983954466134,13.445853964931542
Belgium,fr,gpt-4o-mini,Catholic Europe,False,2.7138751240765617,3.887352485751336,-43.23991738839009
Belgium,fr,gpt-5.1,Catholic Europe,False,3.1506104197513096,4.406966168968705,-39.87658205347283
Belgium,fr,grok-4.1-fast,Catholic Europe,False,3.230453665228902,3.203597963620092,0.8313291070499561
Belgium,fr,kimi-k2,Catholic Europe,False,2.87788237273976,4.543926164527841,-57.89130951179211
Belgium,fr,llama-3.2-3b-instruct,Catholic Europe,False,1.032006141738049,0.82531972081732,20.027634774793004
Belgium,fr,llama-3.3-70b-instruct,Catholic Europe,False,3.332310871159585,3.8093989671988826,-14.317034469034379
Belgium,fr,mistral-medium-3.1,Catholic Europe,False,2.663395086694007,2.3068606801234424,13.386463328394896
Belgium,fr,mistral-nemo,Catholic Europe,False,3.7314798609056448,3.167163353383765,15.123128853894391
Belgium,fr,phi-3-mini-128k-instruct,Catholic Europe,False,0.9962330537052759,1.2559010452484545,-26.064984551295396
Belgium,fr,qwen3-max,Catholic Europe,False,2.670275833999865,1.561007517744522,41.54133824421223
Bolivia,es,claude-3-7-sonnet-20250219,Latin America,False,1.5397062634648817,1.5397062634648817,0.0
Bolivia,es,claude-sonnet-4.5,Latin America,False,1.506529659853072,1.3108011327628053,12.992012856179386
Bolivia,es,deepseek-chat,Latin America,False,0.20296497573439803,0.4420540462443555,-117.79819136028267
Bolivia,es,deepseek-chat-v3.1,Latin America,False,0.45332379089111036,0.4558483578209844,-0.5569014864433677
Bolivia,es,doubao-1-5-pro-32k-250115,Latin America,False,0.6743636576521885,1.111686102750066,-64.84964605305464
Bolivia,es,gemini-2.5-flash,Latin America,False,0.8565036236986798,0.08540772255699076,90.02832910523243
Bolivia,es,gemini-2.5-pro,Latin America,False,1.176281501971049,0.5222437059723705,55.602149222166034
Bolivia,es,gemini-3-pro-preview,Latin America,False,0.8565036236986798,0.8565036236986798,0.0
Bolivia,es,gemma-3-4b-it,Latin America,False,2.428494026103639,2.5174651927687837,-3.663635393326175
Bolivia,es,gpt-4o,Latin America,False,1.218467388628882,0.5076239061190764,58.339147123970555
Bolivia,es,gpt-4o-mini,Latin America,False,3.112051904564388,2.8592934483245727,8.121922898172079
Bolivia,es,gpt-5.1,Latin America,False,0.16526033442813406,0.4019414531041476,-143.21713646231174
Bolivia,es,grok-4.1-fast,Latin America,False,1.8791416616113594,3.303809252895357,-75.81480525860665
Bolivia,es,kimi-k2,Latin America,False,2.004590814247899,0.5294696805711235,73.587144228745
Bolivia,es,llama-3.2-3b-instruct,Latin America,False,5.6818065661393495,3.0722829608014037,45.927709346695586
Bolivia,es,llama-3.3-70b-instruct,Latin America,False,1.4689177345209958,0.4610122153815783,68.61551844958075
Bolivia,es,mistral-medium-3.1,Latin America,False,0.6051998382176195,0.22918463442248868,62.13075087768317
Bolivia,es,mistral-nemo,Latin America,False,2.1344825690156135,2.400561247321068,-12.465722708064334
Bolivia,es,phi-3-mini-128k-instruct,Latin America,False,4.032143256041341,3.2588852671384894,19.177344151755584
Bolivia,es,qwen3-max,Latin America,False,0.7946438602939527,0.424909010022706,46.52837185886962
Brazil,pt,claude-3-7-sonnet-20250219,Latin America,False,0.8729485702338905,2.942982455031633,-237.13125324704012
Brazil,pt,claude-sonnet-4.5,Latin America,False,2.1939144974553626,2.462343178903988,-12.235147803616108
Brazil,pt,deepseek-chat,Latin America,False,2.721124943104143,1.6766150533029007,38.385223451360886
Brazil,pt,deepseek-chat-v3.1,Latin America,False,2.869547147050874,2.286283660309461,20.32597677793347
Brazil,pt,doubao-1-5-pro-32k-250115,Latin America,False,1.310468817339852,2.497591261472696,-90.58761478526506
Brazil,pt,gemini-2.5-flash,Latin America,False,1.8147640285499036,0.6862555843233661,62.18485855311325
Brazil,pt,gemini-2.5-pro,Latin America,False,1.901338827393144,0.8844341552039559,53.48361152354043
Brazil,pt,gemini-3-pro-preview,Latin America,False,0.5427112212573322,1.0167633560651654,-87.34887288852583
Brazil,pt,gemma-3-4b-it,Latin America,False,2.5880592100595794,2.832821344223412,-9.457362227744317
Brazil,pt,gpt-4o,Latin America,False,1.6280517891940791,0.6493743372777075,60.1134102988725
Brazil,pt,gpt-4o-mini,Latin America,False,3.4385745241585073,4.76111614708872,-38.46191535586588
Brazil,pt,gpt-5.1,Latin America,False,1.3548679953769713,1.6151612655802563,-19.211707051273457
Brazil,pt,grok-4.1-fast,Latin America,False,0.8794250912459634,0.28907535077396385,67.12905355424827
Brazil,pt,kimi-k2,Latin America,False,1.7001143193976214,1.3329754255503832,21.5949533309808
Brazil,pt,llama-3.2-3b-instruct,Latin America,False,2.477378908591994,2.9768877767715596,-20.162796512361485
Brazil,pt,llama-3.3-70b-instruct,Latin America,False,2.6139191535129043,1.0916381733431137,58.237492851451165
Brazil,pt,mistral-medium-3.1,Latin America,False,2.787537763001771,2.163072188387112,22.402048966045253
Brazil,pt,mistral-nemo,Latin America,False,2.9391276540371454,2.6775454731761896,8.899993863881688
Brazil,pt,phi-3-mini-128k-instruct,Latin America,False,2.7409660955613036,3.2651257457099527,-19.123171607174154
Brazil,pt,qwen3-max,Latin America,False,1.0185597792597036,0.8401396567746675,17.516902406524743
Belarus,ru,claude-3-7-sonnet-20250219,Orthodox Europe,False,0.32447070862205285,2.064273649448566,-536.197226620248
Belarus,ru,claude-sonnet-4.5,Orthodox Europe,False,1.1293012469312913,0.37921565996534085,66.4203275259101
Belarus,ru,deepseek-chat,Orthodox Europe,False,1.795330143409119,0.7892572297910948,56.03832349785043
Belarus,ru,deepseek-chat-v3.1,Orthodox Europe,False,2.139789934592561,1.5087017525268476,29.492997039724813
Belarus,ru,doubao-1-5-pro-32k-250115,Orthodox Europe,False,1.9267547404095797,2.544824078328826,-32.078257027558166
Belarus,ru,gemini-2.5-flash,Orthodox Europe,False,1.6838069873532238,0.4253939596362468,74.73618040361481
Belarus,ru,gemini-2.5-pro,Orthodox Europe,False,1.9787264830688398,2.0137653247872724,-1.7707774176090425
Belarus,ru,gemini-3-pro-preview,Orthodox Europe,False,0.35677974497633796,2.081004749351607,-483.2743530576888
Belarus,ru,gemma-3-4b-it,Orthodox Europe,False,1.9916255507973066,1.9169918188356334,3.747377710222443
Belarus,ru,gpt-4o,Orthodox Europe,False,0.5134177735428773,0.5343570810321835,-4.078415000091043
Belarus,ru,gpt-4o-mini,Orthodox Europe,False,0.11733523157107935,1.6601844196469762,-1314.9070125124945
Belarus,ru,gpt-5.1,Orthodox Europe,False,0.4363587809786026,0.4253939596362468,2.5127995173525433
Belarus,ru,grok-4.1-fast,Orthodox Europe,False,3.479151702283595,3.231185337157979,7.127207616812448
Belarus,ru,kimi-k2,Orthodox Europe,False,0.30391603117519445,0.80150096310449,-163.7244767922293
Belarus,ru,llama-3.2-3b-instruct,Orthodox Europe,False,3.380127666308438,2.025099355196008,40.088080832529805
Belarus,ru,llama-3.3-70b-instruct,Orthodox Europe,False,1.7294145682912723,0.8779252157960515,49.235699068762024
Belarus,ru,mistral-medium-3.1,Orthodox Europe,False,0.4026303737096452,1.6773695956996095,-316.60284599125544
Belarus,ru,mistral-nemo,Orthodox Europe,False,0.754688577579445,2.8914303793852563,-283.12894421419537
Belarus,ru,phi-3-mini-128k-instruct,Orthodox Europe,False,4.4308407961512275,2.199177556166931,50.3665859970142
Belarus,ru,qwen3-max,Orthodox Europe,False,1.7672464085623,0.8779252157960515,50.32242184550449
Chile,es,claude-3-7-sonnet-20250219,Latin America,False,1.0111308589872618,1.022431569693378,-1.1176308788987728
Chile,es,claude-sonnet-4.5,Latin America,False,2.630699521142553,3.201398176975066,-21.693798597897253
Chile,es,deepseek-chat,Latin America,False,1.7915473394375057,0.6208973784075855,65.34295439815007
Chile,es,deepseek-chat-v3.1,Latin America,False,0.9286135773327912,1.0223369382597869,-10.092826899666115
Chile,es,doubao-1-5-pro-32k-250115,Latin America,False,0.6208973784075855,0.8247111946648861,-32.82568478224558
Chile,es,gemini-2.5-flash,Latin America,False,1.5690915033238984,0.8785264479625013,44.01050250406255
Chile,es,gemini-2.5-pro,Latin America,False,1.3096910471448604,1.3096910471448604,0.0
Chile,es,gemini-3-pro-preview,Latin America,False,1.5811746988282644,2.1331940713418094,-34.91197860189775
Chile,es,gemma-3-4b-it,Latin America,False,1.645392561749128,2.6778138219854957,-62.746197122640226
Chile,es,gpt-4o,Latin America,False,1.0483124093926686,0.4806123250017095,54.15371212860598
Chile,es,gpt-4o-mini,Latin America,False,3.6540827099708553,3.278720787031439,10.272398101859336
Chile,es,gpt-5.1,Latin America,False,1.5690915033238984,2.824737593532881,-80.02376455095664
Chile,es,grok-4.1-fast,Latin America,False,2.0278774431838698,0.6230001068502422,69.27821703701676
Chile,es,kimi-k2,Latin America,False,2.9620759644057215,1.728800814786369,41.635500386864095
Chile,es,llama-3.2-3b-instruct,Latin America,False,3.6465462797170733,2.190984313078655,39.91617972146927
Chile,es,llama-3.3-70b-instruct,Latin America,False,1.519403336159822,0.2817433930015992,81.45697154294234
Chile,es,mistral-medium-3.1,Latin America,False,0.9801011460379924,2.1981253818851076,-124.2753608411657
Chile,es,mistral-nemo,Latin America,False,2.476615751052515,2.716729597975494,-9.695240241484171
Chile,es,phi-3-mini-128k-instruct,Latin America,False,3.4093290050346416,2.9956129520564088,12.134823373376053
Chile,es,qwen3-max,Latin America,False,1.212391596196012,0.9801011460379924,19.159688246508125
China,zh-cn,claude-3-7-sonnet-20250219,Confucian,False,0.9469651505959864,0.44164987583670606,53.361549201810945
China,zh-cn,claude-sonnet-4.5,Confucian,False,0.7284135421963945,0.545338472022341,25.133397386054217
China,zh-cn,deepseek-chat,Confucian,False,0.7983104905714651,0.6993228044319104,12.399647418975418
China,zh-cn,deepseek-chat-v3.1,Confucian,False,0.7151965701472366,0.8009720145592024,-11.993268423296179
China,zh-cn,doubao-1-5-pro-32k-250115,Confucian,False,0.9327647144762847,0.5932031678742261,36.403772712683576
China,zh-cn,gemini-2.5-flash,Confucian,False,0.6993228044319104,0.4560772446949543,34.78301553951966
China,zh-cn,gemini-2.5-pro,Confucian,False,1.1683867139150979,0.29474048916633744,74.77372126402364
China,zh-cn,gemini-3-pro-preview,Confucian,False,1.024237271398712,1.4300909902703463,-39.624970717712216
China,zh-cn,gemma-3-4b-it,Confucian,False,1.0297320926735967,1.5857965623836805,-54.00088757710929
China,zh-cn,gpt-4o,Confucian,False,0.34568194858007534,0.3033249488532936,12.25317084122198
China,zh-cn,gpt-4o-mini,Confucian,False,0.7269065768948265,0.7392176746880984,-1.6936286153665017
China,zh-cn,gpt-5.1,Confucian,False,1.2729608846798786,1.0326411819377719,18.878797112649835
China,zh-cn,grok-4.1-fast,Confucian,False,0.04405100310701989,0.48815507834800576,-1008.1588248105393
China,zh-cn,kimi-k2,Confucian,False,0.2626117998682292,0.9912192570376931,-277.4465799080839
China,zh-cn,llama-3.2-3b-instruct,Confucian,False,2.733316002422828,2.120664795516574,22.414210664379684
China,zh-cn,llama-3.3-70b-instruct,Confucian,False,0.818638882899898,0.7212789245594754,11.892906674007516
China,zh-cn,mistral-medium-3.1,Confucian,False,0.9850576750363084,1.2694869206501485,-28.87437485356949
China,zh-cn,mistral-nemo,Confucian,False,2.9185805660286253,1.7337156040760897,40.597301844053824
China,zh-cn,phi-3-mini-128k-instruct,Confucian,False,0.7773399619866218,2.7023522944354244,-247.64098420067234
China,zh-cn,qwen3-max,Confucian,False,0.5600889092905726,0.5250188745458421,6.261512085492188
"Taiwan, Province of China",zh-tw,claude-3-7-sonnet-20250219,Confucian,False,3.4705775170544206,0.28791895447662014,91.70400450467433
"Taiwan, Province of China",zh-tw,claude-sonnet-4.5,Confucian,False,2.6997228102925854,2.872438697845656,-6.397541514062049
"Taiwan, Province of China",zh-tw,deepseek-chat,Confucian,False,1.9219866641207572,1.6472072336783585,14.296635641231198
"Taiwan, Province of China",zh-tw,deepseek-chat-v3.1,Confucian,False,1.8431790350515975,1.6453608985251178,10.732442848176278
"Taiwan, Province of China",zh-tw,doubao-1-5-pro-32k-250115,Confucian,False,2.031391743481152,2.323640554182518,-14.386629838346465
"Taiwan, Province of China",zh-tw,gemini-2.5-flash,Confucian,False,2.555195200453503,1.76607353796016,30.88302851982845
"Taiwan, Province of China",zh-tw,gemini-2.5-pro,Confucian,False,3.153961913874401,2.552967449463113,19.055222631810796
"Taiwan, Province of China",zh-tw,gemini-3-pro-preview,Confucian,False,4.717499456938727,3.1575162841388544,33.06800958938901
"Taiwan, Province of China",zh-tw,gemma-3-4b-it,Confucian,False,0.43730226788794757,1.0467658861714273,-139.36895896447672
"Taiwan, Province of China",zh-tw,gpt-4o,Confucian,False,2.0621920398107902,1.88291900773878,8.693323832656185
"Taiwan, Province of China",zh-tw,gpt-4o-mini,Confucian,False,4.958434302127098,4.352265149668178,12.225011274201652
"Taiwan, Province of China",zh-tw,gpt-5.1,Confucian,False,2.911930428230363,3.154937985731078,-8.345239128820648
"Taiwan, Province of China",zh-tw,grok-4.1-fast,Confucian,False,3.8909933386416773,1.602391093393267,58.81794303064388
"Taiwan, Province of China",zh-tw,kimi-k2,Confucian,False,3.354863959199151,1.5453465607643169,53.937131890939305
"Taiwan, Province of China",zh-tw,llama-3.2-3b-instruct,Confucian,False,1.95819581392617,1.074604285739357,45.12273603604625
"Taiwan, Province of China",zh-tw,llama-3.3-70b-instruct,Confucian,False,3.012989137666998,1.6622093304305838,44.83188440175868
"Taiwan, Province of China",zh-tw,mistral-medium-3.1,Confucian,False,3.502347944450873,0.5017179580277291,85.67481112712825
"Taiwan, Province of China",zh-tw,mistral-nemo,Confucian,False,1.8245585959698203,2.699503001632494,-47.953757560612
"Taiwan, Province of China",zh-tw,phi-3-mini-128k-instruct,Confucian,False,3.1075774577402826,2.8625800105094155,7.883872584434963
"Taiwan, Province of China",zh-tw,qwen3-max,Confucian,False,1.2351562727039977,1.2262227420293212,0.7232712873747761
Colombia,es,claude-3-7-sonnet-20250219,Latin America,False,2.391253906305465,1.1046901669407836,53.80289127692208
Colombia,es,claude-sonnet-4.5,Latin America,False,2.1599275708363583,1.2861150271819908,40.45564098781393
Colombia,es,deepseek-chat,Latin America,False,2.4574167212587343,0.9258080568847306,62.32596413641579
Colombia,es,deepseek-chat-v3.1,Latin America,False,1.0863778270518811,1.1161402934438631,-2.739605471583382
Colombia,es,doubao-1-5-pro-32k-250115,Latin America,False,0.9954214194199849,0.8973597760941849,9.851269162254795
Colombia,es,gemini-2.5-flash,Latin America,False,2.1819015244277495,2.1834893985542374,-0.07277478422883081
Colombia,es,gemini-2.5-pro,Latin America,False,1.1975521093967956,1.9112122509326377,-59.59324324478133
Colombia,es,gemini-3-pro-preview,Latin America,False,1.0729622009111939,0.8643127464139064,19.446114161346564
Colombia,es,gemma-3-4b-it,Latin America,False,3.0218059081758613,3.185245667860545,-5.408678275546352
Colombia,es,gpt-4o,Latin America,False,1.2672837527063052,1.1434776031615665,9.769410306125097
Colombia,es,gpt-4o-mini,Latin America,False,5.140577403514653,3.847312250604349,25.157974511308566
Colombia,es,gpt-5.1,Latin America,False,1.0056078586320791,1.7193537919189972,-70.97656677602156
Colombia,es,grok-4.1-fast,Latin America,False,2.4294486681015037,1.2026751064266263,50.49596551605848
Colombia,es,kimi-k2,Latin America,False,1.5806448372630293,1.7388510912568627,-10.00896914121302
Colombia,es,llama-3.2-3b-instruct,Latin America,False,3.0379155657174124,3.6579135565293535,-20.408664342372095
Colombia,es,llama-3.3-70b-instruct,Latin America,False,2.500373963230721,1.1583788107430284,53.67177759096913
Colombia,es,mistral-medium-3.1,Latin America,False,1.0361068150121087,1.6761431675830036,-61.77320169092943
Colombia,es,mistral-nemo,Latin America,False,3.4497143415967457,3.8109368460725768,-10.471084521990724
Colombia,es,phi-3-mini-128k-instruct,Latin America,False,4.263275926925671,4.101151468450351,3.80281410948295
Colombia,es,qwen3-max,Latin America,False,2.265309815881277,2.378294536279188,-4.987605651368992
Ecuador,es,claude-3-7-sonnet-20250219,Latin America,False,2.313270620803506,2.313270620803506,0.0
