stage,model_name,entity_id,country,language,failure_type,count,total,rate
stage3,anthropic/claude-3.7-sonnet,,Tajikistan,ru,api_failure,10,10,1.0
stage3,anthropic/claude-3.7-sonnet,,Tunisia,ar,api_failure,10,10,1.0
stage3,anthropic/claude-3.7-sonnet,,Tunisia,en,api_failure,10,10,1.0
stage3,anthropic/claude-3.7-sonnet,,Ukraine,en,api_failure,10,10,1.0
stage3,anthropic/claude-3.7-sonnet,,Ukraine,ru,api_failure,10,10,1.0
stage3,anthropic/claude-3.7-sonnet,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,anthropic/claude-3.7-sonnet,,United States of America (the),en-native,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Algeria,ar,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Algeria,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Argentina,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Argentina,es,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Australia,en-native,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Belarus,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Belarus,ru,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Canada,en-native,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Chile,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Chile,es,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,China,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,China,zh-cn,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Colombia,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Colombia,es,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Ecuador,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Ecuador,es,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Egypt,ar,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Egypt,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Guatemala,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Guatemala,es,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Hong Kong,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Hong Kong,zh-cn,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Hong Kong,zh-hk,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Iraq,ar,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Iraq,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Japan,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Japan,ja,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Jordan,ar,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Jordan,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Kazakhstan,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Kazakhstan,ru,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Korea (the Republic of),en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Korea (the Republic of),ko,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Kyrgyzstan,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Kyrgyzstan,ru,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Lebanon,ar,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Lebanon,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Macao,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Macao,zh-cn,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Macao,zh-hk,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Mexico,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Mexico,es,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Morocco,ar,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Morocco,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,New Zealand,en-native,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Peru,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Peru,es,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Russian Federation (the),en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Russian Federation (the),ru,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Saudi Arabia,ar,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Saudi Arabia,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Singapore,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Singapore,zh-cn,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Spain,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Spain,es,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Taiwan (Province of China),en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Taiwan (Province of China),zh-cn,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Taiwan (Province of China),zh-tw,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Tajikistan,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Tajikistan,ru,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Tunisia,ar,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Tunisia,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Ukraine,en,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,Ukraine,ru,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,anthropic/claude-sonnet-4.5,,United States of America (the),en-native,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Algeria,ar,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Algeria,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Argentina,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Argentina,es,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Australia,en-native,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Belarus,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Belarus,ru,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Canada,en-native,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Chile,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Chile,es,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,China,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,China,zh-cn,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Colombia,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Colombia,es,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Ecuador,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Ecuador,es,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Egypt,ar,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Egypt,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Guatemala,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Guatemala,es,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Hong Kong,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Hong Kong,zh-cn,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Hong Kong,zh-hk,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Iraq,ar,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Iraq,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Japan,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Japan,ja,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Jordan,ar,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Jordan,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Kazakhstan,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Kazakhstan,ru,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Korea (the Republic of),en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Korea (the Republic of),ko,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Kyrgyzstan,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Kyrgyzstan,ru,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Lebanon,ar,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Lebanon,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Macao,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Macao,zh-cn,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Macao,zh-hk,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Mexico,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Mexico,es,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Morocco,ar,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Morocco,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,New Zealand,en-native,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Peru,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Peru,es,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Russian Federation,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Russian Federation,ru,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Russian Federation (the),en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Russian Federation (the),ru,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Saudi Arabia,ar,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Saudi Arabia,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Singapore,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Singapore,zh-cn,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Spain,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Spain,es,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Taiwan (Province of China),en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Taiwan (Province of China),zh-cn,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Taiwan (Province of China),zh-tw,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Tajikistan,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Tajikistan,ru,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Tunisia,ar,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Tunisia,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Ukraine,en,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,Ukraine,ru,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,United States of America,en-native,api_failure,10,10,1.0
stage3,deepseek/deepseek-chat-v3-0324,,United States of America (the),en-native,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Algeria,ar,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Algeria,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Argentina,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Argentina,es,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Australia,en-native,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Belarus,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Belarus,ru,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Canada,en-native,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Chile,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Chile,es,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,China,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,China,zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Colombia,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Colombia,es,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Ecuador,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Ecuador,es,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Egypt,ar,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Egypt,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Guatemala,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Guatemala,es,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Hong Kong,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Hong Kong,zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Hong Kong,zh-hk,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Iraq,ar,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Iraq,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Japan,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Japan,ja,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Jordan,ar,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Jordan,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Kazakhstan,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Kazakhstan,ru,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Korea (the Republic of),en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Korea (the Republic of),ko,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Kyrgyzstan,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Kyrgyzstan,ru,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Lebanon,ar,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Lebanon,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Macao,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Macao,zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Macao,zh-hk,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Mexico,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Mexico,es,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Morocco,ar,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Morocco,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,New Zealand,en-native,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Peru,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Peru,es,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Russian Federation,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Russian Federation,ru,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Russian Federation (the),en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Russian Federation (the),ru,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Saudi Arabia,ar,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Saudi Arabia,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Singapore,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Singapore,zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Spain,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Spain,es,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Taiwan (Province of China),en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Taiwan (Province of China),zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Taiwan (Province of China),zh-tw,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Tajikistan,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Tajikistan,ru,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Tunisia,ar,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Tunisia,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Ukraine,en,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,Ukraine,ru,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,United States of America,en-native,api_failure,10,10,1.0
stage3,google/gemini-2.0-flash-001,,United States of America (the),en-native,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Algeria,ar,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Algeria,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Argentina,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Argentina,es,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Australia,en-native,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Belarus,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Belarus,ru,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Canada,en-native,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Chile,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Chile,es,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,China,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,China,zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Colombia,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Colombia,es,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Ecuador,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Ecuador,es,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Egypt,ar,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Egypt,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Guatemala,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Guatemala,es,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Hong Kong,en,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Hong Kong,zh-cn,api_failure,10,10,1.0
stage3,google/gemini-2.5-flash,,Hong Kong,zh-hk,api_failure,10,10,1.0
