country,cultural_region,model_name,d_ar,d_fr,d_en,fr_advantage_pct,en_advantage_pct,has_fr,has_en
Jordan,African-Islamic,deepseek/deepseek-chat-v3-0324,0.1121158959627862,,0.5225499526107661,,-366.0801647468547,False,True
Jordan,African-Islamic,google/gemini-2.0-flash-001,0.2238715692478991,,0.1121158959627862,,49.91954702446508,False,True
Jordan,African-Islamic,google/gemini-2.5-flash,1.6595142643216958,,1.6595142643216958,,0.0,False,True
Jordan,African-Islamic,meta-llama/llama-3.3-70b-instruct,0.0626321633470722,,0.3971900450719977,,-534.163062308728,False,True
Jordan,African-Islamic,mistralai/mistral-nemo,3.289200872555593,,1.971138240927564,,40.072427397963715,False,True
Jordan,African-Islamic,openai/gpt-4o-mini,2.7864764182981014,,2.7864764182981014,,0.0,False,True
Jordan,African-Islamic,qwen/qwq-32b,1.05411084726848,,1.196208998135537,,-13.480380287829922,False,True
Jordan,African-Islamic,x-ai/grok-code-fast-1,0.2238715692478991,,0.3971900450719977,,-77.41870770208354,False,True
Lebanon,African-Islamic,anthropic/claude-3.7-sonnet,2.1670886054558753,,0.6310379758100033,,70.88084104077248,False,True
Lebanon,African-Islamic,anthropic/claude-sonnet-4.5,2.05806383562708,,2.045841058486564,,0.5938968912882204,False,True
Lebanon,African-Islamic,deepseek/deepseek-chat-v3-0324,1.0548549590940548,,1.950663630360143,,-84.92244962619687,False,True
Lebanon,African-Islamic,google/gemini-2.0-flash-001,1.7131546942842086,,0.4217819135541528,,75.3798115861112,False,True
Lebanon,African-Islamic,google/gemini-2.5-flash,1.006012534795119,,1.7093481311477166,,-69.91320406319156,False,True
Lebanon,African-Islamic,meta-llama/llama-3.3-70b-instruct,0.8412923349465384,,1.1921923615676084,,-41.70964265868042,False,True
Lebanon,African-Islamic,mistralai/mistral-nemo,1.9869475540614672,,5.149768139687213,,-159.17987262223946,False,True
Lebanon,African-Islamic,openai/gpt-4o-mini,3.0539585699967167,,2.510124713555577,,17.80750602788054,False,True
Lebanon,African-Islamic,qwen/qwq-32b,3.1223215894882355,,3.801616027415179,,-21.756068952470827,False,True
Lebanon,African-Islamic,x-ai/grok-code-fast-1,3.2254208742724018,,2.223513516178975,,31.062841010460048,False,True
Morocco,African-Islamic,anthropic/claude-3.7-sonnet,1.9387641248396636,,0.9953337763221394,,48.661430053825974,False,True
Morocco,African-Islamic,anthropic/claude-sonnet-4.5,1.9094639080446376,,2.092874507338445,,-9.605345171547487,False,True
Morocco,African-Islamic,deepseek/deepseek-chat-v3-0324,0.8568318442305014,,2.101585481646109,,-145.2739701257822,False,True
Morocco,African-Islamic,google/gemini-2.0-flash-001,1.1768949901291026,,0.64589064764165,,45.119092777275114,False,True
Morocco,African-Islamic,google/gemini-2.5-flash,1.9551054369064793,,1.9094639080446376,,2.3344791539252885,False,True
Morocco,African-Islamic,meta-llama/llama-3.3-70b-instruct,0.9563097192354072,,1.415875699104993,,-48.056186257002594,False,True
Morocco,African-Islamic,mistralai/mistral-nemo,2.293184630013585,,2.991465361862722,,-30.450262168598268,False,True
Morocco,African-Islamic,openai/gpt-4o-mini,2.336100948553771,,2.5460720211876353,,-8.98809928414492,False,True
Morocco,African-Islamic,qwen/qwq-32b,1.0731225181276662,,1.511966780065102,,-40.89414344814147,False,True
Morocco,African-Islamic,x-ai/grok-code-fast-1,1.228124271711722,,1.573550116522273,,-28.126294119169792,False,True
Tunisia,African-Islamic,anthropic/claude-3.7-sonnet,2.6206367825303976,,2.0690283545203014,,21.048640990129194,False,True
Tunisia,African-Islamic,anthropic/claude-sonnet-4.5,1.7672307791425854,,2.563519023311079,,-45.05853188879112,False,True
Tunisia,African-Islamic,deepseek/deepseek-chat-v3-0324,2.816955830661391,,2.8865010486158327,,-2.468807540305427,False,True
Tunisia,African-Islamic,google/gemini-2.0-flash-001,0.9426520049424612,,0.4493674046071365,,52.3294490171306,False,True
Tunisia,African-Islamic,google/gemini-2.5-flash,3.931446126368947,,2.69336911444456,,31.49164384119045,False,True
Tunisia,African-Islamic,meta-llama/llama-3.3-70b-instruct,1.3612421394640182,,0.9648470234254154,,29.120103216513797,False,True
Tunisia,African-Islamic,mistralai/mistral-nemo,2.7843907476393115,,2.9997846310996845,,-7.735763511029847,False,True
Tunisia,African-Islamic,openai/gpt-4o-mini,3.1024841231582996,,4.179659166668861,,-34.71976006162466,False,True
Tunisia,African-Islamic,qwen/qwq-32b,3.633899481708025,,4.593126105105143,,-26.3966196155282,False,True
Tunisia,African-Islamic,x-ai/grok-code-fast-1,1.900200298803243,,2.271484504284069,,-19.539214140459972,False,True
