country,cultural_region,native_lang,model_name,d_english,d_native,advantage_pct,both_present
Macao,Confucian,zh-hk,openai/gpt-4o-mini,2.5753952806905196,2.519681033798753,-2.211162688626902,True
Macao,Confucian,zh-hk,anthropic/claude-3.7-sonnet,1.2169604055530594,0.9194662940483076,-32.35508614404106,True
Macao,Confucian,zh-hk,google/gemini-2.5-flash,1.369293226205453,2.2372060698703207,38.79449708963002,True
Macao,Confucian,zh-hk,google/gemini-2.0-flash-001,1.2706201528815697,1.8143963807052983,29.970089976279056,True
Macao,Confucian,zh-cn,meta-llama/llama-3.3-70b-instruct,2.321365698192133,1.000904314712982,-131.9268349700146,True
Macao,Confucian,zh-cn,mistralai/mistral-nemo,3.460441699321878,4.342312470581993,20.30878195050572,True
Macao,Confucian,zh-cn,anthropic/claude-sonnet-4.5,0.7151213632550593,2.372330073529481,69.85573924832799,True
Macao,Confucian,zh-cn,qwen/qwq-32b,1.980795525483348,1.59827047179345,-23.93368709744474,True
Macao,Confucian,zh-cn,deepseek/deepseek-chat-v3-0324,0.7151213632550593,2.5042829468644743,71.4440668874722,True
Macao,Confucian,zh-cn,x-ai/grok-code-fast-1,1.8143963807052983,2.3298845502425336,22.125052053912913,True
Macao,Confucian,zh-cn,openai/gpt-4o-mini,2.5753952806905196,1.6241260209386648,-58.57114826607286,True
Macao,Confucian,zh-cn,anthropic/claude-3.7-sonnet,1.2169604055530594,0.6952278798259663,-75.04482211756184,True
Macao,Confucian,zh-cn,google/gemini-2.5-flash,1.369293226205453,2.375104084853914,42.34807497753623,True
Macao,Confucian,zh-cn,google/gemini-2.0-flash-001,1.2706201528815697,1.7993600555481652,29.384886089711365,True
Hong Kong,Confucian,zh-hk,meta-llama/llama-3.3-70b-instruct,0.6747907247551386,1.8180305191571977,62.88342150229921,True
Hong Kong,Confucian,zh-hk,mistralai/mistral-nemo,0.4593210522512173,4.682743469234015,90.19119763299031,True
Hong Kong,Confucian,zh-hk,anthropic/claude-sonnet-4.5,1.3545106300120324,1.9127688494004185,29.185869456384083,True
Hong Kong,Confucian,zh-hk,qwen/qwq-32b,0.6179255789394684,0.4567822306586162,-35.2779371580427,True
Hong Kong,Confucian,zh-hk,deepseek/deepseek-chat-v3-0324,0.3195078128386514,1.6804739045829344,80.98704109791292,True
Hong Kong,Confucian,zh-hk,x-ai/grok-code-fast-1,1.3258677437116857,2.9400134808068654,54.9026644820754,True
Hong Kong,Confucian,zh-hk,openai/gpt-4o-mini,0.6120097699865242,2.9385476170648097,79.17305248237444,True
Hong Kong,Confucian,zh-hk,anthropic/claude-3.7-sonnet,0.7124253183382727,2.506257059562334,71.57413220562925,True
Hong Kong,Confucian,zh-hk,google/gemini-2.5-flash,1.059200697213378,1.8975517564133897,44.18066892597439,True
Hong Kong,Confucian,zh-hk,google/gemini-2.0-flash-001,0.6278998330719305,0.8607895987399151,27.05536474986514,True
Hong Kong,Confucian,zh-cn,meta-llama/llama-3.3-70b-instruct,0.6747907247551386,0.3938396120034432,-71.33642838070821,True
Hong Kong,Confucian,zh-cn,mistralai/mistral-nemo,0.4593210522512173,4.747970585828807,90.32594992011647,True
Hong Kong,Confucian,zh-cn,anthropic/claude-sonnet-4.5,1.3545106300120324,3.108447228834177,56.42484718905646,True
Hong Kong,Confucian,zh-cn,qwen/qwq-32b,0.6179255789394684,0.2072172901383057,-198.201746836395,True
Hong Kong,Confucian,zh-cn,deepseek/deepseek-chat-v3-0324,0.3195078128386514,1.9911260831837911,83.95341131146444,True
Hong Kong,Confucian,zh-cn,x-ai/grok-code-fast-1,1.3258677437116857,3.4136634423817824,61.15997472830536,True
Hong Kong,Confucian,zh-cn,openai/gpt-4o-mini,0.6120097699865242,1.9219628862460387,68.15704536408109,True
Hong Kong,Confucian,zh-cn,anthropic/claude-3.7-sonnet,0.7124253183382727,0.903715129693492,21.16704756509919,True
Hong Kong,Confucian,zh-cn,google/gemini-2.5-flash,1.059200697213378,1.8510893238544104,42.77960098609023,True
Hong Kong,Confucian,zh-cn,google/gemini-2.0-flash-001,0.6278998330719305,1.922845482246488,67.34527870963682,True
Japan,Confucian,ja,meta-llama/llama-3.3-70b-instruct,1.8610070722885776,2.350545552985129,20.82658981336698,True
Japan,Confucian,ja,mistralai/mistral-nemo,3.678261967970208,2.2567195308299373,-62.99154226832434,True
Japan,Confucian,ja,anthropic/claude-sonnet-4.5,1.3752001598962325,0.4522084261633457,-204.10759294420706,True
Japan,Confucian,ja,qwen/qwq-32b,0.5556602322651785,0.7439131368964462,25.305764247778413,True
Japan,Confucian,ja,deepseek/deepseek-chat-v3-0324,1.9443566281662592,2.2076465704974946,11.92627234131516,True
Japan,Confucian,ja,x-ai/grok-code-fast-1,0.3156062766332936,1.5556790513310714,79.71263569029522,True
Japan,Confucian,ja,openai/gpt-4o-mini,1.9997760161607576,2.512678884902406,20.412591191952885,True
Japan,Confucian,ja,anthropic/claude-3.7-sonnet,1.3752001598962325,0.7898059060911612,-74.11874857992056,True
Japan,Confucian,ja,google/gemini-2.5-flash,1.5722325467953648,2.711048727243125,42.006481440332735,True
Japan,Confucian,ja,google/gemini-2.0-flash-001,1.372913957756462,1.634051641517436,15.980993325184794,True
"Korea, Republic of",Confucian,ko,meta-llama/llama-3.3-70b-instruct,1.6912733048875896,2.1988907997025966,23.085161613467253,True
"Korea, Republic of",Confucian,ko,mistralai/mistral-nemo,1.8309105190470825,1.748122131793752,-4.735846869485087,True
"Korea, Republic of",Confucian,ko,anthropic/claude-sonnet-4.5,2.1116407710771017,1.7766193759319506,-18.857240874647722,True
"Korea, Republic of",Confucian,ko,qwen/qwq-32b,1.214434780287652,1.5378100751279982,21.028298622209913,True
"Korea, Republic of",Confucian,ko,deepseek/deepseek-chat-v3-0324,2.769110782764303,1.9118156896187768,-44.84193208585259,True
"Korea, Republic of",Confucian,ko,x-ai/grok-code-fast-1,1.1698234465406734,1.5591699620897,24.97139664153094,True
"Korea, Republic of",Confucian,ko,openai/gpt-4o-mini,2.0130953119245616,2.6600229171500525,24.320377131134226,True
"Korea, Republic of",Confucian,ko,anthropic/claude-3.7-sonnet,0.8642963599547642,0.6636078157628149,-30.242040468022285,True
"Korea, Republic of",Confucian,ko,google/gemini-2.5-flash,2.5559817803383544,1.7642461080452578,-44.8767135538885,True
"Korea, Republic of",Confucian,ko,google/gemini-2.0-flash-001,1.540394907935335,2.8930448627067715,46.75523605623866,True
Spain,Catholic Europe,es,meta-llama/llama-3.3-70b-instruct,0.8915082634802984,0.4340830394930712,-105.37735464657072,True
Spain,Catholic Europe,es,mistralai/mistral-nemo,4.997832452805388,0.7506654165030451,-565.7869595335372,True
Spain,Catholic Europe,es,anthropic/claude-sonnet-4.5,2.31027568687442,1.4915485991101587,-54.89107684809631,True
Spain,Catholic Europe,es,qwen/qwq-32b,3.4598407634795185,2.355811061230411,-46.864102152253515,True
Spain,Catholic Europe,es,deepseek/deepseek-chat-v3-0324,1.3544982226169366,1.1225649722021835,-20.6610090425109,True
Spain,Catholic Europe,es,x-ai/grok-code-fast-1,6.044635450653455,3.350550436205181,-80.40723653453142,True
Spain,Catholic Europe,es,openai/gpt-4o-mini,2.312341948438601,4.3499343527588,46.84191160328488,True
Spain,Catholic Europe,es,anthropic/claude-3.7-sonnet,1.832171402419438,0.9788326646932234,-87.17922567425353,True
Spain,Catholic Europe,es,google/gemini-2.5-flash,2.47802193254939,3.9856963380250447,37.82712674550424,True
Spain,Catholic Europe,es,google/gemini-2.0-flash-001,1.6010920323533062,1.5565274710982315,-2.8630757941992173,True
Tunisia,African-Islamic,ar,meta-llama/llama-3.3-70b-instruct,0.9648470234254154,1.3612421394640182,29.120103216513797,True
Tunisia,African-Islamic,ar,mistralai/mistral-nemo,2.9997846310996845,2.7843907476393115,-7.735763511029847,True
Tunisia,African-Islamic,ar,anthropic/claude-sonnet-4.5,2.563519023311079,1.7672307791425854,-45.05853188879112,True
Tunisia,African-Islamic,ar,qwen/qwq-32b,4.593126105105143,3.633899481708025,-26.3966196155282,True
Tunisia,African-Islamic,ar,deepseek/deepseek-chat-v3-0324,2.8865010486158327,2.816955830661391,-2.468807540305427,True
Tunisia,African-Islamic,ar,x-ai/grok-code-fast-1,2.271484504284069,1.900200298803243,-19.539214140459972,True
Tunisia,African-Islamic,ar,openai/gpt-4o-mini,4.179659166668861,3.1024841231582996,-34.71976006162466,True
Tunisia,African-Islamic,ar,anthropic/claude-3.7-sonnet,2.0690283545203014,2.6206367825303976,21.048640990129194,True
Tunisia,African-Islamic,ar,google/gemini-2.5-flash,2.69336911444456,3.931446126368947,31.49164384119045,True
Tunisia,African-Islamic,ar,google/gemini-2.0-flash-001,0.4493674046071365,0.9426520049424612,52.3294490171306,True
Jordan,African-Islamic,ar,meta-llama/llama-3.3-70b-instruct,0.3971900450719977,0.0626321633470722,-534.163062308728,True
Jordan,African-Islamic,ar,mistralai/mistral-nemo,1.971138240927564,3.289200872555593,40.072427397963715,True
Jordan,African-Islamic,ar,anthropic/claude-sonnet-4.5,0.1121158959627862,1.8315922837351792,93.8787743889078,True
Jordan,African-Islamic,ar,qwen/qwq-32b,1.196208998135537,1.05411084726848,-13.480380287829922,True
Jordan,African-Islamic,ar,deepseek/deepseek-chat-v3-0324,0.5225499526107661,0.1121158959627862,-366.0801647468547,True
Jordan,African-Islamic,ar,x-ai/grok-code-fast-1,0.3971900450719977,0.2238715692478991,-77.41870770208354,True
Jordan,African-Islamic,ar,openai/gpt-4o-mini,2.7864764182981014,2.7864764182981014,0.0,True
Jordan,African-Islamic,ar,anthropic/claude-3.7-sonnet,0.0463542033410301,0.2753933968788418,83.16800480099258,True
Jordan,African-Islamic,ar,google/gemini-2.5-flash,1.6595142643216958,1.6595142643216958,0.0,True
Jordan,African-Islamic,ar,google/gemini-2.0-flash-001,0.1121158959627862,0.2238715692478991,49.91954702446508,True
Lebanon,African-Islamic,ar,meta-llama/llama-3.3-70b-instruct,1.1921923615676084,0.8412923349465384,-41.70964265868042,True
Lebanon,African-Islamic,ar,mistralai/mistral-nemo,5.149768139687213,1.9869475540614672,-159.17987262223946,True
Lebanon,African-Islamic,ar,anthropic/claude-sonnet-4.5,2.045841058486564,2.05806383562708,0.5938968912882204,True
Lebanon,African-Islamic,ar,qwen/qwq-32b,3.801616027415179,3.1223215894882355,-21.756068952470827,True
Lebanon,African-Islamic,ar,deepseek/deepseek-chat-v3-0324,1.950663630360143,1.0548549590940548,-84.92244962619687,True
Lebanon,African-Islamic,ar,x-ai/grok-code-fast-1,2.223513516178975,3.2254208742724018,31.062841010460048,True
Lebanon,African-Islamic,ar,openai/gpt-4o-mini,2.510124713555577,3.0539585699967167,17.80750602788054,True
Lebanon,African-Islamic,ar,anthropic/claude-3.7-sonnet,0.6310379758100033,2.1670886054558753,70.88084104077248,True
Lebanon,African-Islamic,ar,google/gemini-2.5-flash,1.7093481311477166,1.006012534795119,-69.91320406319156,True
Lebanon,African-Islamic,ar,google/gemini-2.0-flash-001,0.4217819135541528,1.7131546942842086,75.3798115861112,True
Morocco,African-Islamic,ar,meta-llama/llama-3.3-70b-instruct,1.415875699104993,0.9563097192354072,-48.056186257002594,True
Morocco,African-Islamic,ar,mistralai/mistral-nemo,2.991465361862722,2.293184630013585,-30.450262168598268,True
Morocco,African-Islamic,ar,anthropic/claude-sonnet-4.5,2.092874507338445,1.9094639080446376,-9.605345171547487,True
Morocco,African-Islamic,ar,qwen/qwq-32b,1.511966780065102,1.0731225181276662,-40.89414344814147,True
Morocco,African-Islamic,ar,deepseek/deepseek-chat-v3-0324,2.101585481646109,0.8568318442305014,-145.2739701257822,True
Morocco,African-Islamic,ar,x-ai/grok-code-fast-1,1.573550116522273,1.228124271711722,-28.126294119169792,True
Morocco,African-Islamic,ar,openai/gpt-4o-mini,2.5460720211876353,2.336100948553771,-8.98809928414492,True
Morocco,African-Islamic,ar,anthropic/claude-3.7-sonnet,0.9953337763221394,1.9387641248396636,48.661430053825974,True
Morocco,African-Islamic,ar,google/gemini-2.5-flash,1.9094639080446376,1.9551054369064793,2.3344791539252885,True
Morocco,African-Islamic,ar,google/gemini-2.0-flash-001,0.64589064764165,1.1768949901291026,45.119092777275114,True
Egypt,African-Islamic,ar,meta-llama/llama-3.3-70b-instruct,1.9319690556260567,1.5300690348768649,-26.26679003287819,True
Egypt,African-Islamic,ar,mistralai/mistral-nemo,3.164702153986824,2.559620411719269,-23.639510745311174,True
Egypt,African-Islamic,ar,anthropic/claude-sonnet-4.5,1.4070451013576095,2.3243142401081385,39.464076023896546,True
Egypt,African-Islamic,ar,qwen/qwq-32b,1.867713360646383,1.867713360646383,0.0,True
Egypt,African-Islamic,ar,deepseek/deepseek-chat-v3-0324,2.4441779378728654,1.5894554054410006,-53.77455256095837,True
Egypt,African-Islamic,ar,x-ai/grok-code-fast-1,1.7418642168987102,1.8046549636152347,3.4793768328288572,True
Egypt,African-Islamic,ar,openai/gpt-4o-mini,1.4771067172515489,2.6243025012190406,43.71431202899043,True
Egypt,African-Islamic,ar,anthropic/claude-3.7-sonnet,1.7384764837594666,1.5300690348768649,-13.620787306461224,True
Egypt,African-Islamic,ar,google/gemini-2.5-flash,2.331670544455643,2.331670544455643,0.0,True
Egypt,African-Islamic,ar,google/gemini-2.0-flash-001,1.7384764837594666,1.7384764837594666,0.0,True
Iraq,African-Islamic,ar,meta-llama/llama-3.3-70b-instruct,1.0624242865353914,1.3439016437626072,20.944788521810693,True
Iraq,African-Islamic,ar,mistralai/mistral-nemo,0.796129057360278,1.7564239716924177,54.6732981221407,True
Iraq,African-Islamic,ar,anthropic/claude-sonnet-4.5,2.467886690206925,0.9073483600480228,-171.98888529167655,True
Iraq,African-Islamic,ar,qwen/qwq-32b,4.0687785469482485,2.467886690206925,-64.86893677469014,True
Iraq,African-Islamic,ar,deepseek/deepseek-chat-v3-0324,0.9574677115305092,1.395347050384537,31.381392803557706,True
Iraq,African-Islamic,ar,x-ai/grok-code-fast-1,2.2577022140480443,2.4172588424709844,6.600725814693359,True
Iraq,African-Islamic,ar,openai/gpt-4o-mini,0.3209332621456239,2.3338042554447034,86.24849271754924,True
Iraq,African-Islamic,ar,anthropic/claude-3.7-sonnet,2.467886690206925,1.883211503504865,-31.04670854091081,True
Iraq,African-Islamic,ar,google/gemini-2.5-flash,2.611352425697916,1.3992168568280643,-86.62957160319567,True
Iraq,African-Islamic,ar,google/gemini-2.0-flash-001,1.1274830188259668,1.5796246509306802,28.623358836437596,True
Algeria,African-Islamic,ar,meta-llama/llama-3.3-70b-instruct,1.717230295441011,1.33261729887498,-28.861474099933144,True
Algeria,African-Islamic,ar,mistralai/mistral-nemo,2.0845332324881456,1.7784164058424283,-17.212888142510753,True
Algeria,African-Islamic,ar,anthropic/claude-sonnet-4.5,1.1189757763945485,1.8034584872897028,37.953893350981296,True
Algeria,African-Islamic,ar,qwen/qwq-32b,1.8034584872897028,1.381988704181229,-30.49733922088582,True
Algeria,African-Islamic,ar,deepseek/deepseek-chat-v3-0324,0.902424348752242,1.3762004460265171,34.426387423590924,True
Algeria,African-Islamic,ar,x-ai/grok-code-fast-1,1.2702914358654054,1.717230295441011,26.02672808429721,True
Algeria,African-Islamic,ar,openai/gpt-4o-mini,0.957512337920394,2.1290840885088667,55.02703049220564,True
Algeria,African-Islamic,ar,anthropic/claude-3.7-sonnet,1.345207282810306,1.5842448357557466,15.088422417448516,True
Algeria,African-Islamic,ar,google/gemini-2.5-flash,1.8034584872897028,2.237997794174865,19.416431419914513,True
Algeria,African-Islamic,ar,google/gemini-2.0-flash-001,1.2960388537818337,1.33261729887498,2.7448574413694415,True
Russian Federation,Orthodox Europe,ru,meta-llama/llama-3.3-70b-instruct,1.3030158018244562,0.2534899846601953,-414.03048667629065,True
Russian Federation,Orthodox Europe,ru,mistralai/mistral-nemo,1.0610164323781577,1.0377764716572109,-2.2393994617969355,True
Russian Federation,Orthodox Europe,ru,anthropic/claude-sonnet-4.5,0.0518943801102587,1.0923878805810503,95.24945479231648,True
Russian Federation,Orthodox Europe,ru,qwen/qwq-32b,1.833039552699677,1.528635068621688,-19.913482970952565,True
Russian Federation,Orthodox Europe,ru,deepseek/deepseek-chat-v3-0324,1.400505987402935,2.5527084459255285,45.136469084891615,True
Russian Federation,Orthodox Europe,ru,x-ai/grok-code-fast-1,0.3189866014902832,0.2741130941635178,-16.370435518121145,True
Russian Federation,Orthodox Europe,ru,openai/gpt-4o-mini,1.7913557990421392,1.6816039305958526,-6.526618215467514,True
Russian Federation,Orthodox Europe,ru,anthropic/claude-3.7-sonnet,0.1249778643481142,0.0595881438164465,-109.73612591976718,True
Russian Federation,Orthodox Europe,ru,google/gemini-2.5-flash,1.337616654815493,2.3996301535241806,44.25738262827617,True
Russian Federation,Orthodox Europe,ru,google/gemini-2.0-flash-001,0.0561715359092282,1.4438631019534431,96.10963561342953,True
Belarus,Orthodox Europe,ru,meta-llama/llama-3.3-70b-instruct,0.3602987843548719,0.7604024085397247,52.617353613228424,True
Belarus,Orthodox Europe,ru,mistralai/mistral-nemo,0.5998050192032672,1.3483868267295498,55.51684373407394,True
Belarus,Orthodox Europe,ru,anthropic/claude-sonnet-4.5,0.3784830149377243,0.8446700341981476,55.19161333845335,True
Belarus,Orthodox Europe,ru,qwen/qwq-32b,0.2739795082972977,1.8264973298980145,84.99973124446912,True
Belarus,Orthodox Europe,ru,deepseek/deepseek-chat-v3-0324,0.8116594970815276,2.290478907763331,64.5637646201196,True
Belarus,Orthodox Europe,ru,x-ai/grok-code-fast-1,0.5135853025270591,0.264145176879861,-94.432966217153,True
Belarus,Orthodox Europe,ru,openai/gpt-4o-mini,1.80469427815447,0.6894457980653645,-161.76013882723984,True
Belarus,Orthodox Europe,ru,anthropic/claude-3.7-sonnet,0.3121213049053548,0.2966802088904736,-5.204626244746118,True
Belarus,Orthodox Europe,ru,google/gemini-2.5-flash,0.4242440312923257,1.5592708428240842,72.7921526112838,True
Belarus,Orthodox Europe,ru,google/gemini-2.0-flash-001,0.4390124470540172,0.8819072640379025,50.220112141501836,True
Kyrgyzstan,African-Islamic,ru,meta-llama/llama-3.3-70b-instruct,1.521300680944689,1.532405772379684,0.7246834771282461,True
Kyrgyzstan,African-Islamic,ru,mistralai/mistral-nemo,4.31728240604393,2.379456109057357,-81.4398840815038,True
Kyrgyzstan,African-Islamic,ru,anthropic/claude-sonnet-4.5,1.617272925032204,1.852426265972507,12.694342833497323,True
Kyrgyzstan,African-Islamic,ru,qwen/qwq-32b,3.3396079730037025,3.3396079730037025,0.0,True
Kyrgyzstan,African-Islamic,ru,deepseek/deepseek-chat-v3-0324,2.4687440553627975,2.0699940045772944,-19.263343270742,True
Kyrgyzstan,African-Islamic,ru,x-ai/grok-code-fast-1,1.750839177741986,1.5191330636347322,-15.252522616607756,True
Kyrgyzstan,African-Islamic,ru,openai/gpt-4o-mini,2.6472800123697877,2.913869832138353,9.148995498296758,True
Kyrgyzstan,African-Islamic,ru,anthropic/claude-3.7-sonnet,1.5873466505486296,2.207316754384437,28.087047434598983,True
Kyrgyzstan,African-Islamic,ru,google/gemini-2.5-flash,1.4512620176842397,2.345546366320016,38.126909852515105,True
Kyrgyzstan,African-Islamic,ru,google/gemini-2.0-flash-001,1.6762038766842453,1.9873854386363927,15.657836467074993,True
Kazakhstan,African-Islamic,ru,meta-llama/llama-3.3-70b-instruct,0.65264015196025,0.6406243112490576,-1.875645444638925,True
Kazakhstan,African-Islamic,ru,mistralai/mistral-nemo,2.8972013517975084,0.9514175096742457,-204.51419301600583,True
Kazakhstan,African-Islamic,ru,anthropic/claude-sonnet-4.5,1.1514754845429849,2.18194309611671,47.227061668459136,True
Kazakhstan,African-Islamic,ru,qwen/qwq-32b,0.8989615943921503,1.739138283580299,48.309941602717664,True
Kazakhstan,African-Islamic,ru,deepseek/deepseek-chat-v3-0324,0.3784960963167361,2.0112232947410247,81.18080188776487,True
Kazakhstan,African-Islamic,ru,x-ai/grok-code-fast-1,0.8721932798805673,0.785802017706141,-10.994023968863518,True
Kazakhstan,African-Islamic,ru,openai/gpt-4o-mini,2.1026996275654986,2.5978834565677427,19.061048629812994,True
Kazakhstan,African-Islamic,ru,anthropic/claude-3.7-sonnet,0.683310069082361,0.7109419746468308,3.886661155180253,True
Kazakhstan,African-Islamic,ru,google/gemini-2.5-flash,1.8400480169205509,2.246741579304096,18.101483772313237,True
Kazakhstan,African-Islamic,ru,google/gemini-2.0-flash-001,0.8529024987726735,0.6646073779566501,-28.331783104024645,True
Tajikistan,African-Islamic,ru,meta-llama/llama-3.3-70b-instruct,1.380397870345286,2.0671817481021706,33.223197640333474,True
Tajikistan,African-Islamic,ru,mistralai/mistral-nemo,1.433133906092631,2.4976393614715033,42.620462817806924,True
Tajikistan,African-Islamic,ru,anthropic/claude-sonnet-4.5,1.2136368075563335,0.4001558359344291,-203.29104278144382,True
Tajikistan,African-Islamic,ru,qwen/qwq-32b,0.8244245540939049,1.7288924846960356,52.31487432610069,True
Tajikistan,African-Islamic,ru,deepseek/deepseek-chat-v3-0324,1.0142410484782398,0.8718412919841233,-16.333220025636237,True
Tajikistan,African-Islamic,ru,x-ai/grok-code-fast-1,1.904010282965631,2.170858740115284,12.292299458208051,True
Tajikistan,African-Islamic,ru,openai/gpt-4o-mini,0.843257113687353,2.1615541986891964,60.988389086023446,True
Tajikistan,African-Islamic,ru,anthropic/claude-3.7-sonnet,1.0924916261043336,3.580755170253635,69.4899099726232,True
Tajikistan,African-Islamic,ru,google/gemini-2.5-flash,0.6412488529895856,1.5249538978637858,57.94962366482871,True
Tajikistan,African-Islamic,ru,google/gemini-2.0-flash-001,2.066566037046496,1.3263799056590524,-55.8049868087876,True
Ukraine,Orthodox Europe,ru,meta-llama/llama-3.3-70b-instruct,0.3370367991360384,1.034052466351579,67.40621872648333,True
Ukraine,Orthodox Europe,ru,mistralai/mistral-nemo,5.259760807235297,2.182921022812862,-140.95057733502836,True
Ukraine,Orthodox Europe,ru,anthropic/claude-sonnet-4.5,2.570643360058885,2.209306487184732,-16.35521712221088,True
Ukraine,Orthodox Europe,ru,qwen/qwq-32b,2.5896848935872145,1.4443281917299735,-79.30030781199159,True
Ukraine,Orthodox Europe,ru,deepseek/deepseek-chat-v3-0324,2.781464753300382,3.1987416725433975,13.045033389996405,True
Ukraine,Orthodox Europe,ru,x-ai/grok-code-fast-1,4.535923775998387,4.01402937099072,-13.00175850180329,True
Ukraine,Orthodox Europe,ru,openai/gpt-4o-mini,2.5559266683379804,2.8780796432406155,11.193330791218212,True
Ukraine,Orthodox Europe,ru,anthropic/claude-3.7-sonnet,2.4375811558874068,3.024056885862947,19.393673866296435,True
Ukraine,Orthodox Europe,ru,google/gemini-2.5-flash,4.16340229467872,4.38585960037829,5.072148357881373,True
Ukraine,Orthodox Europe,ru,google/gemini-2.0-flash-001,0.6934337865088037,2.8454738859783464,75.630288159528,True
Argentina,Latin America,es,meta-llama/llama-3.3-70b-instruct,2.5499988319241926,2.38324297217698,-6.997014643240053,True
Argentina,Latin America,es,mistralai/mistral-nemo,4.932258117658449,1.3654364972600972,-261.2220800861544,True
Argentina,Latin America,es,anthropic/claude-sonnet-4.5,2.1081097855041246,2.5023497196638673,15.754789630791482,True
Argentina,Latin America,es,qwen/qwq-32b,4.748190078824349,4.562190133455765,-4.07698802390099,True
Argentina,Latin America,es,deepseek/deepseek-chat-v3-0324,2.2236686232257017,2.2236686232257017,0.0,True
Argentina,Latin America,es,x-ai/grok-code-fast-1,4.537799356253203,4.04950088966857,-12.058238283893727,True
Argentina,Latin America,es,openai/gpt-4o-mini,4.018623282849054,5.295187743521749,24.10801132092951,True
Argentina,Latin America,es,anthropic/claude-3.7-sonnet,2.8119026063953156,1.7970738784363398,-56.47117462093395,True
Argentina,Latin America,es,google/gemini-2.5-flash,3.160166437019718,3.174377874552796,0.4476920547803491,True
Argentina,Latin America,es,google/gemini-2.0-flash-001,1.7747572912266487,0.5953165097025983,-198.1199517065741,True
Chile,Latin America,es,meta-llama/llama-3.3-70b-instruct,1.1807644574544407,0.8938096948330164,-32.10468226964508,True
Chile,Latin America,es,mistralai/mistral-nemo,5.697406322039905,2.003229667067465,-184.4110396178566,True
Chile,Latin America,es,anthropic/claude-sonnet-4.5,2.7333798119621964,2.368550190651866,-15.403077492308626,True
Chile,Latin America,es,qwen/qwq-32b,3.6138491680223304,2.7356792332354196,-32.10061779605356,True
Chile,Latin America,es,deepseek/deepseek-chat-v3-0324,2.4832210089170608,2.4955920891151173,0.4957172388875085,True
