country,matched_stage0_country,language,model,stage3_pc1,stage3_pc2,stage0_pc1,stage0_pc2,cultural_distance,is_english_native_country,native_language,is_using_native_language,is_english
Algeria,Algeria,en,gemma-3-4b-it,-0.9000075096231276,1.494457822917334,-1.1706383546,-0.8798837916,2.389715287786743,False,ar,False,True
Algeria,Algeria,ar,gpt-4o,-0.8524603268053051,-1.4074782648896742,-1.1706383546,-0.8798837916,0.6161113418994415,False,ar,True,False
Algeria,Algeria,en,gpt-4o,-1.5304328340168638,-1.813386397214377,-1.1706383546,-0.8798837916,1.0004394944761446,False,ar,False,True
Algeria,Algeria,ar,gpt-4o-mini,-0.3928434498358789,-0.4646714148666427,-1.1706383546,-0.8798837916,0.8816837481033615,False,ar,True,False
Algeria,Algeria,en,gpt-4o-mini,-2.407260019529184,-0.8650435007644346,-1.1706383546,-0.8798837916,1.2367107084538045,False,ar,False,True
Algeria,Algeria,ar,gpt-5.1,-1.7412324588136023,-1.9797354054101477,-1.1706383546,-0.8798837916,1.2390525429392045,False,ar,True,False
Algeria,Algeria,en,gpt-5.1,-1.980094132587264,-2.081607855424925,-1.1706383546,-0.8798837916,1.4489166235822057,False,ar,False,True
Algeria,Algeria,ar,grok-4.1-fast,-3.3706722230073534,-1.1135931166660251,-1.1706383546,-0.8798837916,2.212412500136953,False,ar,True,False
Algeria,Algeria,en,grok-4.1-fast,-4.227267127149403,-1.3065440781646178,-1.1706383546,-0.8798837916,3.0862628619915498,False,ar,False,True
Algeria,Algeria,ar,kimi-k2,-1.391078248610226,-1.6360974448248975,-1.1706383546,-0.8798837916,0.7876882861862206,False,ar,True,False
Algeria,Algeria,en,kimi-k2,-0.7627945531093346,-1.5808331574404595,-1.1706383546,-0.8798837916,0.8109664480645915,False,ar,False,True
Algeria,Algeria,ar,llama-3.2-3b-instruct,1.9058482925644584,3.4163608300864285,-1.1706383546,-0.8798837916,5.28417334495669,False,ar,True,False
Algeria,Algeria,en,llama-3.2-3b-instruct,1.3212342590871011,1.6342078134438631,-1.1706383546,-0.8798837916,3.539786112379647,False,ar,False,True
Algeria,Algeria,ar,llama-3.3-70b-instruct,-1.980094132587264,-2.081607855424925,-1.1706383546,-0.8798837916,1.4489166235822057,False,ar,True,False
Algeria,Algeria,en,llama-3.3-70b-instruct,-2.407260019529184,-0.8650435007644346,-1.1706383546,-0.8798837916,1.2367107084538045,False,ar,False,True
Algeria,Algeria,ar,mistral-medium-3.1,-1.769294507790525,-1.915258847229155,-1.1706383546,-0.8798837916,1.195989421178947,False,ar,True,False
Algeria,Algeria,en,mistral-medium-3.1,-1.858251131025047,-1.8756565689538307,-1.1706383546,-0.8798837916,1.2101135295590755,False,ar,False,True
Algeria,Algeria,ar,mistral-nemo,2.3998213338360066,0.914227703262374,-1.1706383546,-0.8798837916,3.995875178574006,False,ar,True,False
Algeria,Algeria,en,mistral-nemo,-0.6770646167274611,1.0662161232270362,-1.1706383546,-0.8798837916,2.0077150976189992,False,ar,False,True
Algeria,Algeria,ar,phi-3-mini-128k-instruct,-2.321184718958235,3.7132413289743367,-1.1706383546,-0.8798837916,4.735034879469101,False,ar,True,False
Algeria,Algeria,en,phi-3-mini-128k-instruct,1.828446808244124,0.3575129171711604,-1.1706383546,-0.8798837916,3.2443277314213286,False,ar,False,True
Algeria,Algeria,ar,qwen3-1.7b,0.127068443847168,3.3821253548652987,-1.1706383546,-0.8798837916,4.455195270612711,False,ar,True,False
Algeria,Algeria,en,qwen3-1.7b,-0.3000974430947528,4.59868970952579,-1.1706383546,-0.8798837916,5.547306471238279,False,ar,False,True
Algeria,Algeria,ar,qwen3-max,-1.858251131025047,-1.8756565689538307,-1.1706383546,-0.8798837916,1.2101135295590755,False,ar,True,False
Algeria,Algeria,en,qwen3-max,-1.8407395471806252,-1.9043189030354457,-1.1706383546,-0.8798837916,1.224133532683314,False,ar,False,True
Argentina,Argentina,en,claude-3-7-sonnet-20250219,0.9970053084995008,1.5289715275872715,0.7567549099,-0.1870992258,1.7328067072407056,False,es,False,True
Argentina,Argentina,es,claude-3-7-sonnet-20250219,0.8991850985185967,0.5760161776629805,0.7567549099,-0.1870992258,0.7762934223812519,False,es,True,False
Argentina,Argentina,en,claude-sonnet-4.5,3.079101619173876,1.7784845440092654,0.7567549099,-0.1870992258,3.0425012398046447,False,es,False,True
Argentina,Argentina,es,claude-sonnet-4.5,1.242828100985082,1.6379958676198112,0.7567549099,-0.1870992258,1.8887136487876355,False,es,True,False
Argentina,Argentina,en,deepseek-chat,0.4795157490835217,0.3075447898726887,0.7567549099,-0.1870992258,0.5670399055895698,False,es,False,True
Argentina,Argentina,es,deepseek-chat,1.003757299840636,1.2490714393200884,0.7567549099,-0.1870992258,1.457256449629873,False,es,True,False
Argentina,Argentina,en,deepseek-chat-v3.1,0.9531998392352335,-0.1712378153699591,0.7567549099,-0.1870992258,0.19708423225198685,False,es,False,True
Argentina,Argentina,es,deepseek-chat-v3.1,1.1665113414747492,2.9094285744222503,0.7567549099,-0.1870992258,3.1235212102315106,False,es,True,False
Argentina,Argentina,en,doubao-1-5-pro-32k-250115,1.1159538808693468,1.489119319732203,0.7567549099,-0.1870992258,1.7142731734270158,False,es,False,True
Argentina,Argentina,es,doubao-1-5-pro-32k-250115,1.1639994640319715,-0.0048888071741889,0.7567549099,-0.1870992258,0.4461488132069182,False,es,True,False
Argentina,Argentina,en,gemini-2.5-flash,2.5380839275900016,1.409488892038986,0.7567549099,-0.1870992258,2.392117615688882,False,es,False,True
Argentina,Argentina,es,gemini-2.5-flash,1.5934284812321016,1.4046265089848944,0.7567549099,-0.1870992258,1.798225091511662,False,es,True,False
Argentina,Argentina,en,gemini-2.5-pro,2.974722810686618,3.114393808992696,0.7567549099,-0.1870992258,3.9773405521409004,False,es,False,True
Argentina,Argentina,es,gemini-2.5-pro,1.944849395602409,4.390232284237469,0.7567549099,-0.1870992258,4.7290096489369065,False,es,True,False
Argentina,Argentina,en,gemini-3-pro-preview,1.926813415588729,-0.082365690327683,0.7567549099,-0.1870992258,1.1747365748060596,False,es,False,True
Argentina,Argentina,es,gemini-3-pro-preview,2.287518090924608,0.2254580461581898,0.7567549099,-0.1870992258,1.585383051198088,False,es,True,False
Argentina,Argentina,en,gemma-3-4b-it,-0.424180167832708,2.439522596960938,0.7567549099,-0.1870992258,2.879887125847739,False,es,False,True
Argentina,Argentina,es,gemma-3-4b-it,0.327187237572875,2.2493736377376448,0.7567549099,-0.1870992258,2.474051009955913,False,es,True,False
Argentina,Argentina,en,gpt-4o,1.641722811579295,0.1988560928553674,0.7567549099,-0.1870992258,0.965468640091961,False,es,False,True
Argentina,Argentina,es,gpt-4o,2.194235538684117,1.3629581624067195,0.7567549099,-0.1870992258,2.1140076785252737,False,es,True,False
Argentina,Argentina,en,gpt-4o-mini,4.135885075473888,2.990611108497892,0.7567549099,-0.1870992258,4.638573449304757,False,es,False,True
Argentina,Argentina,es,gpt-4o-mini,3.050830442826168,1.5559091239053122,0.7567549099,-0.1870992258,2.8811214236669924,False,es,True,False
Argentina,Argentina,en,gpt-5.1,2.763923185889881,2.948044800796926,0.7567549099,-0.1870992258,3.722613672629296,False,es,False,True
Argentina,Argentina,es,gpt-5.1,1.8498017388501853,1.4778366249180577,0.7567549099,-0.1870992258,1.9916733560713005,False,es,True,False
Argentina,Argentina,en,grok-4.1-fast,1.2127402717105222,2.526334341224421,0.7567549099,-0.1870992258,2.7514803965938675,False,es,False,True
Argentina,Argentina,es,grok-4.1-fast,-0.0654538820250044,2.000685363334289,0.7567549099,-0.1870992258,2.3371839264320355,False,es,True,False
Argentina,Argentina,en,kimi-k2,2.8303843974959237,1.423656709650562,0.7567549099,-0.1870992258,2.6257330282068945,False,es,False,True
Argentina,Argentina,es,kimi-k2,3.020296443507964,3.021254916730089,0.7567549099,-0.1870992258,3.9264687160676925,False,es,True,False
Argentina,Argentina,en,llama-3.2-3b-instruct,2.333014179506379,2.199796475425937,0.7567549099,-0.1870992258,2.8603958421083773,False,es,False,True
Argentina,Argentina,es,llama-3.2-3b-instruct,1.8552908319590555,1.9960515753963808,0.7567549099,-0.1870992258,2.4439575677205485,False,es,True,False
Argentina,Argentina,en,llama-3.3-70b-instruct,0.9291770476539212,0.5757662480832368,0.7567549099,-0.1870992258,0.7821081286054554,False,es,False,True
Argentina,Argentina,es,llama-3.3-70b-instruct,0.8257902003245724,1.1720732692109772,0.7567549099,-0.1870992258,1.3609245910477075,False,es,True,False
Argentina,Argentina,en,mistral-medium-3.1,3.384377113784118,1.92649178841382,0.7567549099,-0.1870992258,3.3721900037972703,False,es,False,True
Argentina,Argentina,es,mistral-medium-3.1,2.0116596994656257,2.989707459851044,0.7567549099,-0.1870992258,3.415682471903956,False,es,True,False
Argentina,Argentina,en,mistral-nemo,0.941195380743814,3.619175747263663,0.7567549099,-0.1870992258,3.810741064131211,False,es,False,True
Argentina,Argentina,es,mistral-nemo,3.1294995813459923,1.9953757746740697,0.7567549099,-0.1870992258,3.2238353561510613,False,es,True,False
Argentina,Argentina,en,phi-3-mini-128k-instruct,3.4443544267059067,1.1995731836365915,0.7567549099,-0.1870992258,3.0242439606996037,False,es,False,True
Argentina,Argentina,es,phi-3-mini-128k-instruct,3.946309693205327,0.9433659984978964,0.7567549099,-0.1870992258,3.3839638501397715,False,es,True,False
Argentina,Argentina,en,qwen3-1.7b,-0.3000974430947528,4.59868970952579,0.7567549099,-0.1870992258,4.901093003557197,False,es,False,True
Argentina,Argentina,es,qwen3-1.7b,1.3068469094705188,2.2477616079106286,0.7567549099,-0.1870992258,2.4962268501739797,False,es,True,False
Argentina,Argentina,en,qwen3-max,0.4844995768675788,1.820992936825343,0.7567549099,-0.1870992258,2.0264641866961086,False,es,False,True
Argentina,Argentina,es,qwen3-max,1.5210873608233295,1.2670801530094282,0.7567549099,-0.1870992258,1.6428151938940174,False,es,True,False
Australia,Australia,en-native,claude-3-7-sonnet-20250219,5.242231020433619,3.4541302327872603,3.3721445203,0.7189674986,3.313357617352636,True,en,True,True
Australia,Australia,en-native,claude-sonnet-4.5,5.522627069633015,2.780336285267228,3.3721445203,0.7189674986,2.978895176005987,True,en,True,True
Australia,Australia,en-native,deepseek-chat,5.972448414806629,1.2357183894190735,3.3721445203,0.7189674986,2.6511529240971083,True,en,True,True
Australia,Australia,en-native,deepseek-chat-v3.1,5.115853510664578,1.0427674279204804,3.3721445203,0.7189674986,1.7735183780570765,True,en,True,True
Australia,Australia,en-native,doubao-1-5-pro-32k-250115,3.206593641855808,1.9231543035548984,3.3721445203,0.7189674986,1.215513453064642,True,en,True,True
Australia,Australia,en-native,gemini-2.5-flash,5.072918380293153,4.08263771259282,3.3721445203,0.7189674986,3.769205358074632,True,en,True,True
Australia,Australia,en-native,gemini-2.5-pro,5.090429964137575,4.053975378511205,3.3721445203,0.7189674986,3.7516372993099854,True,en,True,True
Australia,Australia,en-native,gemini-3-pro-preview,5.831246904410657,3.899640643387288,3.3721445203,0.7189674986,4.020431094983444,True,en,True,True
Australia,Australia,en-native,gemma-3-4b-it,1.0507333776057797,2.562142877799741,3.3721445203,0.7189674986,2.964160112394908,True,en,True,True
Australia,Australia,en-native,gpt-4o,5.2979326395363735,1.6785043874553276,3.3721445203,0.7189674986,2.151597295328782,True,en,True,True
Australia,Australia,en-native,gpt-4o-mini,5.737465951825364,3.629212798735201,3.3721445203,0.7189674986,3.7502364167332467,True,en,True,True
Australia,Australia,en-native,gpt-5.1,5.072918380293153,4.08263771259282,3.3721445203,0.7189674986,3.769205358074632,True,en,True,True
Australia,Australia,en-native,grok-4.1-fast,4.309606028391595,2.7521866348456974,3.3721445203,0.7189674986,2.2389314717402735,True,en,True,True
Australia,Australia,en-native,kimi-k2,6.04761316655584,2.516727280531028,3.3721445203,0.7189674986,3.223363570965391,True,en,True,True
Australia,Australia,en-native,llama-3.2-3b-instruct,4.133086526420752,1.8567190701468617,3.3721445203,0.7189674986,1.3687627169222676,True,en,True,True
Australia,Australia,en-native,llama-3.3-70b-instruct,5.518836559421972,2.386046490771888,3.3721445203,0.7189674986,2.7179843776170767,True,en,True,True
Australia,Australia,en-native,mistral-medium-3.1,4.729725288801697,3.746151642025332,3.3721445203,0.7189674986,3.3176602269086293,True,en,True,True
Australia,Australia,en-native,mistral-nemo,4.421105454024056,2.626847283905271,3.3721445203,0.7189674986,2.177228585990853,True,en,True,True
Australia,Australia,en-native,phi-3-mini-128k-instruct,4.1448784367610045,3.900626695287937,3.3721445203,0.7189674986,3.2741522489826416,True,en,True,True
Australia,Australia,en-native,qwen3-1.7b,0.8796810225285981,3.46432596257112,3.3721445203,0.7189674986,3.708013940564506,True,en,True,True
Australia,Australia,en-native,qwen3-max,3.719239929771916,2.8854011736241927,3.3721445203,0.7189674986,2.194062463002206,True,en,True,True
Austria,Austria,de,claude-3-7-sonnet-20250219,3.2906257084195,2.3893485405551305,2.1712347371,1.1034899963,1.7048367495175416,False,de,True,False
Austria,Austria,en,claude-3-7-sonnet-20250219,4.304086781812611,2.730926120361588,2.1712347371,1.1034899963,2.6828354743694907,False,de,False,True
Austria,Austria,de,claude-sonnet-4.5,3.415913277469174,2.7507703025387635,2.1712347371,1.1034899963,2.0646445399093794,False,de,True,False
Austria,Austria,en,claude-sonnet-4.5,3.894291922430925,2.6645598616330983,2.1712347371,1.1034899963,2.3250516528394867,False,de,False,True
Austria,Austria,de,deepseek-chat,0.7872315392621678,1.4285667781511064,2.1712347371,1.1034899963,1.4216679519930162,False,de,True,False
Austria,Austria,en,deepseek-chat,0.7632087476808554,2.175570841604303,2.1712347371,1.1034899963,1.7697159449324484,False,de,False,True
Austria,Austria,de,deepseek-chat-v3.1,1.7194405147306622,2.210563259318622,2.1712347371,1.1034899963,1.1957128539315005,False,de,True,False
Austria,Austria,en,deepseek-chat-v3.1,2.529230544052563,3.4461578146447813,2.1712347371,1.1034899963,2.3698636047046917,False,de,False,True
Austria,Austria,de,doubao-1-5-pro-32k-250115,1.4405718454841,0.65256733051442,2.1712347371,1.1034899963,0.8586032329916315,False,de,True,False
Austria,Austria,en,doubao-1-5-pro-32k-250115,1.866210352473188,1.6677928521781649,2.1712347371,1.1034899963,0.6414651887430979,False,de,False,True
Austria,Austria,de,gemini-2.5-flash,4.6159208749292056,0.5900687498584211,2.1712347371,1.1034899963,2.4980175517381586,False,de,True,False
Austria,Austria,en,gemini-2.5-flash,1.958957485918752,2.02248036839818,2.1712347371,1.1034899963,0.9431887061337288,False,de,False,True
Austria,Austria,de,gemini-2.5-pro,2.408618784489151,2.290701826608727,2.1712347371,1.1034899963,1.210711822020357,False,de,True,False
Austria,Austria,en,gemini-2.5-pro,1.5039782971844755,3.591758992016526,2.1712347371,1.1034899963,2.576182010583272,False,de,False,True
Austria,Austria,de,gemini-3-pro-preview,3.4479380477142034,1.960967839642829,2.1712347371,1.1034899963,1.537933547054988,False,de,True,False
Austria,Austria,en,gemini-3-pro-preview,3.521735466113796,3.660927253020316,2.1712347371,1.1034899963,2.892116446674983,False,de,False,True
Austria,Austria,de,gemma-3-4b-it,0.2350115164677035,1.9936794789792736,2.1712347371,1.1034899963,2.1310555307613397,False,de,True,False
Austria,Austria,en,gemma-3-4b-it,0.5554984462140345,2.3870603118517995,2.1712347371,1.1034899963,2.063530110430105,False,de,False,True
Austria,Austria,de,gpt-4o,1.885408814703728,0.6107586657975568,2.1712347371,1.1034899963,0.5696320057479105,False,de,True,False
Austria,Austria,en,gpt-4o,3.250859496550844,1.371666702870104,2.1712347371,1.1034899963,1.1124335338194733,False,de,False,True
Austria,Austria,de,gpt-4o-mini,4.3105979895495015,2.012584390990007,2.1712347371,1.1034899963,2.3245059140359485,False,de,True,False
Austria,Austria,en,gpt-4o-mini,3.11360854296913,2.6170393972749566,2.1712347371,1.1034899963,1.7829470488996355,False,de,False,True
Austria,Austria,de,gpt-5.1,2.9977831883306982,3.8402765861885872,2.1712347371,1.1034899963,2.8588779583651114,False,de,True,False
Austria,Austria,en,gpt-5.1,3.35776339921769,3.703585334324365,2.1712347371,1.1034899963,2.8580318460162113,False,de,False,True
Austria,Austria,de,grok-4.1-fast,1.6844173470418191,2.267887927481853,2.1712347371,1.1034899963,1.262067238067623,False,de,True,False
Austria,Austria,en,grok-4.1-fast,1.0823790475909998,3.2590609756249864,2.1712347371,1.1034899963,2.414972662264358,False,de,False,True
Austria,Austria,de,kimi-k2,2.618473838897443,1.6261301931240475,2.1712347371,1.1034899963,0.6878775977692999,False,de,True,False
Austria,Austria,en,kimi-k2,4.308126039208221,3.4134536256337924,2.1712347371,1.1034899963,3.146781912664225,False,de,False,True
Austria,Austria,de,llama-3.2-3b-instruct,3.7355100684085887,0.7770169903021263,2.1712347371,1.1034899963,1.597980580540916,False,de,True,False
Austria,Austria,en,llama-3.2-3b-instruct,2.3570369710876915,1.452792411972741,2.1712347371,1.1034899963,0.39564459777637456,False,de,False,True
Austria,Austria,de,llama-3.3-70b-instruct,3.583502122909799,1.743966997536969,2.1712347371,1.1034899963,1.5507127258572249,False,de,True,False
Austria,Austria,en,llama-3.3-70b-instruct,3.874657764612481,1.321410804202504,2.1712347371,1.1034899963,1.7173058810755488,False,de,False,True
Austria,Austria,de,mistral-medium-3.1,2.180307575847992,2.153015152494573,2.1712347371,1.1034899963,1.0495643714838025,False,de,True,False
Austria,Austria,en,mistral-medium-3.1,2.197819159692413,2.124352818412957,2.1712347371,1.1034899963,1.0212089076663025,False,de,False,True
Austria,Austria,de,mistral-nemo,3.7753835612726583,4.123054792812458,2.1712347371,1.1034899963,3.419219941804248,False,de,True,False
Austria,Austria,en,mistral-nemo,2.795704947225915,4.175517077921596,2.1712347371,1.1034899963,3.1348546112301934,False,de,False,True
Austria,Austria,de,phi-3-mini-128k-instruct,3.2699450188375487,3.453492877927989,2.1712347371,1.1034899963,2.5941622591610685,False,de,True,False
Austria,Austria,en,phi-3-mini-128k-instruct,3.144598178674648,1.0728264537161458,2.1712347371,1.1034899963,0.9738463134590775,False,de,False,True
Austria,Austria,de,qwen3-1.7b,4.199815183377972,1.4992997839531432,2.1712347371,1.1034899963,2.06683429791151,False,de,True,False
Austria,Austria,en,qwen3-1.7b,-0.3000974430947528,4.59868970952579,2.1712347371,1.1034899963,4.28064291668901,False,de,False,True
Austria,Austria,de,qwen3-max,3.447041966695531,1.8124815394736529,2.1712347371,1.1034899963,1.4595729154036747,False,de,True,False
Austria,Austria,en,qwen3-max,2.02870243018592,2.286401761662209,2.1712347371,1.1034899963,1.1914678775135263,False,de,False,True
Belgium,Belgium,de,claude-3-7-sonnet-20250219,4.409658907872881,2.514175207835472,2.414948385,0.9036150402,2.563742210838251,False,fr,False,False
Belgium,Belgium,en,claude-3-7-sonnet-20250219,5.266253812014932,2.7071261693340647,2.414948385,0.9036150402,3.373810165233846,False,fr,False,True
Belgium,Belgium,fr,claude-3-7-sonnet-20250219,4.287815906310664,2.3082239213643767,2.414948385,0.9036150402,2.3410593459855287,False,fr,True,False
Belgium,Belgium,de,claude-sonnet-4.5,3.415913277469174,2.7507703025387635,2.414948385,0.9036150402,2.1009315265237967,False,fr,False,False
Belgium,Belgium,en,claude-sonnet-4.5,3.9118035062753465,2.6358975275514838,2.414948385,0.9036150402,2.289405571337869,False,fr,False,True
Belgium,Belgium,fr,claude-sonnet-4.5,4.680465265468337,2.442926016638901,2.414948385,0.9036150402,2.7389861295509084,False,fr,True,False
Belgium,Belgium,de,deepseek-chat,2.431410334071659,2.4932024647204907,2.414948385,0.9036150402,1.5896726631482736,False,fr,False,False
Belgium,Belgium,en,deepseek-chat,3.031185810551983,3.1899506295060864,2.414948385,0.9036150402,2.367927150817471,False,fr,False,True
Belgium,Belgium,fr,deepseek-chat,2.455433125652972,1.746198401267294,2.414948385,0.9036150402,0.843555412864618,False,fr,True,False
Belgium,Belgium,de,deepseek-chat-v3.1,2.699119128777405,2.158100974209484,2.414948385,0.9036150402,1.286269011617185,False,fr,False,False
Belgium,Belgium,en,deepseek-chat-v3.1,4.365504062241358,3.5866464910342355,2.414948385,0.9036150402,3.3171260476780433,False,fr,False,True
Belgium,Belgium,fr,deepseek-chat-v3.1,2.6335619617703583,3.6807714351974905,2.414948385,0.9036150402,2.785747572595871,False,fr,True,False
Belgium,Belgium,de,doubao-1-5-pro-32k-250115,3.814707760743328,2.127457165977287,2.414948385,0.9036150402,1.859332100193083,False,fr,False,False
Belgium,Belgium,en,doubao-1-5-pro-32k-250115,3.969905993757368,3.2536053813020214,2.414948385,0.9036150402,2.8178622692220476,False,fr,False,True
Belgium,Belgium,fr,doubao-1-5-pro-32k-250115,2.5645888727215382,2.2908421447474163,2.414948385,0.9036150402,1.395274637896263,False,fr,True,False
Belgium,Belgium,de,gemini-2.5-flash,3.4198759987372798,2.025444397823821,2.414948385,0.9036150402,1.5061144101556088,False,fr,False,False
Belgium,Belgium,en,gemini-2.5-flash,3.486117608516797,3.191194891423879,2.414948385,0.9036150402,2.5259503322779415,False,fr,False,True
Belgium,Belgium,fr,gemini-2.5-flash,1.3083378772226668,1.6858482921679447,2.414948385,0.9036150402,1.355166291053446,False,fr,True,False
Belgium,Belgium,de,gemini-2.5-pro,3.749002073871772,2.546063277985461,2.414948385,0.9036150402,2.1159715164899904,False,fr,False,False
Belgium,Belgium,en,gemini-2.5-pro,3.7009564907091472,4.040071404891854,2.414948385,0.9036150402,3.38986362197149,False,fr,False,True
Belgium,Belgium,fr,gemini-2.5-pro,3.749002073871772,2.546063277985461,2.414948385,0.9036150402,2.1159715164899904,False,fr,True,False
Belgium,Belgium,de,gemini-3-pro-preview,4.7602592881199,2.280805849200555,2.414948385,0.9036150402,2.719767960082015,False,fr,False,False
Belgium,Belgium,en,gemini-3-pro-preview,5.072918380293153,4.08263771259282,2.414948385,0.9036150402,4.143789286084208,False,fr,False,True
Belgium,Belgium,fr,gemini-3-pro-preview,4.729725288801697,3.746151642025332,2.414948385,0.9036150402,3.665815931970736,False,fr,True,False
Belgium,Belgium,de,gemma-3-4b-it,2.5250615121162205,2.846172350782149,2.414948385,0.9036150402,1.9456756681573277,False,fr,False,False
Belgium,Belgium,en,gemma-3-4b-it,1.1725763791679962,2.768094164270836,2.414948385,0.9036150402,2.24048445764995,False,fr,False,True
Belgium,Belgium,fr,gemma-3-4b-it,6.195835066776958,1.879201578808784,2.414948385,0.9036150402,3.9047244710418485,False,fr,True,False
Belgium,Belgium,de,gpt-4o,4.0381946400337165,1.95511371716403,2.414948385,0.9036150402,1.9340573600951163,False,fr,False,False
Belgium,Belgium,en,gpt-4o,3.034493234405661,2.754580065726365,2.414948385,0.9036150402,1.9518983954465714,False,fr,False,True
Belgium,Belgium,fr,gpt-4o,2.840904590565944,3.1181397982003163,2.414948385,0.9036150402,2.2551183101683367,False,fr,True,False
Belgium,Belgium,de,gpt-4o-mini,4.788321337096824,2.216329291019564,2.414948385,0.9036150402,2.712216413572037,False,fr,False,False
Belgium,Belgium,en,gpt-4o-mini,5.743977159562255,2.9108710693636204,2.414948385,0.9036150402,3.8873524857513466,False,fr,False,True
Belgium,Belgium,fr,gpt-4o-mini,4.805832920941247,2.1876669569379485,2.414948385,0.9036150402,2.7138751240765284,False,fr,True,False
Belgium,Belgium,de,gpt-5.1,5.120963963455778,2.588629585686428,2.414948385,0.9036150402,3.187756943266878,False,fr,False,False
Belgium,Belgium,en,gpt-5.1,5.283718005089892,4.24898672078859,2.414948385,0.9036150402,4.40696616896872,False,fr,False,True
Belgium,Belgium,fr,gpt-5.1,3.072672795208255,3.9848071175074153,2.414948385,0.9036150402,3.1506104197513505,False,fr,True,False
Belgium,Belgium,de,grok-4.1-fast,1.8646829725203533,3.8995827285024,2.414948385,0.9036150402,3.0460818133338803,False,fr,False,False
Belgium,Belgium,en,grok-4.1-fast,2.721277876662404,4.092533690000992,2.414948385,0.9036150402,3.2035979636200804,False,fr,False,True
Belgium,Belgium,fr,grok-4.1-fast,1.9865259740825696,4.105534014973494,2.414948385,0.9036150402,3.230453665228902,False,fr,True,False
Belgium,Belgium,de,kimi-k2,4.90365313092215,3.140622306862239,2.414948385,0.9036150402,3.346319294908227,False,fr,False,False
Belgium,Belgium,en,kimi-k2,5.831246904410657,3.899640643387288,2.414948385,0.9036150402,4.543926164527896,False,fr,False,True
Belgium,Belgium,fr,kimi-k2,4.257857851576836,3.114020353559416,2.414948385,0.9036150402,2.87788237273973,False,fr,True,False
Belgium,Belgium,de,llama-3.2-3b-instruct,3.979196071533022,1.1889195632443157,2.414948385,0.9036150402,1.5900532996391836,False,fr,False,False
Belgium,Belgium,en,llama-3.2-3b-instruct,2.995306254605101,1.4904177197760178,2.414948385,0.9036150402,0.8253197208174329,False,fr,False,True
Belgium,Belgium,fr,llama-3.2-3b-instruct,1.8959335912994888,1.7956129777003331,2.414948385,0.9036150402,1.0320061417379416,False,fr,True,False
Belgium,Belgium,de,llama-3.3-70b-instruct,5.115693464061363,2.855606781979183,2.414948385,0.9036150402,3.3323108711595766,False,fr,False,False
