country_code,data_source,PC1_rescaled,PC2_rescaled,Cultural Region,model_name,language,country_code_clean,Country,Numeric,Islamic,country_code_original
12.0,Multilingual,-1.7412324588,-1.9797354054,African-Islamic,gpt-5.1,ar,12,Algeria,12.0,True,12.0
12.0,Multilingual,-1.9800941326,-2.0816078554,African-Islamic,gpt-5.1,en,12,Algeria,12.0,True,12.0
12.0,Multilingual,-1.9800941326,-2.0816078554,African-Islamic,gpt-5.1,fr,12,Algeria,12.0,True,12.0
12.0,Multilingual,-3.370672223,-1.1135931167,African-Islamic,grok-4.1-fast,ar,12,Algeria,12.0,True,12.0
12.0,Multilingual,-4.2272671271,-1.3065440782,African-Islamic,grok-4.1-fast,en,12,Algeria,12.0,True,12.0
12.0,Multilingual,-3.7978381099,0.102971238,African-Islamic,grok-4.1-fast,fr,12,Algeria,12.0,True,12.0
12.0,Multilingual,-1.3910782486,-1.6360974448,African-Islamic,kimi-k2,ar,12,Algeria,12.0,True,12.0
12.0,Multilingual,-0.7627945531,-1.5808331574,African-Islamic,kimi-k2,en,12,Algeria,12.0,True,12.0
12.0,Multilingual,-2.0690507558,-2.0420055771,African-Islamic,kimi-k2,fr,12,Algeria,12.0,True,12.0
12.0,Multilingual,1.9058482926,3.4163608301,African-Islamic,llama-3.2-3b-instruct,ar,12,Algeria,12.0,True,12.0
12.0,Multilingual,1.3212342591,1.6342078134,African-Islamic,llama-3.2-3b-instruct,en,12,Algeria,12.0,True,12.0
12.0,Multilingual,1.8442904559,1.3063721801,African-Islamic,llama-3.2-3b-instruct,fr,12,Algeria,12.0,True,12.0
12.0,Multilingual,-1.9800941326,-2.0816078554,African-Islamic,llama-3.3-70b-instruct,ar,12,Algeria,12.0,True,12.0
12.0,Multilingual,-2.4072600195,-0.8650435008,African-Islamic,llama-3.3-70b-instruct,en,12,Algeria,12.0,True,12.0
12.0,Multilingual,-2.4072600195,-0.8650435008,African-Islamic,llama-3.3-70b-instruct,fr,12,Algeria,12.0,True,12.0
12.0,Multilingual,-1.7692945078,-1.9152588472,African-Islamic,mistral-medium-3.1,ar,12,Algeria,12.0,True,12.0
12.0,Multilingual,-1.858251131,-1.875656569,African-Islamic,mistral-medium-3.1,en,12,Algeria,12.0,True,12.0
12.0,Multilingual,-3.0380295966,-0.741292822,African-Islamic,mistral-medium-3.1,fr,12,Algeria,12.0,True,12.0
12.0,Multilingual,2.3998213338,0.9142277033,African-Islamic,mistral-nemo,ar,12,Algeria,12.0,True,12.0
12.0,Multilingual,-0.6770646167,1.0662161232,African-Islamic,mistral-nemo,en,12,Algeria,12.0,True,12.0
12.0,Multilingual,1.0445268028,-0.1522960242,African-Islamic,mistral-nemo,fr,12,Algeria,12.0,True,12.0
12.0,Multilingual,-2.321184719,3.713241329,African-Islamic,phi-3-mini-128k-instruct,ar,12,Algeria,12.0,True,12.0
12.0,Multilingual,1.8284468082,0.3575129172,African-Islamic,phi-3-mini-128k-instruct,en,12,Algeria,12.0,True,12.0
12.0,Multilingual,-1.858251131,-1.875656569,African-Islamic,qwen3-max,ar,12,Algeria,12.0,True,12.0
12.0,Multilingual,-1.8407395472,-1.904318903,African-Islamic,qwen3-max,en,12,Algeria,12.0,True,12.0
12.0,Multilingual,-3.4476838997,0.4466091986,African-Islamic,qwen3-max,fr,12,Algeria,12.0,True,12.0
32.0,Multilingual,0.9970053085,1.5289715276,Latin America,claude-3-7-sonnet-20250219,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,0.8991850985,0.5760161777,Latin America,claude-3-7-sonnet-20250219,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,3.0791016192,1.778484544,Latin America,claude-sonnet-4.5,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.242828101,1.6379958676,Latin America,claude-sonnet-4.5,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,0.4795157491,0.3075447899,Latin America,deepseek-chat,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.0037572998,1.2490714393,Latin America,deepseek-chat,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,0.9531998392,-0.1712378154,Latin America,deepseek-chat-v3.1,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.1665113415,2.9094285744,Latin America,deepseek-chat-v3.1,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.1159538809,1.4891193197,Latin America,doubao-1-5-pro-32k-250115,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.163999464,-0.0048888072,Latin America,doubao-1-5-pro-32k-250115,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,2.5380839276,1.409488892,Latin America,gemini-2.5-flash,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.5934284812,1.404626509,Latin America,gemini-2.5-flash,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,2.9747228107,3.114393809,Latin America,gemini-2.5-pro,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.9448493956,4.3902322842,Latin America,gemini-2.5-pro,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.9268134156,-0.0823656903,Latin America,gemini-3-pro-preview,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,2.2875180909,0.2254580462,Latin America,gemini-3-pro-preview,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,-0.4241801678,2.439522597,Latin America,gemma-3-4b-it,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,0.3271872376,2.2493736377,Latin America,gemma-3-4b-it,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.6417228116,0.1988560929,Latin America,gpt-4o,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,2.1942355387,1.3629581624,Latin America,gpt-4o,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,4.1358850755,2.9906111085,Latin America,gpt-4o-mini,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,3.0508304428,1.5559091239,Latin America,gpt-4o-mini,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,2.7639231859,2.9480448008,Latin America,gpt-5.1,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.8498017389,1.4778366249,Latin America,gpt-5.1,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.2127402717,2.5263343412,Latin America,grok-4.1-fast,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,-0.065453882,2.0006853633,Latin America,grok-4.1-fast,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,2.8303843975,1.4236567097,Latin America,kimi-k2,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,3.0202964435,3.0212549167,Latin America,kimi-k2,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,2.3330141795,2.1997964754,Latin America,llama-3.2-3b-instruct,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.855290832,1.9960515754,Latin America,llama-3.2-3b-instruct,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,0.9291770477,0.5757662481,Latin America,llama-3.3-70b-instruct,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,0.8257902003,1.1720732692,Latin America,llama-3.3-70b-instruct,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,3.3843771138,1.9264917884,Latin America,mistral-medium-3.1,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,2.0116596995,2.9897074599,Latin America,mistral-medium-3.1,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,0.9411953807,3.6191757473,Latin America,mistral-nemo,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,3.1294995813,1.9953757747,Latin America,mistral-nemo,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,3.4443544267,1.1995731836,Latin America,phi-3-mini-128k-instruct,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,3.9463096932,0.9433659985,Latin America,phi-3-mini-128k-instruct,es,32,Argentina,32.0,False,32.0
32.0,Multilingual,0.4844995769,1.8209929368,Latin America,qwen3-max,en,32,Argentina,32.0,False,32.0
32.0,Multilingual,1.5210873608,1.267080153,Latin America,qwen3-max,es,32,Argentina,32.0,False,32.0
36.0,Multilingual,5.2422310204,3.4541302328,English-Speaking,claude-3-7-sonnet-20250219,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.5226270696,2.7803362853,English-Speaking,claude-sonnet-4.5,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.9724484148,1.2357183894,English-Speaking,deepseek-chat,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.1158535107,1.0427674279,English-Speaking,deepseek-chat-v3.1,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,3.2065936419,1.9231543036,English-Speaking,doubao-1-5-pro-32k-250115,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.0729183803,4.0826377126,English-Speaking,gemini-2.5-flash,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.0904299641,4.0539753785,English-Speaking,gemini-2.5-pro,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.8312469044,3.8996406434,English-Speaking,gemini-3-pro-preview,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,1.0507333776,2.5621428778,English-Speaking,gemma-3-4b-it,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.2979326395,1.6785043875,English-Speaking,gpt-4o,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.7374659518,3.6292127987,English-Speaking,gpt-4o-mini,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.0729183803,4.0826377126,English-Speaking,gpt-5.1,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,4.3096060284,2.7521866348,English-Speaking,grok-4.1-fast,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,6.0476131666,2.5167272805,English-Speaking,kimi-k2,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,4.1330865264,1.8567190701,English-Speaking,llama-3.2-3b-instruct,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,5.5188365594,2.3860464908,English-Speaking,llama-3.3-70b-instruct,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,4.7297252888,3.746151642,English-Speaking,mistral-medium-3.1,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,4.421105454,2.6268472839,English-Speaking,mistral-nemo,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,4.1448784368,3.9006266953,English-Speaking,phi-3-mini-128k-instruct,en-native,36,Australia,36.0,False,36.0
36.0,Multilingual,3.7192399298,2.8854011736,English-Speaking,qwen3-max,en-native,36,Australia,36.0,False,36.0
40.0,Multilingual,3.2906257084,2.3893485406,Catholic Europe,claude-3-7-sonnet-20250219,de,40,Austria,40.0,False,40.0
40.0,Multilingual,4.3040867818,2.7309261204,Catholic Europe,claude-3-7-sonnet-20250219,en,40,Austria,40.0,False,40.0
40.0,Multilingual,3.4159132775,2.7507703025,Catholic Europe,claude-sonnet-4.5,de,40,Austria,40.0,False,40.0
40.0,Multilingual,3.8942919224,2.6645598616,Catholic Europe,claude-sonnet-4.5,en,40,Austria,40.0,False,40.0
40.0,Multilingual,0.7872315393,1.4285667782,Catholic Europe,deepseek-chat,de,40,Austria,40.0,False,40.0
40.0,Multilingual,0.7632087477,2.1755708416,Catholic Europe,deepseek-chat,en,40,Austria,40.0,False,40.0
40.0,Multilingual,1.7194405147,2.2105632593,Catholic Europe,deepseek-chat-v3.1,de,40,Austria,40.0,False,40.0
40.0,Multilingual,2.5292305441,3.4461578146,Catholic Europe,deepseek-chat-v3.1,en,40,Austria,40.0,False,40.0
40.0,Multilingual,1.4405718455,0.6525673305,Catholic Europe,doubao-1-5-pro-32k-250115,de,40,Austria,40.0,False,40.0
40.0,Multilingual,1.8662103525,1.6677928522,Catholic Europe,doubao-1-5-pro-32k-250115,en,40,Austria,40.0,False,40.0
40.0,Multilingual,4.6159208749,0.5900687499,Catholic Europe,gemini-2.5-flash,de,40,Austria,40.0,False,40.0
40.0,Multilingual,1.9589574859,2.0224803684,Catholic Europe,gemini-2.5-flash,en,40,Austria,40.0,False,40.0
40.0,Multilingual,2.4086187845,2.2907018266,Catholic Europe,gemini-2.5-pro,de,40,Austria,40.0,False,40.0
40.0,Multilingual,1.5039782972,3.591758992,Catholic Europe,gemini-2.5-pro,en,40,Austria,40.0,False,40.0
40.0,Multilingual,3.4479380477,1.9609678396,Catholic Europe,gemini-3-pro-preview,de,40,Austria,40.0,False,40.0
40.0,Multilingual,3.5217354661,3.660927253,Catholic Europe,gemini-3-pro-preview,en,40,Austria,40.0,False,40.0
40.0,Multilingual,0.2350115165,1.993679479,Catholic Europe,gemma-3-4b-it,de,40,Austria,40.0,False,40.0
40.0,Multilingual,0.5554984462,2.3870603119,Catholic Europe,gemma-3-4b-it,en,40,Austria,40.0,False,40.0
40.0,Multilingual,1.8854088147,0.6107586658,Catholic Europe,gpt-4o,de,40,Austria,40.0,False,40.0
40.0,Multilingual,3.2508594966,1.3716667029,Catholic Europe,gpt-4o,en,40,Austria,40.0,False,40.0
40.0,Multilingual,4.3105979895,2.012584391,Catholic Europe,gpt-4o-mini,de,40,Austria,40.0,False,40.0
40.0,Multilingual,3.113608543,2.6170393973,Catholic Europe,gpt-4o-mini,en,40,Austria,40.0,False,40.0
40.0,Multilingual,2.9977831883,3.8402765862,Catholic Europe,gpt-5.1,de,40,Austria,40.0,False,40.0
40.0,Multilingual,3.3577633992,3.7035853343,Catholic Europe,gpt-5.1,en,40,Austria,40.0,False,40.0
40.0,Multilingual,1.684417347,2.2678879275,Catholic Europe,grok-4.1-fast,de,40,Austria,40.0,False,40.0
40.0,Multilingual,1.0823790476,3.2590609756,Catholic Europe,grok-4.1-fast,en,40,Austria,40.0,False,40.0
40.0,Multilingual,2.6184738389,1.6261301931,Catholic Europe,kimi-k2,de,40,Austria,40.0,False,40.0
40.0,Multilingual,4.3081260392,3.4134536256,Catholic Europe,kimi-k2,en,40,Austria,40.0,False,40.0
40.0,Multilingual,3.7355100684,0.7770169903,Catholic Europe,llama-3.2-3b-instruct,de,40,Austria,40.0,False,40.0
40.0,Multilingual,2.3570369711,1.452792412,Catholic Europe,llama-3.2-3b-instruct,en,40,Austria,40.0,False,40.0
40.0,Multilingual,3.5835021229,1.7439669975,Catholic Europe,llama-3.3-70b-instruct,de,40,Austria,40.0,False,40.0
40.0,Multilingual,3.8746577646,1.3214108042,Catholic Europe,llama-3.3-70b-instruct,en,40,Austria,40.0,False,40.0
40.0,Multilingual,2.1803075758,2.1530151525,Catholic Europe,mistral-medium-3.1,de,40,Austria,40.0,False,40.0
40.0,Multilingual,2.1978191597,2.1243528184,Catholic Europe,mistral-medium-3.1,en,40,Austria,40.0,False,40.0
40.0,Multilingual,3.7753835613,4.1230547928,Catholic Europe,mistral-nemo,de,40,Austria,40.0,False,40.0
40.0,Multilingual,2.7957049472,4.1755170779,Catholic Europe,mistral-nemo,en,40,Austria,40.0,False,40.0
40.0,Multilingual,3.2699450188,3.4534928779,Catholic Europe,phi-3-mini-128k-instruct,de,40,Austria,40.0,False,40.0
40.0,Multilingual,3.1445981787,1.0728264537,Catholic Europe,phi-3-mini-128k-instruct,en,40,Austria,40.0,False,40.0
40.0,Multilingual,3.4470419667,1.8124815395,Catholic Europe,qwen3-max,de,40,Austria,40.0,False,40.0
40.0,Multilingual,2.0287024302,2.2864017617,Catholic Europe,qwen3-max,en,40,Austria,40.0,False,40.0
56.0,Multilingual,4.4096589079,2.5141752078,Catholic Europe,claude-3-7-sonnet-20250219,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.266253812,2.7071261693,Catholic Europe,claude-3-7-sonnet-20250219,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.2878159063,2.3082239214,Catholic Europe,claude-3-7-sonnet-20250219,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.4159132775,2.7507703025,Catholic Europe,claude-sonnet-4.5,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.9118035063,2.6358975276,Catholic Europe,claude-sonnet-4.5,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.6804652655,2.4429260166,Catholic Europe,claude-sonnet-4.5,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,2.4314103341,2.4932024647,Catholic Europe,deepseek-chat,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.0311858106,3.1899506295,Catholic Europe,deepseek-chat,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,2.4554331257,1.7461984013,Catholic Europe,deepseek-chat,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,2.6991191288,2.1581009742,Catholic Europe,deepseek-chat-v3.1,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.3655040622,3.586646491,Catholic Europe,deepseek-chat-v3.1,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,2.6335619618,3.6807714352,Catholic Europe,deepseek-chat-v3.1,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.8147077607,2.127457166,Catholic Europe,doubao-1-5-pro-32k-250115,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.9699059938,3.2536053813,Catholic Europe,doubao-1-5-pro-32k-250115,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,2.5645888727,2.2908421447,Catholic Europe,doubao-1-5-pro-32k-250115,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.4198759987,2.0254443978,Catholic Europe,gemini-2.5-flash,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.4861176085,3.1911948914,Catholic Europe,gemini-2.5-flash,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,1.3083378772,1.6858482922,Catholic Europe,gemini-2.5-flash,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.7490020739,2.546063278,Catholic Europe,gemini-2.5-pro,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.7009564907,4.0400714049,Catholic Europe,gemini-2.5-pro,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.7490020739,2.546063278,Catholic Europe,gemini-2.5-pro,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.7602592881,2.2808058492,Catholic Europe,gemini-3-pro-preview,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.0729183803,4.0826377126,Catholic Europe,gemini-3-pro-preview,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.7297252888,3.746151642,Catholic Europe,gemini-3-pro-preview,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,2.5250615121,2.8461723508,Catholic Europe,gemma-3-4b-it,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,1.1725763792,2.7680941643,Catholic Europe,gemma-3-4b-it,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,6.1958350668,1.8792015788,Catholic Europe,gemma-3-4b-it,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.03819464,1.9551137172,Catholic Europe,gpt-4o,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.0344932344,2.7545800657,Catholic Europe,gpt-4o,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,2.8409045906,3.1181397982,Catholic Europe,gpt-4o,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.7883213371,2.216329291,Catholic Europe,gpt-4o-mini,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.7439771596,2.9108710694,Catholic Europe,gpt-4o-mini,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.8058329209,2.1876669569,Catholic Europe,gpt-4o-mini,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.1209639635,2.5886295857,Catholic Europe,gpt-5.1,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.2837180051,4.2489867208,Catholic Europe,gpt-5.1,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.0726727952,3.9848071175,Catholic Europe,gpt-5.1,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,1.8646829725,3.8995827285,Catholic Europe,grok-4.1-fast,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,2.7212778767,4.09253369,Catholic Europe,grok-4.1-fast,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,1.9865259741,4.105534015,Catholic Europe,grok-4.1-fast,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.9036531309,3.1406223069,Catholic Europe,kimi-k2,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.8312469044,3.8996406434,Catholic Europe,kimi-k2,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.2578578516,3.1140203536,Catholic Europe,kimi-k2,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.9791960715,1.1889195632,Catholic Europe,llama-3.2-3b-instruct,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,2.9953062546,1.4904177198,Catholic Europe,llama-3.2-3b-instruct,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,1.8959335913,1.7956129777,Catholic Europe,llama-3.2-3b-instruct,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.1156934641,2.855606782,Catholic Europe,llama-3.3-70b-instruct,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.0741590886,3.6312731795,Catholic Europe,llama-3.3-70b-instruct,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.1156934641,2.855606782,Catholic Europe,llama-3.3-70b-instruct,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.7187249127,3.0564722467,Catholic Europe,mistral-medium-3.1,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.3467630231,3.013905939,Catholic Europe,mistral-medium-3.1,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.1009916823,2.9653937353,Catholic Europe,mistral-medium-3.1,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.7994063529,3.3760507294,Catholic Europe,mistral-nemo,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.3970826624,3.3738513474,Catholic Europe,mistral-nemo,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,5.9433820939,2.117739216,Catholic Europe,mistral-nemo,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,4.5458760423,1.353062185,Catholic Europe,phi-3-mini-128k-instruct,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.5661974283,1.4055244701,Catholic Europe,phi-3-mini-128k-instruct,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.3273357545,1.3036520201,Catholic Europe,phi-3-mini-128k-instruct,fr,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.6688419676,2.668509943,Catholic Europe,qwen3-max,de,56,Belgium,56.0,False,56.0
56.0,Multilingual,1.8472187794,2.357722177,Catholic Europe,qwen3-max,en,56,Belgium,56.0,False,56.0
56.0,Multilingual,3.877504803,3.1377371841,Catholic Europe,qwen3-max,fr,56,Belgium,56.0,False,56.0
68.0,Multilingual,-1.2186777864,-0.0098369037,Latin America,claude-3-7-sonnet-20250219,en,68,Bolivia,68.0,False,68.0
68.0,Multilingual,-1.2186777864,-0.0098369037,Latin America,claude-3-7-sonnet-20250219,es,68,Bolivia,68.0,False,68.0
68.0,Multilingual,-0.1219805002,-0.1663780252,Latin America,claude-sonnet-4.5,en,68,Bolivia,68.0,False,68.0
68.0,Multilingual,0.0348856691,-0.0177514069,Latin America,claude-sonnet-4.5,es,68,Bolivia,68.0,False,68.0
68.0,Multilingual,-1.0023115243,-1.3927502665,Latin America,deepseek-chat,en,68,Bolivia,68.0,False,68.0
68.0,Multilingual,-0.7459382667,-1.3195401506,Latin America,deepseek-chat,es,68,Bolivia,68.0,False,68.0
