country,native_language,is_multilingual,model,cultural_region,is_islamic,native_distance,english_distance,english_advantage
Argentina,es,False,llama-3.3-70b-instruct,Latin America,False,1.3609245910477075,0.7821081286054554,42.53111937647113
Argentina,es,False,mistral-medium-3.1,Latin America,False,3.415682471903955,3.3721900037972703,1.273317073950414
Argentina,es,False,mistral-nemo,Latin America,False,3.2238353561510613,3.8107410641312103,-18.205201046025376
Argentina,es,False,phi-3-mini-128k-instruct,Latin America,False,3.3839638501397706,3.024243960699603,10.630133930813404
Argentina,es,False,qwen3-max,Latin America,False,1.6428151938940174,2.0264641866961086,-23.35314369066162
Austria,de,False,claude-3-7-sonnet-20250219,Catholic Europe,False,1.7048367495175414,2.68283547436949,-57.36612171979027
Austria,de,False,claude-sonnet-4.5,Catholic Europe,False,2.06464453990938,2.3250516528394862,-12.612685035920812
Austria,de,False,deepseek-chat,Catholic Europe,False,1.4216679519930162,1.7697159449324482,-24.481665528966058
Austria,de,False,deepseek-chat-v3.1,Catholic Europe,False,1.1957128539315005,2.3698636047046917,-98.19671561718073
Austria,de,False,doubao-1-5-pro-32k-250115,Catholic Europe,False,0.8586032329916315,0.6414651887430978,25.289683978006888
Austria,de,False,gemini-2.5-flash,Catholic Europe,False,2.4980175517381578,0.9431887061337285,62.242510847153824
Austria,de,False,gemini-2.5-pro,Catholic Europe,False,1.210711822020358,2.5761820105832727,-112.78242796740068
Austria,de,False,gemini-3-pro-preview,Catholic Europe,False,1.5379335470549877,2.892116446674983,-88.05210746674591
Austria,de,False,gemma-3-4b-it,Catholic Europe,False,2.1310555307613392,2.063530110430105,3.1686372952989177
Austria,de,False,gpt-4o,Catholic Europe,False,0.5696320057479101,1.1124335338194733,-95.28985776683682
Austria,de,False,gpt-4o-mini,Catholic Europe,False,2.3245059140359485,1.7829470488996355,23.297805433242612
Austria,de,False,gpt-5.1,Catholic Europe,False,2.8588779583651114,2.8580318460162117,0.029595959016855074
Austria,de,False,grok-4.1-fast,Catholic Europe,False,1.2620672380676226,2.414972662264358,-91.35055482162528
Austria,de,False,kimi-k2,Catholic Europe,False,0.6878775977692999,3.146781912664224,-357.46247920688796
Austria,de,False,llama-3.2-3b-instruct,Catholic Europe,False,1.5979805805409162,0.39564459777637456,75.24096333871286
Austria,de,False,llama-3.3-70b-instruct,Catholic Europe,False,1.5507127258572249,1.717305881075548,-10.743005615448945
Austria,de,False,mistral-medium-3.1,Catholic Europe,False,1.0495643714838023,1.0212089076663031,2.701641232105868
Austria,de,False,mistral-nemo,Catholic Europe,False,3.419219941804249,3.1348546112301947,8.316672674294262
Austria,de,False,phi-3-mini-128k-instruct,Catholic Europe,False,2.5941622591610694,0.9738463134590766,62.46008475298649
Austria,de,False,qwen3-max,Catholic Europe,False,1.4595729154036747,1.1914678775135263,18.368732048991088
Belgium,fr,True,claude-3-7-sonnet-20250219,Catholic Europe,False,2.3410593459855287,3.373810165233846,-44.114679152379814
Belgium,fr,True,claude-sonnet-4.5,Catholic Europe,False,2.7389861295509084,2.289405571337869,16.414123217438632
Belgium,fr,True,deepseek-chat,Catholic Europe,False,0.843555412864618,2.367927150817471,-180.70795524579236
Belgium,fr,True,deepseek-chat-v3.1,Catholic Europe,False,2.785747572595871,3.3171260476780433,-19.074896817984577
Belgium,fr,True,doubao-1-5-pro-32k-250115,Catholic Europe,False,1.3952746378962617,2.8178622692220476,-101.95753529002043
Belgium,fr,True,gemini-2.5-flash,Catholic Europe,False,1.3551662910534459,2.5259503322779415,-86.39412365506674
Belgium,fr,True,gemini-2.5-pro,Catholic Europe,False,2.115971516489991,3.3898636219714886,-60.20365092601301
Belgium,fr,True,gemini-3-pro-preview,Catholic Europe,False,3.665815931970736,4.143789286084207,-13.03866214189629
Belgium,fr,True,gemma-3-4b-it,Catholic Europe,False,3.9047244710418494,2.2404844576499494,42.621189426660145
Belgium,fr,True,gpt-4o,Catholic Europe,False,2.2551183101683367,1.9518983954465714,13.445853964935925
Belgium,fr,True,gpt-4o-mini,Catholic Europe,False,2.7138751240765275,3.8873524857513466,-43.239917388392286
Belgium,fr,True,gpt-5.1,Catholic Europe,False,3.1506104197513505,4.406966168968719,-39.876582053471445
Belgium,fr,True,grok-4.1-fast,Catholic Europe,False,3.230453665228902,3.20359796362008,0.8313291070503274
Belgium,fr,True,kimi-k2,Catholic Europe,False,2.87788237273973,4.543926164527897,-57.89130951179571
Belgium,fr,True,llama-3.2-3b-instruct,Catholic Europe,False,1.0320061417379411,0.8253197208174331,20.027634774773677
Belgium,fr,True,llama-3.3-70b-instruct,Catholic Europe,False,3.332310871159577,3.8093989671989177,-14.317034469035706
Belgium,fr,True,mistral-medium-3.1,Catholic Europe,False,2.663395086693984,2.306860680123458,13.38646332839356
Belgium,fr,True,mistral-nemo,Catholic Europe,False,3.7314798609057584,3.1671633533838066,15.123128853895858
Belgium,fr,True,phi-3-mini-128k-instruct,Catholic Europe,False,0.996233053705237,1.2559010452484016,-26.064984551295023
Belgium,fr,True,qwen3-max,Catholic Europe,False,2.6702758339998502,1.5610075177445846,41.54133824420956
Belgium,de,True,claude-3-7-sonnet-20250219,Catholic Europe,False,2.563742210838251,3.373810165233846,-31.59709080620599
Belgium,de,True,claude-sonnet-4.5,Catholic Europe,False,2.100931526523797,2.289405571337869,-8.970975133393381
Belgium,de,True,deepseek-chat,Catholic Europe,False,1.5896726631482732,2.367927150817471,-48.95690199062118
Belgium,de,True,deepseek-chat-v3.1,Catholic Europe,False,1.2862690116171853,3.3171260476780433,-157.88742616970347
Belgium,de,True,doubao-1-5-pro-32k-250115,Catholic Europe,False,1.859332100193083,2.8178622692220476,-51.55239179323725
Belgium,de,True,gemini-2.5-flash,Catholic Europe,False,1.5061144101556085,2.5259503322779415,-67.71304458981743
Belgium,de,True,gemini-2.5-pro,Catholic Europe,False,2.115971516489991,3.3898636219714886,-60.20365092601301
Belgium,de,True,gemini-3-pro-preview,Catholic Europe,False,2.719767960082015,4.143789286084207,-52.358191834837655
Belgium,de,True,gemma-3-4b-it,Catholic Europe,False,1.9456756681573268,2.2404844576499494,-15.152000629777337
Belgium,de,True,gpt-4o,Catholic Europe,False,1.9340573600951156,1.9518983954465714,-0.922466712702789
Belgium,de,True,gpt-4o-mini,Catholic Europe,False,2.7122164135720364,3.8873524857513466,-43.327518641170506
Belgium,de,True,gpt-5.1,Catholic Europe,False,3.187756943266878,4.406966168968719,-38.24661815189618
Belgium,de,True,grok-4.1-fast,Catholic Europe,False,3.0460818133338803,3.20359796362008,-5.171107013498143
Belgium,de,True,kimi-k2,Catholic Europe,False,3.346319294908227,4.543926164527897,-35.788780569802576
Belgium,de,True,llama-3.2-3b-instruct,Catholic Europe,False,1.5900532996391836,0.8253197208174331,48.09483927333031
Belgium,de,True,llama-3.3-70b-instruct,Catholic Europe,False,3.332310871159577,3.8093989671989177,-14.317034469035706
Belgium,de,True,mistral-medium-3.1,Catholic Europe,False,3.1531223321155575,2.306860680123458,26.838846161236894
Belgium,de,True,mistral-nemo,Catholic Europe,False,2.8336658415880285,3.1671633533838066,-11.769119241275153
Belgium,de,True,phi-3-mini-128k-instruct,Catholic Europe,False,2.1778097751357883,1.2559010452484016,42.3319217505994
Belgium,de,True,qwen3-max,Catholic Europe,False,2.1649718553069066,1.5610075177445846,27.897098804395497
Bolivia,es,False,claude-3-7-sonnet-20250219,Latin America,False,1.539706263464721,1.539706263464721,0.0
Bolivia,es,False,claude-sonnet-4.5,Latin America,False,1.5065296598530422,1.3108011327627733,12.992012856179787
Bolivia,es,False,deepseek-chat,Latin America,False,0.20296497573436875,0.442054046244342,-117.79819136030744
Bolivia,es,False,deepseek-chat-v3.1,Latin America,False,0.453323790891044,0.455848357820914,-0.5569014864425552
Bolivia,es,False,doubao-1-5-pro-32k-250115,Latin America,False,0.6743636576521803,1.111686102750069,-64.84964605305711
Bolivia,es,False,gemini-2.5-flash,Latin America,False,0.8565036236986765,0.0854077225570635,90.0283291052239
Bolivia,es,False,gemini-2.5-pro,Latin America,False,1.1762815019710064,0.5222437059723908,55.6021492221627
Bolivia,es,False,gemini-3-pro-preview,Latin America,False,0.8565036236986765,0.8565036236986765,0.0
Bolivia,es,False,gemma-3-4b-it,Latin America,False,2.4284940261036136,2.5174651927687712,-3.6636353933267434
Bolivia,es,False,gpt-4o,Latin America,False,1.2184673886288024,0.5076239061190241,58.33914712397213
Bolivia,es,False,gpt-4o-mini,Latin America,False,3.1120519045644297,2.859293448324622,8.121922898171727
Bolivia,es,False,gpt-5.1,Latin America,False,0.16526033442808757,0.4019414531041646,-143.21713646239047
Bolivia,es,False,grok-4.1-fast,Latin America,False,1.8791416616112055,3.3038092528952854,-75.81480525861724
Bolivia,es,False,kimi-k2,Latin America,False,2.004590814247907,0.5294696805711421,73.5871442287442
Bolivia,es,False,llama-3.2-3b-instruct,Latin America,False,5.681806566139323,3.072282960801404,45.92770934669533
Bolivia,es,False,llama-3.3-70b-instruct,Latin America,False,1.468917734520831,0.4610122153815571,68.61551844957867
Bolivia,es,False,mistral-medium-3.1,Latin America,False,0.6051998382176228,0.22918463442243797,62.13075087769177
Bolivia,es,False,mistral-nemo,Latin America,False,2.1344825690156446,2.4005612473211015,-12.465722708064277
Bolivia,es,False,phi-3-mini-128k-instruct,Latin America,False,4.0321432560413974,3.258885267138511,19.177344151756184
Bolivia,es,False,qwen3-max,Latin America,False,0.7946438602939493,0.4249090100227003,46.5283718588701
Brazil,pt,False,claude-3-7-sonnet-20250219,Latin America,False,0.8729485702337566,2.9429824550316823,-237.13125324709745
Brazil,pt,False,claude-sonnet-4.5,Latin America,False,2.193914497455393,2.462343178904018,-12.235147803615941
Brazil,pt,False,deepseek-chat,Latin America,False,2.721124943104142,1.6766150533029212,38.38522345136012
Brazil,pt,False,deepseek-chat-v3.1,Latin America,False,2.869547147050851,2.28628366030942,20.32597677793425
Brazil,pt,False,doubao-1-5-pro-32k-250115,Latin America,False,1.3104688173397818,2.4975912614726856,-90.58761478527448
Brazil,pt,False,gemini-2.5-flash,Latin America,False,1.8147640285499052,0.6862555843232678,62.1848585531187
Brazil,pt,False,gemini-2.5-pro,Latin America,False,1.9013388273929366,0.8844341552038671,53.483611523540034
Brazil,pt,False,gemini-3-pro-preview,Latin America,False,0.5427112212572157,1.0167633560651606,-87.34887288856513
Brazil,pt,False,gemma-3-4b-it,Latin America,False,2.588059210059596,2.8328213442233645,-9.457362227741788
Brazil,pt,False,gpt-4o,Latin America,False,1.6280517891940012,0.649374337277644,60.11341029887449
Brazil,pt,False,gpt-4o-mini,Latin America,False,3.4385745241585317,4.761116147088767,-38.46191535586626
Brazil,pt,False,gpt-5.1,Latin America,False,1.3548679953768903,1.6151612655802783,-19.21170705128221
Brazil,pt,False,grok-4.1-fast,Latin America,False,0.879425091245892,0.28907535077382873,67.12905355426098
Brazil,pt,False,kimi-k2,Latin America,False,1.7001143193975574,1.3329754255503423,21.594953330980253
Brazil,pt,False,llama-3.2-3b-instruct,Latin America,False,2.477378908592039,2.976887776771573,-20.162796512359847
Brazil,pt,False,llama-3.3-70b-instruct,Latin America,False,2.6139191535129007,1.0916381733430192,58.23749285145473
Brazil,pt,False,mistral-medium-3.1,Latin America,False,2.7875377630017684,2.163072188387037,22.402048966047854
Brazil,pt,False,mistral-nemo,Latin America,False,2.939127654037225,2.677545473176192,8.899993863884076
Brazil,pt,False,phi-3-mini-128k-instruct,Latin America,False,2.7409660955612947,3.2651257457099376,-19.12317160717399
Brazil,pt,False,qwen3-max,Latin America,False,1.0185597792596728,0.8401396567745377,17.516902406534985
Belarus,ru,False,claude-3-7-sonnet-20250219,Orthodox Europe,False,0.3244707086220148,2.0642736494485536,-536.1972266203187
Belarus,ru,False,claude-sonnet-4.5,Orthodox Europe,False,1.129301246931295,0.37921565996524065,66.42032752591909
Belarus,ru,False,deepseek-chat,Orthodox Europe,False,1.7953301434092233,0.7892572297911168,56.03832349785177
Belarus,ru,False,deepseek-chat-v3.1,Orthodox Europe,False,2.139789934592609,1.5087017525269133,29.492997039723317
Belarus,ru,False,doubao-1-5-pro-32k-250115,Orthodox Europe,False,1.926754740409641,2.5448240783289147,-32.07825702755858
Belarus,ru,False,gemini-2.5-flash,Orthodox Europe,False,1.6838069873532562,0.42539395963614235,74.73618040362152
Belarus,ru,False,gemini-2.5-pro,Orthodox Europe,False,1.9787264830688356,2.0137653247872778,-1.770777417609529
Belarus,ru,False,gemini-3-pro-preview,Orthodox Europe,False,0.35677974497622933,2.081004749351609,-483.2743530578669
Belarus,ru,False,gemma-3-4b-it,Orthodox Europe,False,1.9916255507973164,1.9169918188356145,3.7473777102238626
Belarus,ru,False,gpt-4o,Orthodox Europe,False,0.5134177735427468,0.5343570810321924,-4.078415000119239
Belarus,ru,False,gpt-4o-mini,Orthodox Europe,False,0.11733523157117895,1.660184419647017,-1314.9070125113283
Belarus,ru,False,gpt-5.1,Orthodox Europe,False,0.43635878097848213,0.42539395963614235,2.5127995173495736
Belarus,ru,False,grok-4.1-fast,Orthodox Europe,False,3.479151702283631,3.231185337158006,7.12720761681263
Belarus,ru,False,kimi-k2,Orthodox Europe,False,0.30391603117516874,0.8015009631044984,-163.72447679225434
Belarus,ru,False,llama-3.2-3b-instruct,Orthodox Europe,False,3.3801276663084034,2.0250993551959753,40.08808083253016
Belarus,ru,False,llama-3.3-70b-instruct,Orthodox Europe,False,1.7294145682912196,0.8779252157960385,49.23569906876123
Belarus,ru,False,mistral-medium-3.1,Orthodox Europe,False,0.4026303737096092,1.6773695956996417,-316.6028459913007
Belarus,ru,False,mistral-nemo,Orthodox Europe,False,0.7546885775794328,2.8914303793852603,-283.12894421420214
Belarus,ru,False,phi-3-mini-128k-instruct,Orthodox Europe,False,4.430840796151319,2.199177556166942,50.36658599701498
Belarus,ru,False,qwen3-max,Orthodox Europe,False,1.767246408562314,0.8779252157960385,50.32242184550563
Chile,es,False,claude-3-7-sonnet-20250219,Latin America,False,1.0111308589871324,1.0224315696933468,-1.1176308789086442
Chile,es,False,claude-sonnet-4.5,Latin America,False,2.6306995211425734,3.201398176975112,-21.693798597898063
Chile,es,False,deepseek-chat,Latin America,False,1.79154733943741,0.6208973784076668,65.34295439814369
Chile,es,False,deepseek-chat-v3.1,Latin America,False,0.9286135773326312,1.0223369382597525,-10.092826899681375
Chile,es,False,doubao-1-5-pro-32k-250115,Latin America,False,0.6208973784076668,0.8247111946649843,-32.82568478224402
Chile,es,False,gemini-2.5-flash,Latin America,False,1.5690915033238129,0.8785264479623937,44.01050250406636
Chile,es,False,gemini-2.5-pro,Latin America,False,1.3096910471447687,1.3096910471447687,0.0
Chile,es,False,gemini-3-pro-preview,Latin America,False,1.5811746988281767,2.1331940713417548,-34.91197860190178
Chile,es,False,gemma-3-4b-it,Latin America,False,1.6453925617491032,2.6778138219854632,-62.74619712264071
Chile,es,False,gpt-4o,Latin America,False,1.0483124093925364,0.4806123250017348,54.15371212859779
Chile,es,False,gpt-4o-mini,Latin America,False,3.6540827099708766,3.278720787031465,10.27239810185914
Chile,es,False,gpt-5.1,Latin America,False,1.5690915033238129,2.824737593532912,-80.02376455096844
Chile,es,False,grok-4.1-fast,Latin America,False,2.027877443183832,0.6230001068501413,69.27821703702116
Chile,es,False,kimi-k2,Latin America,False,2.9620759644056522,1.7288008147863196,41.63550038686439
Chile,es,False,llama-3.2-3b-instruct,Latin America,False,3.646546279717108,2.190984313078699,39.91617972146864
Chile,es,False,llama-3.3-70b-instruct,Latin America,False,1.519403336159782,0.2817433930015153,81.45697154294739
Chile,es,False,mistral-medium-3.1,Latin America,False,0.9801011460378664,2.1981253818850552,-124.27536084118917
Chile,es,False,mistral-nemo,Latin America,False,2.476615751052519,2.716729597975484,-9.6952402414836
Chile,es,False,phi-3-mini-128k-instruct,Latin America,False,3.4093290050346488,2.9956129520563914,12.134823373376744
Chile,es,False,qwen3-max,Latin America,False,1.2123915961959622,0.9801011460378664,19.1596882465152
China,zh-cn,False,claude-3-7-sonnet-20250219,Confucian,False,0.9469651505958963,0.44164987583669646,53.36154920180751
China,zh-cn,False,claude-sonnet-4.5,Confucian,False,0.7284135421963807,0.5453384720224579,25.133397386036744
China,zh-cn,False,deepseek-chat,Confucian,False,0.7983104905715978,0.6993228044319724,12.399647418982216
China,zh-cn,False,deepseek-chat-v3.1,Confucian,False,0.7151965701473493,0.8009720145591428,-11.993268423270196
China,zh-cn,False,doubao-1-5-pro-32k-250115,Confucian,False,0.9327647144761716,0.5932031678743982,36.403772712657414
China,zh-cn,False,gemini-2.5-flash,Confucian,False,0.6993228044319724,0.45607724469508215,34.78301553950716
China,zh-cn,False,gemini-2.5-pro,Confucian,False,1.1683867139149835,0.29474048916618756,74.77372126403398
China,zh-cn,False,gemini-3-pro-preview,Confucian,False,1.0242372713986079,1.430090990270229,-39.624970717714966
China,zh-cn,False,gemma-3-4b-it,Confucian,False,1.0297320926736766,1.5857965623836885,-54.00088757709811
China,zh-cn,False,gpt-4o,Confucian,False,0.34568194858020307,0.3033249488534399,12.253170841212073
China,zh-cn,False,gpt-4o-mini,Confucian,False,0.7269065768948286,0.7392176746882249,-1.6936286153836029
China,zh-cn,False,gpt-5.1,Confucian,False,1.2729608846797587,1.0326411819376637,18.878797112650687
China,zh-cn,False,grok-4.1-fast,Confucian,False,0.04405100310694111,0.4881550783481288,-1008.1588248128005
China,zh-cn,False,kimi-k2,Confucian,False,0.2626117998681839,0.9912192570378235,-277.4465799081987
China,zh-cn,False,llama-3.2-3b-instruct,Confucian,False,2.7333160024227734,2.120664795516514,22.414210664380327
China,zh-cn,False,llama-3.3-70b-instruct,Confucian,False,0.8186388828998306,0.7212789245594875,11.892906673998786
China,zh-cn,False,mistral-medium-3.1,Confucian,False,0.985057675036443,1.2694869206502837,-28.874374853565598
China,zh-cn,False,mistral-nemo,Confucian,False,2.9185805660286213,1.733715604076094,40.5973018440536
China,zh-cn,False,phi-3-mini-128k-instruct,Confucian,False,0.7773399619866014,2.702352294435395,-247.6409842006777
China,zh-cn,False,qwen3-max,Confucian,False,0.56008890929071,0.5250188745459895,6.261512085488849
"Taiwan, Province of China",zh-tw,False,claude-3-7-sonnet-20250219,Confucian,False,3.4705775170543585,0.2879189544766827,91.70400450467238
"Taiwan, Province of China",zh-tw,False,claude-sonnet-4.5,Confucian,False,2.6997228102925184,2.8724386978455887,-6.397541514062191
"Taiwan, Province of China",zh-tw,False,deepseek-chat,Confucian,False,1.921986664120682,1.6472072336783525,14.296635641228153
"Taiwan, Province of China",zh-tw,False,deepseek-chat-v3.1,Confucian,False,1.8431790350515234,1.6453608985250796,10.732442848174758
"Taiwan, Province of China",zh-tw,False,doubao-1-5-pro-32k-250115,Confucian,False,2.031391743481005,2.3236405541823975,-14.386629838348815
"Taiwan, Province of China",zh-tw,False,gemini-2.5-flash,Confucian,False,2.5551952004533223,1.7660735379600743,30.883028519826915
"Taiwan, Province of China",zh-tw,False,gemini-2.5-pro,Confucian,False,3.153961913874309,2.552967449463008,19.055222631811773
"Taiwan, Province of China",zh-tw,False,gemini-3-pro-preview,Confucian,False,4.717499456938673,3.15751628413881,33.06800958938918
"Taiwan, Province of China",zh-tw,False,gemma-3-4b-it,Confucian,False,0.43730226788802234,1.0467658861713942,-139.36895896442826
"Taiwan, Province of China",zh-tw,False,gpt-4o,Confucian,False,2.062192039810622,1.882919007738652,8.693323832654947
"Taiwan, Province of China",zh-tw,False,gpt-4o-mini,Confucian,False,4.9584343021270545,4.352265149668075,12.22501127420296
"Taiwan, Province of China",zh-tw,False,gpt-5.1,Confucian,False,2.9119304282302734,3.1549379857310167,-8.34523912882188
"Taiwan, Province of China",zh-tw,False,grok-4.1-fast,Confucian,False,3.8909933386416156,1.6023910933931944,58.817943030645104
"Taiwan, Province of China",zh-tw,False,kimi-k2,Confucian,False,3.354863959198955,1.5453465607642403,53.93713189093889
"Taiwan, Province of China",zh-tw,False,llama-3.2-3b-instruct,Confucian,False,1.9581958139261888,1.0746042857392888,45.122736036050256
"Taiwan, Province of China",zh-tw,False,llama-3.3-70b-instruct,Confucian,False,3.012989137666922,1.662209330430589,44.831884401757115
"Taiwan, Province of China",zh-tw,False,mistral-medium-3.1,Confucian,False,3.5023479444506984,0.5017179580277243,85.67481112712765
"Taiwan, Province of China",zh-tw,False,mistral-nemo,Confucian,False,1.8245585959696111,2.699503001632444,-47.95375756062621
"Taiwan, Province of China",zh-tw,False,phi-3-mini-128k-instruct,Confucian,False,3.1075774577402537,2.862580010509368,7.883872584435636
"Taiwan, Province of China",zh-tw,False,qwen3-max,Confucian,False,1.2351562727038523,1.2262227420291603,0.7232712873761196
Colombia,es,False,claude-3-7-sonnet-20250219,Latin America,False,2.391253906305323,1.104690166940734,53.80289127692141
Colombia,es,False,claude-sonnet-4.5,Latin America,False,2.1599275708363295,1.286115027181996,40.45564098781289
Colombia,es,False,deepseek-chat,Latin America,False,2.457416721258593,0.9258080568846693,62.325964136416125
Colombia,es,False,deepseek-chat-v3.1,Latin America,False,1.0863778270518083,1.1161402934439368,-2.7396054715970557
Colombia,es,False,doubao-1-5-pro-32k-250115,Latin America,False,0.995421419419924,0.8973597760941266,9.85126916225514
Colombia,es,False,gemini-2.5-flash,Latin America,False,2.1819015244276017,2.183489398554089,-0.07277478422881539
Colombia,es,False,gemini-2.5-pro,Latin America,False,1.197552109396739,1.9112122509327218,-59.5932432447959
Colombia,es,False,gemini-3-pro-preview,Latin America,False,1.0729622009111492,0.864312746414006,19.446114161333934
Colombia,es,False,gemma-3-4b-it,Latin America,False,3.0218059081758524,3.1852456678605616,-5.408678275547206
Colombia,es,False,gpt-4o,Latin America,False,1.2672837527062442,1.1434776031615153,9.769410306124797
Colombia,es,False,gpt-4o-mini,Latin America,False,5.14057740351477,3.847312250604419,25.15797451130891
Colombia,es,False,gpt-5.1,Latin America,False,1.005607858632022,1.719353791919095,-70.976566776041
Colombia,es,False,grok-4.1-fast,Latin America,False,2.4294486681013394,1.2026751064265868,50.49596551605676
Colombia,es,False,kimi-k2,Latin America,False,1.5806448372629818,1.7388510912569592,-10.008969141222439
Colombia,es,False,llama-3.2-3b-instruct,Latin America,False,3.0379155657174857,3.6579135565294467,-20.408664342372262
Colombia,es,False,llama-3.3-70b-instruct,Latin America,False,2.5003739632305826,1.158378810742969,53.67177759096894
Colombia,es,False,mistral-medium-3.1,Latin America,False,1.0361068150120485,1.6761431675829765,-61.773201690936204
Colombia,es,False,mistral-nemo,Latin America,False,3.4497143415967777,3.8109368460726194,-10.471084521990935
Colombia,es,False,phi-3-mini-128k-instruct,Latin America,False,4.26327592692574,4.101151468450368,3.802814109484117
Colombia,es,False,qwen3-max,Latin America,False,2.265309815881243,2.378294536279051,-4.987605651364519
Ecuador,es,False,claude-3-7-sonnet-20250219,Latin America,False,2.313270620803346,2.313270620803346,0.0
Ecuador,es,False,claude-sonnet-4.5,Latin America,False,2.102208383394113,2.2469662583209655,-6.885990754785891
Ecuador,es,False,deepseek-chat,Latin America,False,2.3796699174034113,1.0240813721855722,56.965402441066125
Ecuador,es,False,deepseek-chat-v3.1,Latin America,False,2.1527439362274237,0.9569296257067209,55.54837667392564
Ecuador,es,False,doubao-1-5-pro-32k-250115,Latin America,False,0.9998964225270368,1.2766008937649644,-27.673313455669017
Ecuador,es,False,gemini-2.5-flash,Latin America,False,0.9069747081512612,2.259973280246468,-149.17710052280307
Ecuador,es,False,gemini-2.5-pro,Latin America,False,2.209646264132022,0.8810593864666564,60.12667725289739
Ecuador,es,False,gemini-3-pro-preview,Latin America,False,0.8935294196383959,0.8935294196383959,0.0
Ecuador,es,False,gemma-3-4b-it,Latin America,False,3.0728884720358067,3.205022713234514,-4.300001200862578
Ecuador,es,False,gpt-4o,Latin America,False,1.3131311621074169,1.1216821468891693,14.579580528040701
Ecuador,es,False,gpt-4o-mini,Latin America,False,3.4068424718558727,2.326537552240753,31.70985827902471
