country,model,french_distance,arabic_distance,french_advantage,cultural_region,is_islamic
Iraq,gemma-3-4b-it,1.698780819615294,2.802493517424411,39.38323821078692,African-Islamic,True
Iraq,gpt-4o,1.6078891162345799,0.7513955661448872,-113.98703807689756,African-Islamic,True
Iraq,gpt-4o-mini,0.85093860440062,0.8831564861583664,3.6480377218187763,African-Islamic,True
Iraq,gpt-5.1,1.3538251914916921,1.29070947878556,-4.890001487051779,African-Islamic,True
Iraq,grok-4.1-fast,3.9543152641334984,3.2455805315666653,-21.83691717625388,African-Islamic,True
Iraq,kimi-k2,1.6078891162345799,1.1236358679580156,-43.0969909457054,African-Islamic,True
Iraq,llama-3.2-3b-instruct,3.242434626954574,5.499281543929653,41.03894115889166,African-Islamic,True
Iraq,llama-3.3-70b-instruct,2.2900953033229117,1.6545197287546491,-38.414505643076126,African-Islamic,True
Iraq,mistral-medium-3.1,1.8392786695627286,2.523145787647176,27.103749669659432,African-Islamic,True
Iraq,mistral-nemo,1.7581535592101323,3.152440490981196,44.22881052822324,African-Islamic,True
Iraq,qwen3-max,2.2912561913816774,1.5376902946877957,-49.0063505828969,African-Islamic,True
Jordan,claude-sonnet-4.5,3.9811772216743613,0.20125635578228143,-1878.1622330383384,African-Islamic,True
Jordan,deepseek-chat,1.5484128280770773,0.2108623828030139,-634.3238786804345,African-Islamic,True
Jordan,deepseek-chat-v3.1,0.8264482254287767,0.464877571044647,-77.77760789182156,African-Islamic,True
Jordan,doubao-1-5-pro-32k-250115,0.47513262596564854,1.0595821210536025,55.158489698448555,African-Islamic,True
Jordan,gemini-2.5-flash,1.8225148877486865,0.464877571044647,-292.0419054963724,African-Islamic,True
Jordan,gemini-2.5-pro,7.050907607966573,0.20125635578228143,-3403.4459312153226,African-Islamic,True
Jordan,gemini-3-pro-preview,0.20900929089658932,0.20125635578228143,-3.8522684583909435,African-Islamic,True
Jordan,gemma-3-4b-it,3.930254521021296,4.597283501940723,14.509198326312559,African-Islamic,True
Jordan,gpt-4o,1.0826415538352545,0.5837573886250944,-85.46087380327064,African-Islamic,True
Jordan,gpt-4o-mini,3.204344494261914,1.4417236159433455,-122.25789040469132,African-Islamic,True
Jordan,gpt-5.1,1.8437773193196827,0.20125635578228143,-816.1337102388337,African-Islamic,True
Jordan,grok-4.1-fast,1.3093858781453431,0.464877571044647,-181.66251927426055,African-Islamic,True
Jordan,kimi-k2,1.8437773193196827,0.28042158807178647,-557.501917736692,African-Islamic,True
Jordan,llama-3.2-3b-instruct,4.6726529820194145,6.1144297104711764,23.579905186949297,African-Islamic,True
Jordan,llama-3.3-70b-instruct,0.20900929089658932,0.058758604716573806,-255.70839693141133,African-Islamic,True
Jordan,mistral-medium-3.1,2.4600353521123757,0.20125635578228143,-1122.3392113755826,African-Islamic,True
Jordan,mistral-nemo,3.1207850790620593,5.108543148711269,38.91046844051148,African-Islamic,True
Jordan,qwen3-max,1.9101928851774805,0.147404315227867,-1195.8866789107105,African-Islamic,True
Kuwait,claude-sonnet-4.5,3.442112329752511,2.400366908524753,-43.399424376667746,African-Islamic,True
Kuwait,deepseek-chat,1.8667307302092195,2.400366908524753,22.231442052477814,African-Islamic,True
Kuwait,deepseek-chat-v3.1,2.9683845367068247,2.2960911699979154,-29.279907326568377,African-Islamic,True
Kuwait,doubao-1-5-pro-32k-250115,2.3865392817973796,2.3072018242919405,-3.438687360165686,African-Islamic,True
Kuwait,gemini-2.5-flash,3.2476812002410713,2.400366908524753,-35.29936563894188,African-Islamic,True
Kuwait,gemini-2.5-pro,4.548730095039494,2.1434238807220454,-112.21794419436928,African-Islamic,True
Kuwait,gemini-3-pro-preview,2.126409012211082,2.400366908524753,11.413167517879316,African-Islamic,True
Kuwait,gemma-3-4b-it,1.8560744527694912,0.7422878262768836,-150.0478099013239,African-Islamic,True
Kuwait,gpt-4o,3.151130850659749,1.882116158817906,-67.42488692296592,African-Islamic,True
Kuwait,gpt-4o-mini,0.9825909567751584,0.7365793430855933,-33.39920077842554,African-Islamic,True
Kuwait,gpt-5.1,2.126409012211082,2.1434238807220454,0.7938172502413061,African-Islamic,True
Kuwait,grok-4.1-fast,2.9683845367068247,2.9351793723559783,-1.1312822876713546,African-Islamic,True
Kuwait,kimi-k2,2.3505069500401463,2.1434238807220454,-9.661321364411682,African-Islamic,True
Kuwait,llama-3.2-3b-instruct,2.798741943189679,6.492121248437031,56.89017755385465,African-Islamic,True
Kuwait,llama-3.3-70b-instruct,2.126409012211082,2.2960911699979154,7.390044437433524,African-Islamic,True
Kuwait,mistral-medium-3.1,2.9683845367068247,3.2693173407476364,9.204759669246227,African-Islamic,True
Kuwait,mistral-nemo,1.8022257144328506,3.2681223879218084,44.854399544722014,African-Islamic,True
Kuwait,qwen3-max,1.6776418495210248,3.2693173407476364,48.68525521791723,African-Islamic,True
Lebanon,claude-3-7-sonnet-20250219,2.1944581416534885,2.1859938972876907,-0.38720347647356207,African-Islamic,True
Lebanon,claude-sonnet-4.5,4.365939013509613,1.097073955085463,-297.9621422303752,African-Islamic,True
Lebanon,deepseek-chat,1.946111810488693,1.303034872494045,-49.352243103346936,African-Islamic,True
Lebanon,deepseek-chat-v3.1,1.0281255823755346,2.275284847469032,54.8133244275241,African-Islamic,True
Lebanon,doubao-1-5-pro-32k-250115,0.5104091123210596,1.7194084836219918,70.3148427390642,African-Islamic,True
Lebanon,gemini-2.5-flash,3.6703601795535956,3.4341451714772537,-6.87842232291916,African-Islamic,True
Lebanon,gemini-2.5-pro,5.065304215083848,4.428563150928558,-14.378050903977313,African-Islamic,True
Lebanon,gemini-3-pro-preview,2.1944581416534885,0.7590089702952826,-189.121502845976,African-Islamic,True
Lebanon,gemma-3-4b-it,2.717761159056662,2.334888801703103,-16.39788400519486,African-Islamic,True
Lebanon,gpt-4o,1.7361755274738053,1.5969179417211719,-8.720397092072274,African-Islamic,True
Lebanon,gpt-4o-mini,1.5183170409124958,2.3524948687962492,35.459283628983854,African-Islamic,True
Lebanon,gpt-5.1,1.1051290501493403,0.46694477368455334,-136.67232452973448,African-Islamic,True
Lebanon,grok-4.1-fast,1.9013911819554998,4.556575638308507,58.27148865981878,African-Islamic,True
Lebanon,kimi-k2,0.9274847606539605,1.7766821675908089,47.796810393406766,African-Islamic,True
Lebanon,llama-3.2-3b-instruct,2.7637352877659804,4.149870153460158,33.401885226177974,African-Islamic,True
Lebanon,llama-3.3-70b-instruct,1.7098935859781013,0.8858110553919968,-93.03141178582653,African-Islamic,True
Lebanon,mistral-medium-3.1,1.3300072733228638,3.510723966932362,62.11586881081362,African-Islamic,True
Lebanon,mistral-nemo,3.285152152351826,3.191267503225991,-2.9419235156854997,African-Islamic,True
Lebanon,qwen3-max,3.804737568097009,4.69933856660212,19.03674284851446,African-Islamic,True
Libya,claude-sonnet-4.5,1.4937856414591864,0.8366232790124513,-78.54937567867445,African-Islamic,True
Libya,deepseek-chat,0.978718442691309,2.928466840392295,66.57915229935809,African-Islamic,True
Libya,deepseek-chat-v3.1,0.978718442691309,2.1805229798548114,55.115426357190856,African-Islamic,True
Libya,doubao-1-5-pro-32k-250115,2.0978176927347514,1.6954078361041813,-23.735283514747323,African-Islamic,True
Libya,gemini-2.5-flash,3.345206731717371,2.1805229798548114,-53.41304643990081,African-Islamic,True
Libya,gemini-2.5-pro,6.662980167194458,3.173919726219303,-109.92907010698852,African-Islamic,True
Libya,gemini-3-pro-preview,2.0978176927347514,0.8366232790124513,-150.74818563631317,African-Islamic,True
Libya,gemma-3-4b-it,2.370906375307693,0.5638700903706261,-320.4703203444113,African-Islamic,True
Libya,gpt-4o,2.0978176927347514,0.37268636452616183,-462.8909164417495,African-Islamic,True
Libya,gpt-4o-mini,0.9626438801151158,1.2236587604237565,21.330691917593963,African-Islamic,True
Libya,gpt-5.1,1.982634142791134,0.5969839392890645,-232.10845590791118,African-Islamic,True
Libya,grok-4.1-fast,4.692695734988953,2.928466840392295,-60.244113754770154,African-Islamic,True
Libya,kimi-k2,1.4835882911008027,1.567640941370955,5.361728445076556,African-Islamic,True
Libya,llama-3.2-3b-instruct,4.565622779015116,6.742666462922014,32.287577857787895,African-Islamic,True
Libya,llama-3.3-70b-instruct,3.0756082959706386,2.1805229798548114,-41.04911181332406,African-Islamic,True
Libya,mistral-medium-3.1,2.8574914155889974,2.928466840392295,2.423637646304708,African-Islamic,True
Libya,mistral-nemo,2.385982406993652,2.9284811885752977,18.52491945989145,African-Islamic,True
Libya,qwen3-max,3.5242772052748395,2.8694854169821267,-22.81913629592045,African-Islamic,True
Morocco,claude-3-7-sonnet-20250219,0.8943099536667412,0.6367741532970831,-40.44382125690744,African-Islamic,True
Morocco,claude-sonnet-4.5,5.323445051760958,1.2269392589119745,-333.880081111895,African-Islamic,True
Morocco,deepseek-chat,2.0419282623634576,0.8443026815000392,-141.84789496767254,African-Islamic,True
Morocco,deepseek-chat-v3.1,1.944312475322787,1.4722855203184313,-32.06082981120835,African-Islamic,True
Morocco,doubao-1-5-pro-32k-250115,1.5231180993425881,1.9130998422210836,20.38480868963597,African-Islamic,True
Morocco,gemini-2.5-flash,1.9112044034503415,1.2269392589119745,-55.77009127127938,African-Islamic,True
Morocco,gemini-2.5-pro,3.310624838711358,1.2269392589119745,-169.82793277371812,African-Islamic,True
Morocco,gemini-3-pro-preview,1.9755511992416375,1.2269392589119745,-61.01458852930644,African-Islamic,True
Morocco,gemma-3-4b-it,2.969454009066211,4.159894887874857,28.61709035674216,African-Islamic,True
Morocco,gpt-4o,0.5502506378770471,0.7437254901471917,26.014282801017586,African-Islamic,True
Morocco,gpt-4o-mini,2.231097833952275,1.5532128690310663,-43.644047666440635,African-Islamic,True
Morocco,gpt-5.1,2.1014117209746703,1.070116487695195,-96.37224032503859,African-Islamic,True
Morocco,grok-4.1-fast,1.5231180993425881,1.4722855203184313,-3.452630506965971,African-Islamic,True
Morocco,kimi-k2,2.1014117209746703,0.6367741532970831,-230.00895373877864,African-Islamic,True
Morocco,llama-3.2-3b-instruct,3.5840028693632835,6.1273208854380945,41.50783129571592,African-Islamic,True
Morocco,llama-3.3-70b-instruct,1.117882272538291,0.8443026815000392,-32.40302287707933,African-Islamic,True
Morocco,mistral-medium-3.1,0.34947671453309115,1.0470330047898218,66.62218736808168,African-Islamic,True
Morocco,mistral-nemo,2.179791603254674,4.289320572227907,49.18095846302126,African-Islamic,True
Morocco,qwen3-max,1.1884435952218515,0.9889170723649849,-20.176264363573072,African-Islamic,True
Palestine,claude-sonnet-4.5,5.249606819430302,0.8587239463160501,-511.3264736532926,African-Islamic,True
Palestine,deepseek-chat,1.6986842038588117,1.8229490893547178,6.816695332939496,African-Islamic,True
Palestine,deepseek-chat-v3.1,2.0106704967067777,1.6173915230949687,-24.315632176632644,African-Islamic,True
Palestine,doubao-1-5-pro-32k-250115,1.917177469017174,0.18886511126327366,-915.1040900003348,African-Islamic,True
Palestine,gemini-2.5-flash,7.3572786517109,0.7653481436818101,-861.2982944360094,African-Islamic,True
Palestine,gemini-2.5-pro,7.3572786517109,3.7743197393990497,-94.92992538258913,African-Islamic,True
Palestine,gemini-3-pro-preview,1.3692318698665722,0.7870049369223783,-73.98008648090838,African-Islamic,True
Palestine,gemma-3-4b-it,4.1533556329863455,4.4569921413876035,6.812587924077566,African-Islamic,True
Palestine,gpt-4o,0.5964065613717592,0.8294421905270762,28.095463652172377,African-Islamic,True
Palestine,gpt-4o-mini,1.3214153682989804,2.183761248439463,39.48901835110057,African-Islamic,True
Palestine,gpt-5.1,0.5964065613717592,1.240978419528571,51.94061782328777,African-Islamic,True
Palestine,grok-4.1-fast,3.656350202903445,1.7894686820540613,-104.32602367237092,African-Islamic,True
Palestine,kimi-k2,0.3908015759607146,0.6060099067353424,35.5123453235252,African-Islamic,True
Palestine,llama-3.2-3b-instruct,3.529826894558211,5.264130295675456,32.94567770372241,African-Islamic,True
Palestine,llama-3.3-70b-instruct,1.1698007519803932,1.4255393075715705,17.939775791018494,African-Islamic,True
Palestine,mistral-medium-3.1,0.6324232151639508,1.8944453762062206,66.61697280338433,African-Islamic,True
Palestine,mistral-nemo,3.4749505987967613,4.578394764923373,24.10111453430075,African-Islamic,True
Palestine,qwen3-max,1.3392546486592127,2.8817834407493703,53.52688096816335,African-Islamic,True
Qatar,claude-sonnet-4.5,3.1189210096728868,1.5858925731628006,-96.66660040236611,African-Islamic,True
Qatar,deepseek-chat,0.9220769757612634,1.4600052400919268,36.844269428566825,African-Islamic,True
Qatar,deepseek-chat-v3.1,1.4706177909811893,1.5858925731628006,7.2687636055773215,African-Islamic,True
Qatar,doubao-1-5-pro-32k-250115,1.4706177909811893,0.8899393792607442,-65.2492096936764,African-Islamic,True
Qatar,gemini-2.5-flash,5.77717585593915,1.4600052400919268,-295.69555624166117,African-Islamic,True
Qatar,gemini-2.5-pro,5.77717585593915,0.5034410011378282,-1047.537813344988,African-Islamic,True
Qatar,gemini-3-pro-preview,2.1366849909649153,0.7343048069589658,-190.980662351066,African-Islamic,True
Qatar,gemma-3-4b-it,2.6156364029097787,2.3839797893490977,-9.717222209502482,African-Islamic,True
Qatar,gpt-4o,3.049272838793919,1.1943567933944332,-155.306693582552,African-Islamic,True
Qatar,gpt-4o-mini,0.6148407386514539,2.309014179001708,73.37215404552961,African-Islamic,True
Qatar,gpt-5.1,0.578718053814925,1.452346858846567,60.15290353748315,African-Islamic,True
Qatar,grok-4.1-fast,1.4706177909811893,1.4600052400919268,-0.7268844383458716,African-Islamic,True
Qatar,kimi-k2,1.2967232532930408,1.327994135519834,2.3547455060524283,African-Islamic,True
Qatar,llama-3.2-3b-instruct,4.40959230912934,7.398379825591987,40.39786530186015,African-Islamic,True
Qatar,llama-3.3-70b-instruct,0.9745862192374574,0.7343048069589658,-32.72229869685694,African-Islamic,True
Qatar,mistral-medium-3.1,1.4706177909811893,1.4600052400919268,-0.7268844383458716,African-Islamic,True
Qatar,mistral-nemo,1.6243489111455074,4.7687679197491155,65.93776550923107,African-Islamic,True
Qatar,qwen3-max,2.3244267831075676,1.4600052400919268,-59.20674250191142,African-Islamic,True
Tunisia,claude-3-7-sonnet-20250219,1.758816918922666,1.6603471329795472,-5.930674615398738,African-Islamic,True
Tunisia,claude-sonnet-4.5,4.730247760594381,0.25454871068094054,-1758.2878490881158,African-Islamic,True
Tunisia,deepseek-chat,1.5539370003849644,0.9962786509755774,-55.974134230751204,African-Islamic,True
Tunisia,deepseek-chat-v3.1,0.8679054097762954,1.4534392770062585,40.28609082561912,African-Islamic,True
Tunisia,doubao-1-5-pro-32k-250115,2.3641310102884088,0.9577173790212852,-146.85059100675107,African-Islamic,True
Tunisia,gemini-2.5-flash,3.148201719256293,1.1272856248211576,-179.27276370225613,African-Islamic,True
Tunisia,gemini-2.5-pro,2.306933707040043,3.782921806536508,39.017145343742136,African-Islamic,True
Tunisia,gemini-3-pro-preview,1.4441589594681905,1.0148973751104418,-42.296058191207386,African-Islamic,True
Tunisia,gemma-3-4b-it,4.804344029432182,4.505024906293045,-6.644116944193147,African-Islamic,True
Tunisia,gpt-4o,1.2310557310427415,1.8025354805787943,31.704216404802786,African-Islamic,True
Tunisia,gpt-4o-mini,2.544322605205702,2.1202118826896865,-20.003223544714395,African-Islamic,True
Tunisia,gpt-5.1,2.8681214154813017,1.5024224180851338,-90.89980161083975,African-Islamic,True
Tunisia,grok-4.1-fast,1.040053484724198,1.2327484394321826,15.631328221087992,African-Islamic,True
Tunisia,kimi-k2,1.9026029190322897,2.0478815474046366,7.094093335450205,African-Islamic,True
Tunisia,llama-3.2-3b-instruct,3.596287959916236,6.845923164499104,47.468181083809085,African-Islamic,True
Tunisia,llama-3.3-70b-instruct,1.6554116628228286,1.0692530296652585,-54.81945029803409,African-Islamic,True
Tunisia,mistral-medium-3.1,1.3794306341958968,0.882464575562338,-56.315694974710375,African-Islamic,True
Tunisia,mistral-nemo,3.4398398631409566,4.7192248084246655,27.11006568281673,African-Islamic,True
Tunisia,qwen3-max,1.316844633722358,0.4050716960116453,-225.08927350098054,African-Islamic,True
Yemen,claude-sonnet-4.5,3.426365151740948,2.6444467055700995,-29.5683193207813,African-Islamic,True
Yemen,deepseek-chat,2.5869007028474553,2.6444467055700995,2.176107485979311,African-Islamic,True
Yemen,deepseek-chat-v3.1,3.9653559273937145,1.8229112428895302,-117.52874380807239,African-Islamic,True
Yemen,doubao-1-5-pro-32k-250115,1.7546457530321127,2.6057909715096357,32.66360302048409,African-Islamic,True
Yemen,gemini-2.5-flash,7.037334403032502,3.3302561921253657,-111.31510601715249,African-Islamic,True
Yemen,gemini-2.5-pro,7.037334403032502,1.8229112428895302,-286.0492073041084,African-Islamic,True
Yemen,gemini-3-pro-preview,3.2445866934243814,1.8229112428895302,-77.98928533027902,African-Islamic,True
Yemen,gemma-3-4b-it,2.1182437844175435,3.2876211341507426,35.569103069270554,African-Islamic,True
Yemen,gpt-4o,1.7546457530321127,0.6960106763277493,-152.10040775378215,African-Islamic,True
Yemen,gpt-4o-mini,0.5851881715879633,1.4653831821109984,60.06585999267753,African-Islamic,True
Yemen,gpt-5.1,1.7546457530321127,1.6657496640480514,-5.336701600649217,African-Islamic,True
Yemen,grok-4.1-fast,4.802567467524353,4.042787476030336,-18.793468516432014,African-Islamic,True
Yemen,kimi-k2,1.7546457530321127,0.6960106763277493,-152.10040775378215,African-Islamic,True
Yemen,llama-3.2-3b-instruct,3.7421418729165046,6.065583928622574,38.30533190287084,African-Islamic,True
Yemen,llama-3.3-70b-instruct,3.2918373514245998,1.8229112428895302,-80.58132913847454,African-Islamic,True
Yemen,mistral-medium-3.1,2.5869007028474553,2.6444467055700995,2.176107485979311,African-Islamic,True
Yemen,mistral-nemo,1.176541541818467,2.49556657613283,52.854732345323576,African-Islamic,True
Yemen,qwen3-max,4.455590748873231,2.6444467055700995,-68.48858173198383,African-Islamic,True
