country,native_language,model,native_distance,en_distance,advantage,cultural_region,is_islamic
Libya,ar,mistral-nemo,2.9284811885752977,3.8009433880421613,-29.79231018695105,African-Islamic,True
Libya,ar,phi-3-mini-128k-instruct,6.548719340316441,3.7781014530302213,42.307781770845295,African-Islamic,True
Libya,ar,qwen3-max,2.8694854169821267,1.6292441182192159,43.22173207164398,African-Islamic,True
Egypt,fr,deepseek-chat,2.647277669083742,0.9383709021844671,64.55336313439119,African-Islamic,True
Egypt,fr,gemini-3-pro-preview,0.275118532464617,1.1936539913209745,-333.8689875333972,African-Islamic,True
Egypt,fr,llama-3.3-70b-instruct,1.568316917037747,1.1936539913209745,23.88949080677135,African-Islamic,True
Egypt,fr,kimi-k2,1.568316917037747,1.1467032909922454,26.883190601670588,African-Islamic,True
Egypt,fr,gpt-4o,0.24973160861915583,1.0880342388257707,-335.6814280906819,African-Islamic,True
Egypt,fr,mistral-nemo,3.0366807064881165,2.1610331035674393,28.835682363634234,African-Islamic,True
Egypt,fr,qwen3-max,1.4094415931883897,1.0130933050500215,28.12094449701622,African-Islamic,True
Egypt,fr,gemini-2.5-flash,2.647277669083742,1.3545233098254783,48.833349608758766,African-Islamic,True
Egypt,fr,doubao-1-5-pro-32k-250115,2.647277669083742,1.3545233098254783,48.833349608758766,African-Islamic,True
Egypt,fr,gemma-3-4b-it,5.474606851021135,2.016009497658735,63.17526440674539,African-Islamic,True
Egypt,fr,grok-4.1-fast,1.398980020949526,1.2746933038415424,8.884095215571897,African-Islamic,True
Egypt,fr,gemini-2.5-pro,2.647277669083742,1.0463872732785595,60.47308200802646,African-Islamic,True
Egypt,fr,llama-3.2-3b-instruct,3.7741527295523722,5.5966052824376025,-48.287726636366926,African-Islamic,True
Egypt,fr,deepseek-chat-v3.1,0.541027818906676,1.1936539913209745,-120.62710078996375,African-Islamic,True
Egypt,fr,gpt-5.1,1.568316917037747,1.1936539913209745,23.88949080677135,African-Islamic,True
Egypt,fr,gpt-4o-mini,2.647277669083742,1.1605150536753783,56.16194450516224,African-Islamic,True
Egypt,fr,mistral-medium-3.1,3.1284840527639455,1.1936539913209745,61.84561048772462,African-Islamic,True
Egypt,fr,claude-sonnet-4.5,1.738829747175404,1.1467032909922454,34.05315886417418,African-Islamic,True
Egypt,ar,claude-3-7-sonnet-20250219,0.9383709021844671,1.0418570701875853,-11.028279730563803,African-Islamic,True
Egypt,ar,claude-sonnet-4.5,1.1936539913209745,1.1467032909922454,3.933359304296414,African-Islamic,True
Egypt,ar,deepseek-chat,1.1936539913209745,0.9383709021844671,21.386690866253016,African-Islamic,True
Egypt,ar,deepseek-chat-v3.1,1.3545233098254783,1.1936539913209745,11.876452574687017,African-Islamic,True
Egypt,ar,doubao-1-5-pro-32k-250115,1.592111784385134,1.3545233098254783,14.92285132801848,African-Islamic,True
Egypt,ar,gemini-2.5-flash,1.3545233098254783,1.3545233098254783,0.0,African-Islamic,True
Egypt,ar,gemini-2.5-pro,1.0463872732785595,1.0463872732785595,0.0,African-Islamic,True
Egypt,ar,gemini-3-pro-preview,1.1936539913209745,1.1936539913209745,0.0,African-Islamic,True
Egypt,ar,gemma-3-4b-it,3.7322580318952636,2.016009497658735,45.98418757678999,African-Islamic,True
Egypt,ar,gpt-4o,1.417555165170902,1.0880342388257707,23.245721538138795,African-Islamic,True
Egypt,ar,gpt-4o-mini,1.1094069805437596,1.1605150536753783,-4.606792099556541,African-Islamic,True
Egypt,ar,gpt-5.1,1.1936539913209745,1.1936539913209745,0.0,African-Islamic,True
Egypt,ar,grok-4.1-fast,1.8050023998930635,1.2746933038415424,29.379966258379437,African-Islamic,True
Egypt,ar,kimi-k2,1.0354186078140333,1.1467032909922454,-10.747796334581567,African-Islamic,True
Egypt,ar,llama-3.2-3b-instruct,5.319326377245541,5.5966052824376025,-5.212669528573701,African-Islamic,True
Egypt,ar,llama-3.3-70b-instruct,1.1936539913209745,1.1936539913209745,0.0,African-Islamic,True
Egypt,ar,mistral-medium-3.1,1.1936539913209745,1.1936539913209745,0.0,African-Islamic,True
Egypt,ar,mistral-nemo,4.003953504251653,2.1610331035674393,46.027517520552706,African-Islamic,True
Egypt,ar,phi-3-mini-128k-instruct,4.613436494037278,3.5533915804365073,22.977338367415385,African-Islamic,True
Egypt,ar,qwen3-max,1.0130933050500215,1.0130933050500215,0.0,African-Islamic,True
Algeria,fr,gemini-2.5-flash,1.1975029882985448,1.706618005676164,-42.514717904878715,African-Islamic,True
Algeria,fr,deepseek-chat,1.0749864374462113,1.2101135295590755,-12.570120645789592,African-Islamic,True
Algeria,fr,llama-3.2-3b-instruct,2.9139232676926623,3.5397861123796464,-21.47835708736978,African-Islamic,True
Algeria,fr,mistral-nemo,2.1355539631399245,2.0077150976189992,5.9862156483726885,African-Islamic,True
Algeria,fr,deepseek-chat-v3.1,2.3113303987555645,1.4489166235822055,37.31244030008381,African-Islamic,True
Algeria,fr,gemini-3-pro-preview,1.1975029882985448,1.4489166235822055,-20.99482320631852,African-Islamic,True
Algeria,fr,gemma-3-4b-it,4.775083786565767,2.389715287786743,49.95448468338976,African-Islamic,True
Algeria,fr,kimi-k2,1.7779699428407074,0.8109664480645917,54.3880676200358,African-Islamic,True
Algeria,fr,doubao-1-5-pro-32k-250115,1.2393535307311467,1.719408317149047,-38.73428965298512,African-Islamic,True
Algeria,fr,claude-3-7-sonnet-20250219,0.845197805561318,1.0183758573475936,-20.48964758862141,African-Islamic,True
Algeria,fr,gpt-4o,0.7504666698635694,1.0004394944761446,-33.308984216183624,African-Islamic,True
Algeria,fr,gpt-5.1,1.275079103773171,1.4489166235822055,-13.633469429043297,African-Islamic,True
Algeria,fr,claude-sonnet-4.5,1.3994541561224798,1.2390525429392043,11.461726879836228,African-Islamic,True
Algeria,fr,mistral-medium-3.1,2.5544028625361075,1.2101135295590755,52.62636339368845,African-Islamic,True
Algeria,fr,gpt-4o-mini,0.4404973694861357,1.2367107084538045,-180.7532562331746,African-Islamic,True
Algeria,fr,qwen3-max,1.968941963247042,1.224133532683314,37.82785092026998,African-Islamic,True
Algeria,fr,gemini-2.5-pro,1.1975029882985448,1.9903744090602542,-66.21039183277942,African-Islamic,True
Algeria,fr,llama-3.3-70b-instruct,0.4404973694861357,1.2367107084538045,-180.7532562331746,African-Islamic,True
Algeria,fr,grok-4.1-fast,2.0410357910944312,3.086262861991549,-51.21061940499596,African-Islamic,True
Algeria,ar,claude-3-7-sonnet-20250219,0.9567102855149433,1.0183758573475936,-6.445584704826206,African-Islamic,True
Algeria,ar,claude-sonnet-4.5,1.4489166235822055,1.2390525429392043,14.48420683614956,African-Islamic,True
Algeria,ar,deepseek-chat,1.706618005676164,1.2101135295590755,29.092888652629263,African-Islamic,True
Algeria,ar,deepseek-chat-v3.1,1.706618005676164,1.4489166235822055,15.100120896231658,African-Islamic,True
Algeria,ar,doubao-1-5-pro-32k-250115,1.9487538295109779,1.719408317149047,11.768829335385217,African-Islamic,True
Algeria,ar,gemini-2.5-flash,1.4489166235822055,1.706618005676164,-17.785797878199133,African-Islamic,True
Algeria,ar,gemini-2.5-pro,1.4489166235822055,1.9903744090602542,-37.36983734366884,African-Islamic,True
Algeria,ar,gemini-3-pro-preview,1.706618005676164,1.4489166235822055,15.100120896231658,African-Islamic,True
Algeria,ar,gemma-3-4b-it,2.3923226077817192,2.389715287786743,0.10898697301505399,African-Islamic,True
Algeria,ar,gpt-4o,0.6161113418994416,1.0004394944761446,-62.37965874671902,African-Islamic,True
Algeria,ar,gpt-4o-mini,0.8816837481033615,1.2367107084538045,-40.26692803560926,African-Islamic,True
Algeria,ar,gpt-5.1,1.2390525429392043,1.4489166235822055,-16.937464180911533,African-Islamic,True
Algeria,ar,grok-4.1-fast,2.2124125001369515,3.086262861991549,-39.49762360321616,African-Islamic,True
Algeria,ar,kimi-k2,0.7876882861862204,0.8109664480645917,-2.9552504825326302,African-Islamic,True
Algeria,ar,llama-3.2-3b-instruct,5.284173344956689,3.5397861123796464,33.01154444984129,African-Islamic,True
Algeria,ar,llama-3.3-70b-instruct,1.4489166235822055,1.2367107084538045,14.64583342302728,African-Islamic,True
Algeria,ar,mistral-medium-3.1,1.195989421178948,1.2101135295590755,-1.1809559624870853,African-Islamic,True
Algeria,ar,mistral-nemo,3.995875178574007,2.0077150976189992,49.75530996602639,African-Islamic,True
Algeria,ar,phi-3-mini-128k-instruct,4.735034879469101,3.244327731421329,31.482495609724253,African-Islamic,True
Algeria,ar,qwen3-max,1.2101135295590755,1.224133532683314,-1.158569240139558,African-Islamic,True
Lebanon,fr,gpt-4o,1.5259801491550662,0.36636833367669563,75.99127787608813,African-Islamic,True
Lebanon,fr,claude-3-7-sonnet-20250219,2.819209532469337,0.6204467202027019,77.99217429364839,African-Islamic,True
Lebanon,fr,doubao-1-5-pro-32k-250115,1.6370540932161421,1.3345270154790285,18.479968315693927,African-Islamic,True
Lebanon,fr,gemini-2.5-pro,1.6370540932161421,4.4361395576631155,-170.9830772267222,African-Islamic,True
Lebanon,fr,gemini-2.5-flash,1.6370540932161421,4.647233231472985,-183.8778053047148,African-Islamic,True
Lebanon,fr,mistral-nemo,3.0320591342612144,3.176934899303811,-4.778131250988838,African-Islamic,True
Lebanon,fr,deepseek-chat,1.5641333391692045,0.7690521564343921,50.83205905943562,African-Islamic,True
Lebanon,fr,gpt-5.1,1.6001102251947155,2.2489923035584525,-40.55233621701126,African-Islamic,True
Lebanon,fr,gpt-4o-mini,1.6370540932161421,1.6182060200924662,1.1513408873769846,African-Islamic,True
Lebanon,fr,claude-sonnet-4.5,0.26126031208553674,0.4371237123270951,-67.31347705960813,African-Islamic,True
Lebanon,fr,grok-4.1-fast,2.877707323336714,2.7065120135189336,5.949017414991272,African-Islamic,True
Lebanon,fr,kimi-k2,1.6370540932161421,1.1171102017195602,31.76094752465416,African-Islamic,True
Lebanon,fr,llama-3.2-3b-instruct,2.6559059241691165,3.8074422860321224,-43.35757345107233,African-Islamic,True
Lebanon,fr,llama-3.3-70b-instruct,0.6464078928199178,0.7791089909747013,-20.529003378328575,African-Islamic,True
Lebanon,fr,gemini-3-pro-preview,2.819209532469337,2.3412775129479217,16.952695924761436,African-Islamic,True
Lebanon,fr,gemma-3-4b-it,3.36973970890447,2.7141522834145886,19.455135474039867,African-Islamic,True
Lebanon,fr,deepseek-chat-v3.1,2.6900375217012487,1.3236045663116676,50.796055607633825,African-Islamic,True
Lebanon,fr,mistral-medium-3.1,1.691473518129773,2.1859938972876907,-29.23606984427982,African-Islamic,True
Lebanon,fr,qwen3-max,4.526334100958046,0.8614188607858918,80.96873006781439,African-Islamic,True
Lebanon,ar,claude-3-7-sonnet-20250219,2.1859938972876907,0.6204467202027019,71.61717967408181,African-Islamic,True
Lebanon,ar,claude-sonnet-4.5,1.097073955085463,0.4371237123270951,60.15549268116178,African-Islamic,True
Lebanon,ar,deepseek-chat,1.303034872494045,0.7690521564343921,40.97992519859389,African-Islamic,True
Lebanon,ar,deepseek-chat-v3.1,2.275284847469032,1.3236045663116676,41.826863226201716,African-Islamic,True
Lebanon,ar,doubao-1-5-pro-32k-250115,1.7194084836219918,1.3345270154790285,22.384527691302157,African-Islamic,True
Lebanon,ar,gemini-2.5-flash,3.4341451714772537,4.647233231472985,-35.324309236289544,African-Islamic,True
Lebanon,ar,gemini-2.5-pro,4.428563150928558,4.4361395576631155,-0.1710804718448875,African-Islamic,True
Lebanon,ar,gemini-3-pro-preview,0.7590089702952826,2.3412775129479217,-208.46506491709556,African-Islamic,True
Lebanon,ar,gemma-3-4b-it,2.334888801703103,2.7141522834145886,-16.243320942515346,African-Islamic,True
Lebanon,ar,gpt-4o,1.5969179417211719,0.36636833367669563,77.05778586958446,African-Islamic,True
Lebanon,ar,gpt-4o-mini,2.3524948687962492,1.6182060200924662,31.213196612816084,African-Islamic,True
Lebanon,ar,gpt-5.1,0.46694477368455334,2.2489923035584525,-381.63989197527013,African-Islamic,True
Lebanon,ar,grok-4.1-fast,4.556575638308507,2.7065120135189336,40.602061101225445,African-Islamic,True
Lebanon,ar,kimi-k2,1.7766821675908089,1.1171102017195602,37.12380176391549,African-Islamic,True
Lebanon,ar,llama-3.2-3b-instruct,4.149870153460158,3.8074422860321224,8.25153209052866,African-Islamic,True
Lebanon,ar,llama-3.3-70b-instruct,0.8858110553919968,0.7791089909747013,12.045691207824985,African-Islamic,True
Lebanon,ar,mistral-medium-3.1,3.510723966932362,2.1859938972876907,37.733814510122485,African-Islamic,True
Lebanon,ar,mistral-nemo,3.191267503225991,3.176934899303811,0.44911947706330724,African-Islamic,True
Lebanon,ar,phi-3-mini-128k-instruct,4.406707373256307,2.9574684238135998,32.88711563281774,African-Islamic,True
Lebanon,ar,qwen3-max,4.69933856660212,0.8614188607858918,81.66935945181865,African-Islamic,True
Tunisia,fr,gemini-2.5-pro,2.0143797041585088,2.302756135707022,-14.31589242848236,African-Islamic,True
Tunisia,fr,kimi-k2,0.7494311752514894,1.3269755952231068,-77.06437082468696,African-Islamic,True
Tunisia,fr,gpt-4o-mini,2.489121978828815,0.41607805255178354,83.28414372253636,African-Islamic,True
Tunisia,fr,gemini-2.5-flash,1.9306598387629386,1.5711730373155686,18.619893273260892,African-Islamic,True
Tunisia,fr,gpt-5.1,1.811261405830064,1.0238827342426349,43.47128852042147,African-Islamic,True
Tunisia,fr,llama-3.3-70b-instruct,1.4915919824578234,0.5930222445771505,60.24232822705462,African-Islamic,True
Tunisia,fr,deepseek-chat-v3.1,1.4473851266301858,0.8418126469037891,41.839070236703044,African-Islamic,True
Tunisia,fr,claude-sonnet-4.5,0.8281227369067525,0.5609073498201237,32.26760662130179,African-Islamic,True
Tunisia,fr,deepseek-chat,1.465259429684818,0.8418126469037891,42.548559671452466,African-Islamic,True
Tunisia,fr,mistral-medium-3.1,0.4214030553224504,0.882464575562338,-109.41105300888034,African-Islamic,True
Tunisia,fr,claude-3-7-sonnet-20250219,1.6400126535542985,0.5359300724807121,67.32158917681373,African-Islamic,True
Tunisia,fr,mistral-nemo,3.2418517513826868,3.8635456822006136,-19.177124017246232,African-Islamic,True
Tunisia,fr,grok-4.1-fast,1.4281660327999466,2.056244983124322,-43.97800647120942,African-Islamic,True
Tunisia,fr,doubao-1-5-pro-32k-250115,1.3283038140682122,0.9639120637291037,27.432861855834133,African-Islamic,True
Tunisia,fr,gpt-4o,0.389566325454563,0.9962786509755774,-155.74044414980582,African-Islamic,True
Tunisia,fr,qwen3-max,1.535273280505195,0.3726125299863131,75.72988895737822,African-Islamic,True
Tunisia,fr,gemini-3-pro-preview,0.4675514121563206,0.8756058056748277,-87.27476442357074,African-Islamic,True
Tunisia,fr,llama-3.2-3b-instruct,3.4806482103967435,3.854369384813985,-10.737114233519234,African-Islamic,True
Tunisia,fr,gemma-3-4b-it,5.499003500864615,3.4552888124904286,37.16518252903186,African-Islamic,True
Tunisia,ar,claude-3-7-sonnet-20250219,1.6603471329795472,0.5359300724807121,67.72180576967854,African-Islamic,True
Tunisia,ar,claude-sonnet-4.5,0.25454871068094054,0.5609073498201237,-120.35364010277108,African-Islamic,True
Tunisia,ar,deepseek-chat,0.9962786509755774,0.8418126469037891,15.504297308843457,African-Islamic,True
Tunisia,ar,deepseek-chat-v3.1,1.4534392770062585,0.8418126469037891,42.081333549914504,African-Islamic,True
Tunisia,ar,doubao-1-5-pro-32k-250115,0.9577173790212852,0.9639120637291037,-0.6468176148321518,African-Islamic,True
Tunisia,ar,gemini-2.5-flash,1.1272856248211576,1.5711730373155686,-39.376658649828265,African-Islamic,True
Tunisia,ar,gemini-2.5-pro,3.782921806536508,2.302756135707022,39.12757774352905,African-Islamic,True
Tunisia,ar,gemini-3-pro-preview,1.0148973751104418,0.8756058056748277,13.724695013666407,African-Islamic,True
Tunisia,ar,gemma-3-4b-it,4.505024906293045,3.4552888124904286,23.301449284691977,African-Islamic,True
Tunisia,ar,gpt-4o,1.8025354805787943,0.9962786509755774,44.7290407478874,African-Islamic,True
Tunisia,ar,gpt-4o-mini,2.1202118826896865,0.41607805255178354,80.37563811669852,African-Islamic,True
Tunisia,ar,gpt-5.1,1.5024224180851338,1.0238827342426349,31.851207628571395,African-Islamic,True
Tunisia,ar,grok-4.1-fast,1.2327484394321826,2.056244983124322,-66.80166993936336,African-Islamic,True
Tunisia,ar,kimi-k2,2.0478815474046366,1.3269755952231068,35.202521996214244,African-Islamic,True
Tunisia,ar,llama-3.2-3b-instruct,6.845923164499104,3.854369384813985,43.6983253799636,African-Islamic,True
Tunisia,ar,llama-3.3-70b-instruct,1.0692530296652585,0.5930222445771505,44.53864257342318,African-Islamic,True
Tunisia,ar,mistral-medium-3.1,0.882464575562338,0.882464575562338,0.0,African-Islamic,True
Tunisia,ar,mistral-nemo,4.7192248084246655,3.8635456822006136,18.13177292797136,African-Islamic,True
Tunisia,ar,phi-3-mini-128k-instruct,4.674167296674853,3.974798090369851,14.962434203040297,African-Islamic,True
Tunisia,ar,qwen3-max,0.4050716960116453,0.3726125299863131,8.013190342580492,African-Islamic,True
Yemen,fr,kimi-k2,2.4732622495896677,0.9553644176040961,61.37229613387751,African-Islamic,True
Yemen,fr,gpt-4o-mini,1.2269159809872543,1.905162744178608,-55.28062016484564,African-Islamic,True
Yemen,fr,grok-4.1-fast,5.349836460534528,3.3751053067571624,36.9119910177602,African-Islamic,True
Yemen,fr,mistral-nemo,1.8010736811372525,1.9903322798148333,-10.508098622488179,African-Islamic,True
Yemen,fr,gpt-5.1,0.9093515572678494,1.6657496640480514,-83.17994297527825,African-Islamic,True
Yemen,fr,gemini-2.5-pro,2.4732622495896677,2.6444467055700995,-6.921403341228073,African-Islamic,True
Yemen,fr,gemini-2.5-flash,2.4732622495896677,1.8229112428895302,26.295270823303735,African-Islamic,True
Yemen,fr,qwen3-max,5.349836460534528,2.6444467055700995,50.56957862024291,African-Islamic,True
Yemen,fr,doubao-1-5-pro-32k-250115,1.0306832256462803,1.7318726447290047,-68.03151556512914,African-Islamic,True
Yemen,fr,gpt-4o,2.4732622495896677,0.6960106763277493,71.85859783194353,African-Islamic,True
Yemen,fr,llama-3.2-3b-instruct,4.17169716472238,5.307555335776335,-27.22772354281247,African-Islamic,True
Yemen,fr,deepseek-chat,1.8412233243664702,1.7318726447290047,5.939023158697545,African-Islamic,True
Yemen,fr,deepseek-chat-v3.1,3.2691117001249967,0.9553644176040961,70.7760240322297,African-Islamic,True
Yemen,fr,gemini-3-pro-preview,2.6030490962178887,1.8229112428895302,29.970155171558737,African-Islamic,True
Yemen,fr,claude-sonnet-4.5,1.2482819797183302,2.4534630120465217,-96.54717859502672,African-Islamic,True
Yemen,fr,mistral-medium-3.1,1.8412233243664702,2.6444467055700995,-43.624440912402804,African-Islamic,True
Yemen,fr,gemma-3-4b-it,2.7340557671161947,2.7117373371617988,0.8163121697381022,African-Islamic,True
Yemen,fr,llama-3.3-70b-instruct,2.631816483082489,1.7318726447290047,34.19477931453009,African-Islamic,True
Yemen,ar,claude-3-7-sonnet-20250219,1.6657496640480514,2.4534630120465217,-47.28881926256523,African-Islamic,True
Yemen,ar,claude-sonnet-4.5,2.6444467055700995,2.4534630120465217,7.222066268959081,African-Islamic,True
Yemen,ar,deepseek-chat,2.6444467055700995,1.7318726447290047,34.509073634152095,African-Islamic,True
Yemen,ar,deepseek-chat-v3.1,1.8229112428895302,0.9553644176040961,47.59128172967268,African-Islamic,True
Yemen,ar,doubao-1-5-pro-32k-250115,2.6057909715096357,1.7318726447290047,33.53754527264849,African-Islamic,True
Yemen,ar,gemini-2.5-flash,3.3302561921253657,1.8229112428895302,45.2621318684149,African-Islamic,True
Yemen,ar,gemini-2.5-pro,1.8229112428895302,2.6444467055700995,-45.06722232829824,African-Islamic,True
Yemen,ar,gemini-3-pro-preview,1.8229112428895302,1.8229112428895302,0.0,African-Islamic,True
Yemen,ar,gemma-3-4b-it,3.2876211341507426,2.7117373371617988,17.516732418065136,African-Islamic,True
Yemen,ar,gpt-4o,0.6960106763277493,0.6960106763277493,0.0,African-Islamic,True
Yemen,ar,gpt-4o-mini,1.4653831821109984,1.905162744178608,-30.011233064246927,African-Islamic,True
Yemen,ar,gpt-5.1,1.6657496640480514,1.6657496640480514,0.0,African-Islamic,True
Yemen,ar,grok-4.1-fast,4.042787476030336,3.3751053067571624,16.515391254965966,African-Islamic,True
Yemen,ar,kimi-k2,0.6960106763277493,0.9553644176040961,-37.2628969780656,African-Islamic,True
Yemen,ar,llama-3.2-3b-instruct,6.065583928622574,5.307555335776335,12.497207223021281,African-Islamic,True
Yemen,ar,llama-3.3-70b-instruct,1.8229112428895302,1.7318726447290047,4.994132243993326,African-Islamic,True
Yemen,ar,mistral-medium-3.1,2.6444467055700995,2.6444467055700995,0.0,African-Islamic,True
Yemen,ar,mistral-nemo,2.49556657613283,1.9903322798148333,20.245274205463833,African-Islamic,True
Yemen,ar,phi-3-mini-128k-instruct,5.269183092196656,1.2818276501025172,75.67312375231698,African-Islamic,True
Yemen,ar,qwen3-max,2.6444467055700995,2.6444467055700995,0.0,African-Islamic,True
Morocco,fr,kimi-k2,1.1968541992900392,1.0470330047898218,12.517915263955274,African-Islamic,True
Morocco,fr,deepseek-chat,1.1265782673993574,0.8179388210185379,27.396183231307695,African-Islamic,True
Morocco,fr,claude-3-7-sonnet-20250219,1.081646672279555,0.8428263983572025,22.07932405681443,African-Islamic,True
Morocco,fr,llama-3.3-70b-instruct,1.1968541992900392,1.2269392589119745,-2.5136779099560695,African-Islamic,True
Morocco,fr,gpt-4o,0.5050067854559256,0.7571047754784735,-49.91972331519292,African-Islamic,True
Morocco,fr,gpt-4o-mini,1.0135555075216967,1.4529256613841495,-43.349392371887184,African-Islamic,True
Morocco,fr,gemini-2.5-pro,1.1572991271676334,1.2269392589119745,-6.01747034189665,African-Islamic,True
Morocco,fr,doubao-1-5-pro-32k-250115,1.3504293620713803,1.4722855203184313,-9.02351220060409,African-Islamic,True
Morocco,fr,gemini-2.5-flash,1.4773004793073412,1.4722855203184313,0.33946776970256354,African-Islamic,True
Morocco,fr,gemma-3-4b-it,3.6903492498266703,1.5903299793774996,56.90570534883128,African-Islamic,True
Morocco,fr,gpt-5.1,1.1670152863098473,1.0470330047898218,10.281123386088172,African-Islamic,True
Morocco,fr,deepseek-chat-v3.1,1.135446969784012,1.2269392589119745,-8.05782141858783,African-Islamic,True
Morocco,fr,gemini-3-pro-preview,1.2142119061013874,1.2269392589119745,-1.0481986502217993,African-Islamic,True
Morocco,fr,llama-3.2-3b-instruct,3.622373225493679,4.3000649209701285,-18.70850001614866,African-Islamic,True
Morocco,fr,mistral-nemo,2.826846595388434,3.3073890155924115,-16.999239399403873,African-Islamic,True
Morocco,fr,grok-4.1-fast,1.7332627630487114,1.4722855203184313,15.056992413039316,African-Islamic,True
Morocco,fr,qwen3-max,0.24182613656016463,0.9889170723649849,-308.9372168086345,African-Islamic,True
Morocco,fr,mistral-medium-3.1,0.905482062136236,0.8443026815000392,6.756553574552426,African-Islamic,True
Morocco,fr,claude-sonnet-4.5,1.2520071365266225,1.0470330047898218,16.371642441707618,African-Islamic,True
Morocco,ar,claude-3-7-sonnet-20250219,0.6367741532970831,0.8428263983572025,-32.358763934312364,African-Islamic,True
Morocco,ar,claude-sonnet-4.5,1.2269392589119745,1.0470330047898218,14.66301227345925,African-Islamic,True
Morocco,ar,deepseek-chat,0.8443026815000392,0.8179388210185379,3.122560316243657,African-Islamic,True
Morocco,ar,deepseek-chat-v3.1,1.4722855203184313,1.2269392589119745,16.66431259565688,African-Islamic,True
Morocco,ar,doubao-1-5-pro-32k-250115,1.9130998422210836,1.4722855203184313,23.041887944064264,African-Islamic,True
Morocco,ar,gemini-2.5-flash,1.2269392589119745,1.4722855203184313,-19.996610233502917,African-Islamic,True
Morocco,ar,gemini-2.5-pro,1.2269392589119745,1.2269392589119745,0.0,African-Islamic,True
Morocco,ar,gemini-3-pro-preview,1.2269392589119745,1.2269392589119745,0.0,African-Islamic,True
